,CELL_ID,CELL_TYPE,CELL_CLASS
582,583,Tumor 4,Tumor
381,382,Tumor 1,Tumor
395,396,Tumor 3,Tumor
408,409,Tumor 2 (Ki67 Proliferating),Tumor
386,387,Tumor 3,Tumor
2042,2043,Tumor 4,Tumor
1747,1748,Tumor 1,Tumor
2126,2127,Tumor 4,Tumor
769,770,Tumor 1,Tumor
834,835,Tumor 3,Tumor
855,856,Tumor 2 (Ki67 Proliferating),Tumor
956,957,Tumor 1,Tumor
231,232,Tumor 3,Tumor
4,5,Tumor 4,Tumor
6,7,Tumor 2 (Ki67 Proliferating),Tumor
2,3,Tumor 2 (Ki67 Proliferating),Tumor
3,4,Tumor 4,Tumor
1360,1361,Tumor 3,Tumor
562,563,Tumor 4,Tumor
2417,2418,Tumor 3,Tumor
1444,1445,Tumor 1,Tumor
7,8,Tumor 4,Tumor
351,352,Tumor 2 (Ki67 Proliferating),Tumor
326,327,Tumor 2 (Ki67 Proliferating),Tumor
321,322,Tumor 2 (Ki67 Proliferating),Tumor
94,95,Tumor 2 (Ki67 Proliferating),Tumor
490,491,Tumor 2 (Ki67 Proliferating),Tumor
193,194,Tumor 4,Tumor
366,367,Tumor 2 (Ki67 Proliferating),Tumor
1739,1740,Tumor 2 (Ki67 Proliferating),Tumor
1764,1765,Tumor 1,Tumor
1672,1673,Tumor 1,Tumor
1688,1689,Tumor 4,Tumor
2034,2035,Tumor 4,Tumor
1946,1947,Tumor 4,Tumor
1514,1515,Tumor 3,Tumor
883,884,Tumor 2 (Ki67 Proliferating),Tumor
926,927,Tumor 6 / DC,Tumor
1125,1126,Tumor 1,Tumor
497,498,Tumor 4,Tumor
495,496,Tumor 1,Tumor
340,341,Tumor 1,Tumor
262,263,Tumor 3,Tumor
323,324,Tumor 3,Tumor
431,432,Tumor 2 (Ki67 Proliferating),Tumor
125,126,Tumor 2 (Ki67 Proliferating),Tumor
89,90,Tumor 3,Tumor
171,172,Tumor 6 / DC,Tumor
152,153,Tumor 3,Tumor
307,308,Tumor 2 (Ki67 Proliferating),Tumor
1561,1562,Tumor 3,Tumor
387,388,Tumor 2 (Ki67 Proliferating),Tumor
409,410,Tumor 2 (Ki67 Proliferating),Tumor
456,457,Tumor 6 / DC,Tumor
1250,1251,Tumor 3,Tumor
475,476,Tumor 3,Tumor
478,479,Tumor 6 / DC,Tumor
1299,1300,Tumor 1,Tumor
1292,1293,Tumor 3,Tumor
1381,1382,Tumor 3,Tumor
1356,1357,Tumor 3,Tumor
311,312,Tumor 2 (Ki67 Proliferating),Tumor
302,303,Tumor 4,Tumor
354,355,Tumor 3,Tumor
364,365,Tumor 1,Tumor
329,330,Tumor 4,Tumor
322,323,Tumor 1,Tumor
2421,2422,Tumor 3,Tumor
2288,2289,Tumor 3,Tumor
2396,2397,Tumor 1,Tumor
2370,2371,Tumor 3,Tumor
2452,2453,Tumor 3,Tumor
2414,2415,Tumor 1,Tumor
2443,2444,Tumor 3,Tumor
2475,2476,Tumor 4,Tumor
1779,1780,Tumor 7,Tumor
62,63,Tumor 4,Tumor
104,105,Tumor 2 (Ki67 Proliferating),Tumor
118,119,Tumor 2 (Ki67 Proliferating),Tumor
166,167,Tumor 2 (Ki67 Proliferating),Tumor
169,170,Tumor 2 (Ki67 Proliferating),Tumor
260,261,Tumor 7,Tumor
313,314,Tumor 2 (Ki67 Proliferating),Tumor
398,399,Tumor 2 (Ki67 Proliferating),Tumor
481,482,Tumor 6 / DC,Tumor
297,298,Tumor 2 (Ki67 Proliferating),Tumor
337,338,Tumor 2 (Ki67 Proliferating),Tumor
192,193,Tumor 2 (Ki67 Proliferating),Tumor
238,239,Tumor 6 / DC,Tumor
267,268,Tumor 2 (Ki67 Proliferating),Tumor
229,230,Tumor 2 (Ki67 Proliferating),Tumor
292,293,Tumor 6 / DC,Tumor
1874,1875,Tumor 1,Tumor
1870,1871,Tumor 1,Tumor
1772,1773,Tumor 1,Tumor
1599,1600,Tumor 4,Tumor
2138,2139,Tumor 3,Tumor
2171,2172,Tumor 2 (Ki67 Proliferating),Tumor
1865,1866,Tumor 7,Tumor
1939,1940,Tumor 2 (Ki67 Proliferating),Tumor
1850,1851,Tumor 2 (Ki67 Proliferating),Tumor
1434,1435,Tumor 2 (Ki67 Proliferating),Tumor
1591,1592,Tumor 2 (Ki67 Proliferating),Tumor
1371,1372,Tumor 2 (Ki67 Proliferating),Tumor
1580,1581,Tumor 2 (Ki67 Proliferating),Tumor
1838,1839,Tumor 3,Tumor
1054,1055,Tumor 2 (Ki67 Proliferating),Tumor
1339,1340,Tumor 2 (Ki67 Proliferating),Tumor
1401,1402,Tumor 2 (Ki67 Proliferating),Tumor
2556,2557,Tumor 2 (Ki67 Proliferating),Tumor
2546,2547,Tumor 2 (Ki67 Proliferating),Tumor
2628,2629,Tumor 2 (Ki67 Proliferating),Tumor
1571,1572,Tumor 2 (Ki67 Proliferating),Tumor
1551,1552,Tumor 6 / DC,Tumor
1505,1506,Tumor 2 (Ki67 Proliferating),Tumor
1563,1564,Tumor 2 (Ki67 Proliferating),Tumor
1498,1499,Tumor 3,Tumor
1618,1619,Tumor 2 (Ki67 Proliferating),Tumor
1889,1890,Tumor 3,Tumor
2233,2234,Tumor 7,Tumor
