,CELL_ID,CELL_TYPE,CELL_CLASS
1063,1064,Tumor 2 (Ki67 Proliferating),Tumor
1102,1103,Tumor 3,Tumor
1064,1065,Tumor 3,Tumor
1070,1071,Tumor 3,Tumor
1104,1105,Tumor 2 (Ki67 Proliferating),Tumor
1083,1084,Tumor 3,Tumor
1137,1138,Tumor 3,Tumor
1343,1344,Tumor 3,Tumor
1388,1389,Tumor 3,Tumor
1721,1722,Tumor 4,Tumor
40,41,Tumor 3,Tumor
930,931,Tumor 3,Tumor
1000,1001,Tumor 3,Tumor
1029,1030,Tumor 2 (Ki67 Proliferating),Tumor
968,969,Tumor 2 (Ki67 Proliferating),Tumor
1021,1022,Tumor 3,Tumor
75,76,Tumor 4,Tumor
1418,1419,Tumor 3,Tumor
1226,1227,Tumor 3,Tumor
603,604,Tumor 4,Tumor
727,728,Tumor 4,Tumor
567,568,Tumor 4,Tumor
1733,1734,Tumor 4,Tumor
1726,1727,Tumor 4,Tumor
1731,1732,Tumor 4,Tumor
787,788,Tumor 2 (Ki67 Proliferating),Tumor
1060,1061,Tumor 4,Tumor
117,118,Tumor 3,Tumor
79,80,Tumor 7,Tumor
659,660,Tumor 7,Tumor
712,713,Tumor 4,Tumor
591,592,Tumor 4,Tumor
625,626,Tumor 7,Tumor
601,602,Tumor 7,Tumor
634,635,Tumor 4,Tumor
655,656,Tumor 4,Tumor
103,104,Tumor 3,Tumor
216,217,Tumor 6 / DC,Tumor
744,745,Tumor 3,Tumor
989,990,Tumor 3,Tumor
917,918,Tumor 3,Tumor
61,62,Tumor 4,Tumor
67,68,Tumor 4,Tumor
76,77,Tumor 4,Tumor
237,238,Tumor 3,Tumor
626,627,Tumor 7,Tumor
1478,1479,Tumor 4,Tumor
1483,1484,Tumor 4,Tumor
1447,1448,Tumor 2 (Ki67 Proliferating),Tumor
1468,1469,Tumor 3,Tumor
1428,1429,Tumor 3,Tumor
1437,1438,Tumor 2 (Ki67 Proliferating),Tumor
1408,1409,Tumor 3,Tumor
1409,1410,Tumor 7,Tumor
1501,1502,Tumor 4,Tumor
1652,1653,Tumor 4,Tumor
1473,1474,Tumor 4,Tumor
1495,1496,Tumor 2 (Ki67 Proliferating),Tumor
589,590,Tumor 2 (Ki67 Proliferating),Tumor
1108,1109,Tumor 2 (Ki67 Proliferating),Tumor
710,711,Tumor 4,Tumor
709,710,Tumor 4,Tumor
1076,1077,Tumor 4,Tumor
682,683,Tumor 4,Tumor
632,633,Tumor 4,Tumor
564,565,Tumor 2 (Ki67 Proliferating),Tumor
650,651,Tumor 4,Tumor
708,709,Tumor 4,Tumor
700,701,Tumor 4,Tumor
499,500,Tumor 4,Tumor
1654,1655,Tumor 4,Tumor
1687,1688,Tumor 4,Tumor
1612,1613,Tumor 4,Tumor
1645,1646,Tumor 4,Tumor
1563,1564,Tumor 4,Tumor
931,932,Tumor 4,Tumor
994,995,Tumor 4,Tumor
932,933,Tumor 4,Tumor
1056,1057,Tumor 4,Tumor
1057,1058,Tumor 4,Tumor
852,853,Tumor 4,Tumor
882,883,Tumor 4,Tumor
676,677,Tumor 3,Tumor
902,903,Tumor 4,Tumor
789,790,Tumor 4,Tumor
211,212,Tumor 4,Tumor
141,142,Tumor 7,Tumor
166,167,Tumor 4,Tumor
579,580,Tumor 7,Tumor
734,735,Tumor 4,Tumor
577,578,Tumor 7,Tumor
735,736,Tumor 4,Tumor
720,721,Tumor 4,Tumor
529,530,Tumor 7,Tumor
538,539,Tumor 4,Tumor
526,527,Tumor 4,Tumor
580,581,Tumor 7,Tumor
596,597,Tumor 3,Tumor
554,555,Tumor 7,Tumor
556,557,Tumor 7,Tumor
244,245,Tumor 3,Tumor
10,11,Tumor 4,Tumor
873,874,Tumor 3,Tumor
814,815,Tumor 3,Tumor
849,850,Tumor 2 (Ki67 Proliferating),Tumor
903,904,Tumor 3,Tumor
922,923,Tumor 7,Tumor
890,891,Tumor 3,Tumor
876,877,Tumor 7,Tumor
850,851,Tumor 3,Tumor
119,120,Tumor 4,Tumor
78,79,Tumor 4,Tumor
91,92,Tumor 4,Tumor
125,126,Tumor 4,Tumor
176,177,Tumor 1,Tumor
128,129,Tumor 4,Tumor
200,201,Tumor 1,Tumor
304,305,Tumor 7,Tumor
273,274,Tumor 7,Tumor
280,281,Tumor 3,Tumor
269,270,Tumor 4,Tumor
289,290,Tumor 2 (Ki67 Proliferating),Tumor
1480,1481,Tumor 4,Tumor
1664,1665,Tumor 4,Tumor
1489,1490,Tumor 4,Tumor
1460,1461,Tumor 4,Tumor
1579,1580,Tumor 4,Tumor
1534,1535,Tumor 4,Tumor
1531,1532,Tumor 4,Tumor
477,478,Tumor 7,Tumor
656,657,Tumor 3,Tumor
1316,1317,Tumor 2 (Ki67 Proliferating),Tumor
1075,1076,Tumor 4,Tumor
758,759,Tumor 4,Tumor
742,743,Tumor 4,Tumor
740,741,Tumor 4,Tumor
743,744,Tumor 4,Tumor
801,802,Tumor 4,Tumor
783,784,Tumor 4,Tumor
612,613,Tumor 4,Tumor
653,654,Tumor 4,Tumor
616,617,Tumor 4,Tumor
897,898,Tumor 3,Tumor
864,865,Tumor 3,Tumor
816,817,Tumor 4,Tumor
772,773,Tumor 4,Tumor
782,783,Tumor 4,Tumor
871,872,Tumor 4,Tumor
729,730,Tumor 3,Tumor
865,866,Tumor 4,Tumor
842,843,Tumor 4,Tumor
815,816,Tumor 4,Tumor
859,860,Tumor 4,Tumor
