,CELL_ID,CELL_TYPE,CELL_CLASS
1054,1055,Tumor 2 (Ki67 Proliferating),Tumor
1751,1752,Tumor 3,Tumor
1748,1749,Tumor 3,Tumor
1002,1003,Tumor 3,Tumor
1024,1025,Tumor 4,Tumor
974,975,Tumor 4,Tumor
447,448,Tumor 4,Tumor
1783,1784,Tumor 4,Tumor
1771,1772,Tumor 1,Tumor
1660,1661,Tumor 1,Tumor
1788,1789,Tumor 4,Tumor
1113,1114,Tumor 1,Tumor
518,519,Tumor 6 / DC,Tumor
544,545,Tumor 6 / DC,Tumor
740,741,Tumor 7,Tumor
527,528,Tumor 7,Tumor
452,453,Tumor 1,Tumor
424,425,Tumor 1,Tumor
465,466,Tumor 1,Tumor
464,465,Tumor 1,Tumor
1226,1227,Tumor 4,Tumor
1299,1300,Tumor 1,Tumor
1721,1722,Tumor 7,Tumor
1710,1711,Tumor 6 / DC,Tumor
1655,1656,Tumor 4,Tumor
1097,1098,Tumor 1,Tumor
303,304,Tumor 4,Tumor
817,818,Tumor 4,Tumor
94,95,Tumor 4,Tumor
484,485,Tumor 2 (Ki67 Proliferating),Tumor
1774,1775,Tumor 3,Tumor
1785,1786,Tumor 4,Tumor
1796,1797,Tumor 4,Tumor
1253,1254,Tumor 1,Tumor
1293,1294,Tumor 1,Tumor
1209,1210,Tumor 1,Tumor
1250,1251,Tumor 6 / DC,Tumor
1668,1669,Tumor 1,Tumor
1718,1719,Tumor 4,Tumor
1787,1788,Tumor 4,Tumor
1782,1783,Tumor 4,Tumor
1082,1083,Tumor 3,Tumor
1093,1094,Tumor 3,Tumor
1230,1231,Tumor 4,Tumor
630,631,Tumor 2 (Ki67 Proliferating),Tumor
1051,1052,Tumor 1,Tumor
671,672,Tumor 6 / DC,Tumor
732,733,Tumor 6 / DC,Tumor
656,657,Tumor 6 / DC,Tumor
384,385,Tumor 1,Tumor
365,366,Tumor 1,Tumor
738,739,Tumor 3,Tumor
575,576,Tumor 3,Tumor
568,569,Tumor 4,Tumor
460,461,Tumor 2 (Ki67 Proliferating),Tumor
88,89,Tumor 4,Tumor
112,113,Tumor 4,Tumor
547,548,Tumor 3,Tumor
107,108,Tumor 3,Tumor
10,11,Tumor 4,Tumor
0,1,Tumor 6 / DC,Tumor
19,20,Tumor 4,Tumor
3,4,Tumor 2 (Ki67 Proliferating),Tumor
15,16,Tumor 2 (Ki67 Proliferating),Tumor
5,6,Tumor 4,Tumor
25,26,Tumor 3,Tumor
718,719,Tumor 6 / DC,Tumor
808,809,Tumor 4,Tumor
1112,1113,Tumor 6 / DC,Tumor
1056,1057,Tumor 6 / DC,Tumor
556,557,Tumor 7,Tumor
680,681,Tumor 4,Tumor
1745,1746,Tumor 3,Tumor
1776,1777,Tumor 3,Tumor
1791,1792,Tumor 4,Tumor
1716,1717,Tumor 3,Tumor
1296,1297,Tumor 1,Tumor
1205,1206,Tumor 4,Tumor
1272,1273,Tumor 1,Tumor
1794,1795,Tumor 4,Tumor
1758,1759,Tumor 7,Tumor
1433,1434,Tumor 3,Tumor
1390,1391,Tumor 3,Tumor
1282,1283,Tumor 4,Tumor
1259,1260,Tumor 3,Tumor
1243,1244,Tumor 3,Tumor
1729,1730,Tumor 2 (Ki67 Proliferating),Tumor
1697,1698,Tumor 2 (Ki67 Proliferating),Tumor
1621,1622,Tumor 7,Tumor
1038,1039,Tumor 2 (Ki67 Proliferating),Tumor
1077,1078,Tumor 3,Tumor
1014,1015,Tumor 2 (Ki67 Proliferating),Tumor
1004,1005,Tumor 2 (Ki67 Proliferating),Tumor
945,946,Tumor 3,Tumor
1047,1048,Tumor 2 (Ki67 Proliferating),Tumor
1039,1040,Tumor 3,Tumor
1057,1058,Tumor 2 (Ki67 Proliferating),Tumor
1242,1243,Tumor 3,Tumor
1225,1226,Tumor 3,Tumor
1217,1218,Tumor 3,Tumor
1078,1079,Tumor 3,Tumor
1068,1069,Tumor 4,Tumor
1102,1103,Tumor 2 (Ki67 Proliferating),Tumor
772,773,Tumor 7,Tumor
715,716,Tumor 2 (Ki67 Proliferating),Tumor
707,708,Tumor 7,Tumor
698,699,Tumor 3,Tumor
700,701,Tumor 3,Tumor
681,682,Tumor 3,Tumor
259,260,Tumor 1,Tumor
327,328,Tumor 2 (Ki67 Proliferating),Tumor
410,411,Tumor 7,Tumor
863,864,Tumor 3,Tumor
590,591,Tumor 2 (Ki67 Proliferating),Tumor
566,567,Tumor 2 (Ki67 Proliferating),Tumor
578,579,Tumor 2 (Ki67 Proliferating),Tumor
619,620,Tumor 2 (Ki67 Proliferating),Tumor
604,605,Tumor 1,Tumor
675,676,Tumor 3,Tumor
711,712,Tumor 3,Tumor
694,695,Tumor 3,Tumor
582,583,Tumor 3,Tumor
593,594,Tumor 3,Tumor
433,434,Tumor 2 (Ki67 Proliferating),Tumor
254,255,Tumor 4,Tumor
119,120,Tumor 3,Tumor
472,473,Tumor 7,Tumor
554,555,Tumor 4,Tumor
513,514,Tumor 6 / DC,Tumor
123,124,Tumor 2 (Ki67 Proliferating),Tumor
93,94,Tumor 1,Tumor
66,67,Tumor 2 (Ki67 Proliferating),Tumor
125,126,Tumor 7,Tumor
103,104,Tumor 7,Tumor
55,56,Tumor 3,Tumor
85,86,Tumor 1,Tumor
117,118,Tumor 2 (Ki67 Proliferating),Tumor
81,82,Tumor 3,Tumor
67,68,Tumor 2 (Ki67 Proliferating),Tumor
92,93,Tumor 2 (Ki67 Proliferating),Tumor
126,127,Tumor 3,Tumor
115,116,Tumor 3,Tumor
140,141,Tumor 3,Tumor
58,59,Tumor 7,Tumor
374,375,Tumor 4,Tumor
2,3,Tumor 2 (Ki67 Proliferating),Tumor
30,31,Tumor 2 (Ki67 Proliferating),Tumor
42,43,Tumor 7,Tumor
18,19,Tumor 2 (Ki67 Proliferating),Tumor
49,50,Tumor 2 (Ki67 Proliferating),Tumor
36,37,Tumor 1,Tumor
6,7,Tumor 4,Tumor
743,744,Tumor 4,Tumor
731,732,Tumor 3,Tumor
702,703,Tumor 3,Tumor
714,715,Tumor 1,Tumor
1034,1035,Tumor 7,Tumor
767,768,Tumor 6 / DC,Tumor
828,829,Tumor 1,Tumor
1233,1234,Tumor 1,Tumor
537,538,Tumor 7,Tumor
573,574,Tumor 6 / DC,Tumor
492,493,Tumor 1,Tumor
618,619,Tumor 1,Tumor
642,643,Tumor 6 / DC,Tumor
614,615,Tumor 6 / DC,Tumor
620,621,Tumor 1,Tumor
342,343,Tumor 1,Tumor
348,349,Tumor 1,Tumor
337,338,Tumor 7,Tumor
309,310,Tumor 1,Tumor
474,475,Tumor 7,Tumor
486,487,Tumor 1,Tumor
538,539,Tumor 6 / DC,Tumor
425,426,Tumor 7,Tumor
378,379,Tumor 7,Tumor
451,452,Tumor 7,Tumor
409,410,Tumor 1,Tumor
1795,1796,Tumor 4,Tumor
1730,1731,Tumor 3,Tumor
1724,1725,Tumor 3,Tumor
1763,1764,Tumor 3,Tumor
1722,1723,Tumor 3,Tumor
1778,1779,Tumor 4,Tumor
1646,1647,Tumor 2 (Ki67 Proliferating),Tumor
