,CELL_ID,CELL_TYPE,CELL_CLASS
617,618,Tumor 3,Tumor
1866,1867,Tumor 4,Tumor
111,112,Tumor 1,Tumor
644,645,Tumor 4,Tumor
988,989,Tumor 4,Tumor
1458,1459,Tumor 3,Tumor
1455,1456,Tumor 1,Tumor
98,99,Tumor 2 (Ki67 Proliferating),Tumor
1993,1994,Tumor 4,Tumor
441,442,Tumor 2 (Ki67 Proliferating),Tumor
1403,1404,Tumor 4,Tumor
1397,1398,Tumor 3,Tumor
1368,1369,Tumor 4,Tumor
725,726,Tumor 6 / DC,Tumor
1283,1284,Tumor 7,Tumor
1255,1256,Tumor 3,Tumor
1443,1444,Tumor 1,Tumor
1301,1302,Tumor 1,Tumor
687,688,Tumor 1,Tumor
657,658,Tumor 1,Tumor
716,717,Tumor 1,Tumor
933,934,Tumor 6 / DC,Tumor
663,664,Tumor 1,Tumor
597,598,Tumor 1,Tumor
563,564,Tumor 1,Tumor
619,620,Tumor 1,Tumor
637,638,Tumor 1,Tumor
2007,2008,Tumor 4,Tumor
1967,1968,Tumor 7,Tumor
1035,1036,Tumor 3,Tumor
1131,1132,Tumor 4,Tumor
1376,1377,Tumor 6 / DC,Tumor
1432,1433,Tumor 3,Tumor
1354,1355,Tumor 3,Tumor
1998,1999,Tumor 4,Tumor
2004,2005,Tumor 4,Tumor
1840,1841,Tumor 4,Tumor
573,574,Tumor 1,Tumor
536,537,Tumor 7,Tumor
327,328,Tumor 4,Tumor
708,709,Tumor 3,Tumor
940,941,Tumor 7,Tumor
871,872,Tumor 3,Tumor
1909,1910,Tumor 3,Tumor
2002,2003,Tumor 4,Tumor
1989,1990,Tumor 1,Tumor
1932,1933,Tumor 6 / DC,Tumor
39,40,Tumor 1,Tumor
496,497,Tumor 6 / DC,Tumor
407,408,Tumor 2 (Ki67 Proliferating),Tumor
458,459,Tumor 6 / DC,Tumor
281,282,Tumor 6 / DC,Tumor
502,503,Tumor 2 (Ki67 Proliferating),Tumor
706,707,Tumor 7,Tumor
499,500,Tumor 7,Tumor
554,555,Tumor 3,Tumor
52,53,Tumor 4,Tumor
233,234,Tumor 2 (Ki67 Proliferating),Tumor
519,520,Tumor 6 / DC,Tumor
416,417,Tumor 6 / DC,Tumor
383,384,Tumor 6 / DC,Tumor
1832,1833,Tumor 3,Tumor
1871,1872,Tumor 3,Tumor
1577,1578,Tumor 6 / DC,Tumor
1048,1049,Tumor 4,Tumor
1141,1142,Tumor 4,Tumor
966,967,Tumor 6 / DC,Tumor
1016,1017,Tumor 6 / DC,Tumor
1058,1059,Tumor 6 / DC,Tumor
992,993,Tumor 6 / DC,Tumor
1061,1062,Tumor 6 / DC,Tumor
1120,1121,Tumor 3,Tumor
1079,1080,Tumor 3,Tumor
762,763,Tumor 6 / DC,Tumor
743,744,Tumor 6 / DC,Tumor
775,776,Tumor 2 (Ki67 Proliferating),Tumor
837,838,Tumor 6 / DC,Tumor
790,791,Tumor 6 / DC,Tumor
1567,1568,Tumor 1,Tumor
1614,1615,Tumor 1,Tumor
898,899,Tumor 4,Tumor
912,913,Tumor 6 / DC,Tumor
1583,1584,Tumor 3,Tumor
1590,1591,Tumor 7,Tumor
1685,1686,Tumor 6 / DC,Tumor
1260,1261,Tumor 7,Tumor
1109,1110,Tumor 6 / DC,Tumor
1156,1157,Tumor 6 / DC,Tumor
1515,1516,Tumor 3,Tumor
1578,1579,Tumor 6 / DC,Tumor
1549,1550,Tumor 6 / DC,Tumor
2008,2009,Tumor 4,Tumor
1716,1717,Tumor 3,Tumor
257,258,Tumor 6 / DC,Tumor
228,229,Tumor 6 / DC,Tumor
6,7,Tumor 4,Tumor
32,33,Tumor 3,Tumor
355,356,Tumor 1,Tumor
149,150,Tumor 1,Tumor
291,292,Tumor 3,Tumor
681,682,Tumor 6 / DC,Tumor
612,613,Tumor 7,Tumor
574,575,Tumor 6 / DC,Tumor
551,552,Tumor 6 / DC,Tumor
580,581,Tumor 3,Tumor
735,736,Tumor 4,Tumor
726,727,Tumor 6 / DC,Tumor
776,777,Tumor 6 / DC,Tumor
722,723,Tumor 7,Tumor
895,896,Tumor 4,Tumor
967,968,Tumor 7,Tumor
1007,1008,Tumor 4,Tumor
875,876,Tumor 3,Tumor
975,976,Tumor 3,Tumor
1876,1877,Tumor 3,Tumor
1896,1897,Tumor 1,Tumor
1937,1938,Tumor 7,Tumor
1957,1958,Tumor 1,Tumor
1879,1880,Tumor 1,Tumor
1895,1896,Tumor 1,Tumor
1778,1779,Tumor 3,Tumor
1764,1765,Tumor 2 (Ki67 Proliferating),Tumor
1792,1793,Tumor 6 / DC,Tumor
1941,1942,Tumor 1,Tumor
1916,1917,Tumor 1,Tumor
1968,1969,Tumor 1,Tumor
1919,1920,Tumor 1,Tumor
1940,1941,Tumor 1,Tumor
1979,1980,Tumor 1,Tumor
1802,1803,Tumor 6 / DC,Tumor
1857,1858,Tumor 2 (Ki67 Proliferating),Tumor
1824,1825,Tumor 2 (Ki67 Proliferating),Tumor
1803,1804,Tumor 1,Tumor
1859,1860,Tumor 6 / DC,Tumor
1822,1823,Tumor 7,Tumor
256,257,Tumor 1,Tumor
263,264,Tumor 6 / DC,Tumor
42,43,Tumor 1,Tumor
340,341,Tumor 1,Tumor
372,373,Tumor 6 / DC,Tumor
330,331,Tumor 1,Tumor
290,291,Tumor 2 (Ki67 Proliferating),Tumor
401,402,Tumor 2 (Ki67 Proliferating),Tumor
444,445,Tumor 1,Tumor
430,431,Tumor 2 (Ki67 Proliferating),Tumor
477,478,Tumor 1,Tumor
1353,1354,Tumor 1,Tumor
712,713,Tumor 6 / DC,Tumor
668,669,Tumor 6 / DC,Tumor
814,815,Tumor 1,Tumor
830,831,Tumor 6 / DC,Tumor
802,803,Tumor 1,Tumor
592,593,Tumor 6 / DC,Tumor
641,642,Tumor 6 / DC,Tumor
300,301,Tumor 4,Tumor
278,279,Tumor 4,Tumor
507,508,Tumor 2 (Ki67 Proliferating),Tumor
529,530,Tumor 2 (Ki67 Proliferating),Tumor
503,504,Tumor 3,Tumor
432,433,Tumor 3,Tumor
461,462,Tumor 6 / DC,Tumor
462,463,Tumor 4,Tumor
698,699,Tumor 1,Tumor
474,475,Tumor 1,Tumor
279,280,Tumor 1,Tumor
1852,1853,Tumor 1,Tumor
1749,1750,Tumor 6 / DC,Tumor
1780,1781,Tumor 1,Tumor
1790,1791,Tumor 2 (Ki67 Proliferating),Tumor
1436,1437,Tumor 1,Tumor
1586,1587,Tumor 3,Tumor
1407,1408,Tumor 1,Tumor
1864,1865,Tumor 4,Tumor
1057,1058,Tumor 6 / DC,Tumor
1023,1024,Tumor 2 (Ki67 Proliferating),Tumor
1053,1054,Tumor 6 / DC,Tumor
1501,1502,Tumor 1,Tumor
1519,1520,Tumor 1,Tumor
954,955,Tumor 2 (Ki67 Proliferating),Tumor
945,946,Tumor 1,Tumor
1017,1018,Tumor 6 / DC,Tumor
998,999,Tumor 3,Tumor
1059,1060,Tumor 6 / DC,Tumor
1054,1055,Tumor 6 / DC,Tumor
1024,1025,Tumor 4,Tumor
1008,1009,Tumor 3,Tumor
972,973,Tumor 2 (Ki67 Proliferating),Tumor
903,904,Tumor 3,Tumor
847,848,Tumor 7,Tumor
932,933,Tumor 7,Tumor
947,948,Tumor 4,Tumor
873,874,Tumor 6 / DC,Tumor
1070,1071,Tumor 7,Tumor
1126,1127,Tumor 1,Tumor
1114,1115,Tumor 1,Tumor
683,684,Tumor 1,Tumor
1357,1358,Tumor 1,Tumor
1307,1308,Tumor 1,Tumor
1370,1371,Tumor 6 / DC,Tumor
943,944,Tumor 7,Tumor
929,930,Tumor 7,Tumor
894,895,Tumor 4,Tumor
738,739,Tumor 4,Tumor
1062,1063,Tumor 1,Tumor
1130,1131,Tumor 4,Tumor
1573,1574,Tumor 1,Tumor
1572,1573,Tumor 1,Tumor
1568,1569,Tumor 7,Tumor
1594,1595,Tumor 7,Tumor
1588,1589,Tumor 7,Tumor
1606,1607,Tumor 7,Tumor
1689,1690,Tumor 4,Tumor
1782,1783,Tumor 7,Tumor
1897,1898,Tumor 6 / DC,Tumor
1322,1323,Tumor 1,Tumor
1373,1374,Tumor 7,Tumor
1239,1240,Tumor 4,Tumor
1279,1280,Tumor 4,Tumor
1216,1217,Tumor 4,Tumor
1335,1336,Tumor 6 / DC,Tumor
1499,1500,Tumor 6 / DC,Tumor
1461,1462,Tumor 7,Tumor
1422,1423,Tumor 3,Tumor
1477,1478,Tumor 3,Tumor
1491,1492,Tumor 3,Tumor
1118,1119,Tumor 4,Tumor
1095,1096,Tumor 3,Tumor
1042,1043,Tumor 7,Tumor
1244,1245,Tumor 3,Tumor
1197,1198,Tumor 4,Tumor
1014,1015,Tumor 4,Tumor
1199,1200,Tumor 4,Tumor
1575,1576,Tumor 6 / DC,Tumor
1760,1761,Tumor 3,Tumor
605,606,Tumor 7,Tumor
347,348,Tumor 6 / DC,Tumor
369,370,Tumor 6 / DC,Tumor
142,143,Tumor 6 / DC,Tumor
153,154,Tumor 6 / DC,Tumor
116,117,Tumor 6 / DC,Tumor
186,187,Tumor 6 / DC,Tumor
28,29,Tumor 3,Tumor
376,377,Tumor 3,Tumor
301,302,Tumor 7,Tumor
364,365,Tumor 6 / DC,Tumor
702,703,Tumor 4,Tumor
688,689,Tumor 3,Tumor
556,557,Tumor 4,Tumor
136,137,Tumor 4,Tumor
315,316,Tumor 4,Tumor
109,110,Tumor 6 / DC,Tumor
100,101,Tumor 1,Tumor
113,114,Tumor 6 / DC,Tumor
550,551,Tumor 7,Tumor
620,621,Tumor 4,Tumor
651,652,Tumor 1,Tumor
289,290,Tumor 6 / DC,Tumor
440,441,Tumor 1,Tumor
410,411,Tumor 7,Tumor
927,928,Tumor 1,Tumor
578,579,Tumor 3,Tumor
543,544,Tumor 4,Tumor
756,757,Tumor 1,Tumor
661,662,Tumor 7,Tumor
686,687,Tumor 3,Tumor
629,630,Tumor 3,Tumor
1164,1165,Tumor 1,Tumor
1257,1258,Tumor 7,Tumor
1066,1067,Tumor 4,Tumor
1028,1029,Tumor 4,Tumor
1132,1133,Tumor 3,Tumor
1201,1202,Tumor 3,Tumor
789,790,Tumor 6 / DC,Tumor
949,950,Tumor 3,Tumor
1892,1893,Tumor 1,Tumor
1911,1912,Tumor 6 / DC,Tumor
1851,1852,Tumor 6 / DC,Tumor
1844,1845,Tumor 7,Tumor
1781,1782,Tumor 6 / DC,Tumor
221,222,Tumor 6 / DC,Tumor
232,233,Tumor 1,Tumor
253,254,Tumor 6 / DC,Tumor
265,266,Tumor 1,Tumor
292,293,Tumor 6 / DC,Tumor
320,321,Tumor 2 (Ki67 Proliferating),Tumor
197,198,Tumor 6 / DC,Tumor
223,224,Tumor 6 / DC,Tumor
235,236,Tumor 1,Tumor
275,276,Tumor 6 / DC,Tumor
