,CELL_ID,CELL_TYPE,CELL_CLASS
961,962,Tumor 3,Tumor
923,924,Tumor 4,Tumor
861,862,Tumor 4,Tumor
501,502,Tumor 7,Tumor
0,1,Tumor 4,Tumor
6,7,Tumor 4,Tumor
2,3,Tumor 3,Tumor
978,979,Tumor 4,Tumor
664,665,Tumor 4,Tumor
753,754,Tumor 5,Tumor
865,866,Tumor 4,Tumor
905,906,Tumor 4,Tumor
1537,1538,Tumor 1,Tumor
829,830,Tumor 4,Tumor
12,13,Tumor 4,Tumor
928,929,Tumor 3,Tumor
1659,1660,Tumor 4,Tumor
1628,1629,Tumor 3,Tumor
484,485,Tumor 7,Tumor
705,706,Tumor 4,Tumor
780,781,Tumor 3,Tumor
750,751,Tumor 1,Tumor
610,611,Tumor 1,Tumor
409,410,Tumor 4,Tumor
222,223,Tumor 7,Tumor
762,763,Tumor 7,Tumor
480,481,Tumor 7,Tumor
1477,1478,Tumor 1,Tumor
1266,1267,Tumor 3,Tumor
1319,1320,Tumor 3,Tumor
1420,1421,Tumor 4,Tumor
1450,1451,Tumor 2 (Ki67 Proliferating),Tumor
1480,1481,Tumor 3,Tumor
1393,1394,Tumor 3,Tumor
1428,1429,Tumor 1,Tumor
1666,1667,Tumor 4,Tumor
1606,1607,Tumor 7,Tumor
18,19,Tumor 4,Tumor
1,2,Tumor 4,Tumor
5,6,Tumor 4,Tumor
23,24,Tumor 6 / DC,Tumor
17,18,Tumor 4,Tumor
20,21,Tumor 3,Tumor
796,797,Tumor 4,Tumor
770,771,Tumor 3,Tumor
720,721,Tumor 4,Tumor
761,762,Tumor 4,Tumor
1022,1023,Tumor 3,Tumor
634,635,Tumor 3,Tumor
880,881,Tumor 5,Tumor
903,904,Tumor 3,Tumor
809,810,Tumor 3,Tumor
807,808,Tumor 4,Tumor
989,990,Tumor 3,Tumor
990,991,Tumor 3,Tumor
1658,1659,Tumor 4,Tumor
1665,1666,Tumor 4,Tumor
1419,1420,Tumor 4,Tumor
1458,1459,Tumor 4,Tumor
1413,1414,Tumor 4,Tumor
1430,1431,Tumor 3,Tumor
1465,1466,Tumor 3,Tumor
1634,1635,Tumor 4,Tumor
1528,1529,Tumor 4,Tumor
1496,1497,Tumor 4,Tumor
546,547,Tumor 1,Tumor
535,536,Tumor 1,Tumor
431,432,Tumor 4,Tumor
436,437,Tumor 7,Tumor
416,417,Tumor 4,Tumor
470,471,Tumor 7,Tumor
418,419,Tumor 6 / DC,Tumor
710,711,Tumor 7,Tumor
714,715,Tumor 4,Tumor
440,441,Tumor 7,Tumor
430,431,Tumor 4,Tumor
486,487,Tumor 7,Tumor
520,521,Tumor 1,Tumor
257,258,Tumor 1,Tumor
153,154,Tumor 4,Tumor
260,261,Tumor 7,Tumor
265,266,Tumor 1,Tumor
637,638,Tumor 1,Tumor
633,634,Tumor 7,Tumor
530,531,Tumor 7,Tumor
519,520,Tumor 7,Tumor
1656,1657,Tumor 3,Tumor
1374,1375,Tumor 4,Tumor
1358,1359,Tumor 3,Tumor
1333,1334,Tumor 4,Tumor
1317,1318,Tumor 3,Tumor
1301,1302,Tumor 3,Tumor
1243,1244,Tumor 3,Tumor
987,988,Tumor 3,Tumor
1500,1501,Tumor 3,Tumor
1525,1526,Tumor 1,Tumor
1467,1468,Tumor 3,Tumor
1346,1347,Tumor 3,Tumor
1394,1395,Tumor 3,Tumor
1360,1361,Tumor 3,Tumor
1504,1505,Tumor 1,Tumor
1521,1522,Tumor 1,Tumor
1621,1622,Tumor 7,Tumor
1549,1550,Tumor 7,Tumor
1572,1573,Tumor 3,Tumor
1554,1555,Tumor 1,Tumor
1520,1521,Tumor 7,Tumor
1514,1515,Tumor 4,Tumor
1501,1502,Tumor 4,Tumor
1668,1669,Tumor 4,Tumor
92,93,Tumor 4,Tumor
200,201,Tumor 3,Tumor
201,202,Tumor 4,Tumor
46,47,Tumor 4,Tumor
38,39,Tumor 7,Tumor
39,40,Tumor 7,Tumor
97,98,Tumor 4,Tumor
9,10,Tumor 3,Tumor
26,27,Tumor 4,Tumor
25,26,Tumor 3,Tumor
43,44,Tumor 4,Tumor
74,75,Tumor 4,Tumor
67,68,Tumor 1,Tumor
134,135,Tumor 4,Tumor
61,62,Tumor 4,Tumor
700,701,Tumor 3,Tumor
699,700,Tumor 1,Tumor
724,725,Tumor 3,Tumor
864,865,Tumor 3,Tumor
679,680,Tumor 1,Tumor
560,561,Tumor 4,Tumor
689,690,Tumor 4,Tumor
677,678,Tumor 4,Tumor
631,632,Tumor 4,Tumor
621,622,Tumor 4,Tumor
577,578,Tumor 4,Tumor
956,957,Tumor 3,Tumor
1019,1020,Tumor 4,Tumor
1071,1072,Tumor 4,Tumor
1106,1107,Tumor 4,Tumor
