,CELL_ID,CELL_TYPE,CELL_CLASS
1456,1457,Tumor 4,Tumor
1621,1622,Tumor 4,Tumor
1572,1573,Tumor 4,Tumor
1554,1555,Tumor 4,Tumor
1589,1590,Tumor 3,Tumor
1602,1603,Tumor 3,Tumor
1653,1654,Tumor 4,Tumor
1620,1621,Tumor 3,Tumor
1480,1481,Tumor 1,Tumor
209,210,Tumor 1,Tumor
27,28,Tumor 4,Tumor
58,59,Tumor 4,Tumor
97,98,Tumor 1,Tumor
1587,1588,Tumor 1,Tumor
1484,1485,Tumor 7,Tumor
1523,1524,Tumor 3,Tumor
740,741,Tumor 1,Tumor
766,767,Tumor 6 / DC,Tumor
783,784,Tumor 6 / DC,Tumor
808,809,Tumor 6 / DC,Tumor
180,181,Tumor 7,Tumor
528,529,Tumor 1,Tumor
455,456,Tumor 4,Tumor
428,429,Tumor 1,Tumor
462,463,Tumor 1,Tumor
505,506,Tumor 4,Tumor
112,113,Tumor 1,Tumor
122,123,Tumor 3,Tumor
83,84,Tumor 2 (Ki67 Proliferating),Tumor
57,58,Tumor 4,Tumor
49,50,Tumor 4,Tumor
110,111,Tumor 1,Tumor
970,971,Tumor 2 (Ki67 Proliferating),Tumor
1736,1737,Tumor 1,Tumor
1674,1675,Tumor 4,Tumor
1504,1505,Tumor 4,Tumor
1478,1479,Tumor 3,Tumor
1637,1638,Tumor 3,Tumor
1607,1608,Tumor 4,Tumor
1647,1648,Tumor 3,Tumor
1066,1067,Tumor 3,Tumor
1013,1014,Tumor 3,Tumor
1046,1047,Tumor 3,Tumor
1094,1095,Tumor 3,Tumor
13,14,Tumor 4,Tumor
65,66,Tumor 3,Tumor
34,35,Tumor 4,Tumor
875,876,Tumor 3,Tumor
929,930,Tumor 3,Tumor
844,845,Tumor 4,Tumor
629,630,Tumor 4,Tumor
580,581,Tumor 2 (Ki67 Proliferating),Tumor
680,681,Tumor 4,Tumor
660,661,Tumor 4,Tumor
687,688,Tumor 3,Tumor
395,396,Tumor 4,Tumor
790,791,Tumor 7,Tumor
751,752,Tumor 1,Tumor
788,789,Tumor 1,Tumor
798,799,Tumor 7,Tumor
1194,1195,Tumor 4,Tumor
208,209,Tumor 4,Tumor
123,124,Tumor 3,Tumor
143,144,Tumor 2 (Ki67 Proliferating),Tumor
121,122,Tumor 4,Tumor
1409,1410,Tumor 1,Tumor
1382,1383,Tumor 4,Tumor
1411,1412,Tumor 4,Tumor
1423,1424,Tumor 4,Tumor
555,556,Tumor 3,Tumor
410,411,Tumor 4,Tumor
352,353,Tumor 4,Tumor
375,376,Tumor 3,Tumor
350,351,Tumor 4,Tumor
1669,1670,Tumor 4,Tumor
1562,1563,Tumor 4,Tumor
1509,1510,Tumor 4,Tumor
1494,1495,Tumor 7,Tumor
1521,1522,Tumor 1,Tumor
1500,1501,Tumor 4,Tumor
1505,1506,Tumor 7,Tumor
1578,1579,Tumor 4,Tumor
1570,1571,Tumor 4,Tumor
1664,1665,Tumor 3,Tumor
1726,1727,Tumor 4,Tumor
1146,1147,Tumor 2 (Ki67 Proliferating),Tumor
1079,1080,Tumor 2 (Ki67 Proliferating),Tumor
1107,1108,Tumor 3,Tumor
1159,1160,Tumor 2 (Ki67 Proliferating),Tumor
1474,1475,Tumor 7,Tumor
1519,1520,Tumor 3,Tumor
1498,1499,Tumor 2 (Ki67 Proliferating),Tumor
1420,1421,Tumor 4,Tumor
45,46,Tumor 4,Tumor
70,71,Tumor 2 (Ki67 Proliferating),Tumor
800,801,Tumor 7,Tumor
984,985,Tumor 3,Tumor
1235,1236,Tumor 2 (Ki67 Proliferating),Tumor
943,944,Tumor 4,Tumor
977,978,Tumor 3,Tumor
901,902,Tumor 4,Tumor
888,889,Tumor 1,Tumor
895,896,Tumor 1,Tumor
864,865,Tumor 3,Tumor
817,818,Tumor 6 / DC,Tumor
446,447,Tumor 7,Tumor
377,378,Tumor 1,Tumor
190,191,Tumor 1,Tumor
231,232,Tumor 1,Tumor
264,265,Tumor 4,Tumor
474,475,Tumor 1,Tumor
461,462,Tumor 1,Tumor
464,465,Tumor 1,Tumor
427,428,Tumor 1,Tumor
611,612,Tumor 1,Tumor
669,670,Tumor 1,Tumor
704,705,Tumor 1,Tumor
708,709,Tumor 4,Tumor
1131,1132,Tumor 2 (Ki67 Proliferating),Tumor
1150,1151,Tumor 2 (Ki67 Proliferating),Tumor
1112,1113,Tumor 3,Tumor
1196,1197,Tumor 3,Tumor
1104,1105,Tumor 6 / DC,Tumor
1173,1174,Tumor 1,Tumor
1083,1084,Tumor 7,Tumor
1070,1071,Tumor 2 (Ki67 Proliferating),Tumor
