,CELL_ID,CELL_TYPE,CELL_CLASS
26,27,Tumor 4,Tumor
367,368,Tumor 7,Tumor
2186,2187,Tumor 1,Tumor
2088,2089,Tumor 4,Tumor
355,356,Tumor 7,Tumor
407,408,Tumor 4,Tumor
116,117,Tumor 1,Tumor
264,265,Tumor 4,Tumor
2180,2181,Tumor 4,Tumor
2131,2132,Tumor 4,Tumor
1418,1419,Tumor 4,Tumor
1007,1008,Tumor 4,Tumor
758,759,Tumor 7,Tumor
727,728,Tumor 3,Tumor
157,158,Tumor 4,Tumor
1369,1370,Tumor 4,Tumor
2159,2160,Tumor 7,Tumor
2174,2175,Tumor 3,Tumor
2193,2194,Tumor 3,Tumor
2188,2189,Tumor 4,Tumor
2192,2193,Tumor 4,Tumor
2189,2190,Tumor 4,Tumor
2017,2018,Tumor 4,Tumor
2109,2110,Tumor 4,Tumor
2132,2133,Tumor 4,Tumor
2134,2135,Tumor 4,Tumor
1568,1569,Tumor 1,Tumor
1749,1750,Tumor 1,Tumor
1720,1721,Tumor 1,Tumor
365,366,Tumor 6 / DC,Tumor
426,427,Tumor 4,Tumor
321,322,Tumor 4,Tumor
364,365,Tumor 4,Tumor
272,273,Tumor 4,Tumor
923,924,Tumor 6 / DC,Tumor
813,814,Tumor 7,Tumor
812,813,Tumor 1,Tumor
774,775,Tumor 4,Tumor
610,611,Tumor 4,Tumor
635,636,Tumor 4,Tumor
692,693,Tumor 2 (Ki67 Proliferating),Tumor
798,799,Tumor 4,Tumor
705,706,Tumor 3,Tumor
523,524,Tumor 4,Tumor
498,499,Tumor 4,Tumor
447,448,Tumor 3,Tumor
1595,1596,Tumor 4,Tumor
1294,1295,Tumor 4,Tumor
2144,2145,Tumor 3,Tumor
2184,2185,Tumor 4,Tumor
1688,1689,Tumor 4,Tumor
1210,1211,Tumor 4,Tumor
1403,1404,Tumor 4,Tumor
1211,1212,Tumor 4,Tumor
23,24,Tumor 3,Tumor
9,10,Tumor 3,Tumor
107,108,Tumor 4,Tumor
160,161,Tumor 3,Tumor
195,196,Tumor 3,Tumor
197,198,Tumor 3,Tumor
172,173,Tumor 3,Tumor
739,740,Tumor 3,Tumor
983,984,Tumor 1,Tumor
839,840,Tumor 1,Tumor
888,889,Tumor 4,Tumor
903,904,Tumor 1,Tumor
928,929,Tumor 4,Tumor
1028,1029,Tumor 5,Tumor
974,975,Tumor 1,Tumor
1442,1443,Tumor 1,Tumor
814,815,Tumor 4,Tumor
1363,1364,Tumor 4,Tumor
1354,1355,Tumor 4,Tumor
1231,1232,Tumor 7,Tumor
1225,1226,Tumor 7,Tumor
803,804,Tumor 3,Tumor
857,858,Tumor 7,Tumor
876,877,Tumor 7,Tumor
810,811,Tumor 3,Tumor
732,733,Tumor 7,Tumor
736,737,Tumor 3,Tumor
232,233,Tumor 4,Tumor
887,888,Tumor 4,Tumor
831,832,Tumor 4,Tumor
2133,2134,Tumor 1,Tumor
2010,2011,Tumor 4,Tumor
2169,2170,Tumor 7,Tumor
2163,2164,Tumor 7,Tumor
2176,2177,Tumor 7,Tumor
