,CELL_ID,CELL_TYPE,CELL_CLASS
628,629,Tumor 2 (Ki67 Proliferating),Tumor
654,655,Tumor 2 (Ki67 Proliferating),Tumor
710,711,Tumor 3,Tumor
298,299,Tumor 4,Tumor
425,426,Tumor 3,Tumor
388,389,Tumor 4,Tumor
385,386,Tumor 4,Tumor
514,515,Tumor 3,Tumor
513,514,Tumor 3,Tumor
420,421,Tumor 3,Tumor
489,490,Tumor 3,Tumor
387,388,Tumor 7,Tumor
463,464,Tumor 1,Tumor
484,485,Tumor 7,Tumor
445,446,Tumor 1,Tumor
447,448,Tumor 1,Tumor
163,164,Tumor 1,Tumor
181,182,Tumor 7,Tumor
688,689,Tumor 7,Tumor
649,650,Tumor 7,Tumor
517,518,Tumor 6 / DC,Tumor
541,542,Tumor 4,Tumor
441,442,Tumor 7,Tumor
496,497,Tumor 7,Tumor
250,251,Tumor 4,Tumor
279,280,Tumor 4,Tumor
465,466,Tumor 4,Tumor
1297,1298,Tumor 3,Tumor
1385,1386,Tumor 4,Tumor
1389,1390,Tumor 4,Tumor
1372,1373,Tumor 6 / DC,Tumor
1384,1385,Tumor 6 / DC,Tumor
1388,1389,Tumor 3,Tumor
1391,1392,Tumor 4,Tumor
1265,1266,Tumor 6 / DC,Tumor
1244,1245,Tumor 1,Tumor
1262,1263,Tumor 7,Tumor
1323,1324,Tumor 7,Tumor
1325,1326,Tumor 7,Tumor
1294,1295,Tumor 7,Tumor
1369,1370,Tumor 2 (Ki67 Proliferating),Tumor
1368,1369,Tumor 2 (Ki67 Proliferating),Tumor
1344,1345,Tumor 2 (Ki67 Proliferating),Tumor
1361,1362,Tumor 4,Tumor
1383,1384,Tumor 4,Tumor
1392,1393,Tumor 4,Tumor
1299,1300,Tumor 7,Tumor
1352,1353,Tumor 1,Tumor
1283,1284,Tumor 7,Tumor
1280,1281,Tumor 4,Tumor
1138,1139,Tumor 4,Tumor
453,454,Tumor 7,Tumor
454,455,Tumor 3,Tumor
431,432,Tumor 1,Tumor
504,505,Tumor 7,Tumor
534,535,Tumor 7,Tumor
471,472,Tumor 1,Tumor
499,500,Tumor 1,Tumor
506,507,Tumor 6 / DC,Tumor
526,527,Tumor 4,Tumor
502,503,Tumor 7,Tumor
477,478,Tumor 3,Tumor
483,484,Tumor 6 / DC,Tumor
179,180,Tumor 7,Tumor
82,83,Tumor 4,Tumor
66,67,Tumor 4,Tumor
147,148,Tumor 4,Tumor
415,416,Tumor 7,Tumor
236,237,Tumor 2 (Ki67 Proliferating),Tumor
249,250,Tumor 7,Tumor
357,358,Tumor 2 (Ki67 Proliferating),Tumor
339,340,Tumor 2 (Ki67 Proliferating),Tumor
352,353,Tumor 2 (Ki67 Proliferating),Tumor
351,352,Tumor 7,Tumor
336,337,Tumor 2 (Ki67 Proliferating),Tumor
316,317,Tumor 2 (Ki67 Proliferating),Tumor
667,668,Tumor 3,Tumor
63,64,Tumor 4,Tumor
57,58,Tumor 4,Tumor
91,92,Tumor 4,Tumor
226,227,Tumor 4,Tumor
497,498,Tumor 2 (Ki67 Proliferating),Tumor
510,511,Tumor 7,Tumor
993,994,Tumor 3,Tumor
1090,1091,Tumor 3,Tumor
1028,1029,Tumor 2 (Ki67 Proliferating),Tumor
972,973,Tumor 3,Tumor
1378,1379,Tumor 4,Tumor
556,557,Tumor 3,Tumor
549,550,Tumor 2 (Ki67 Proliferating),Tumor
533,534,Tumor 2 (Ki67 Proliferating),Tumor
