,CELL_ID,CELL_TYPE,CELL_CLASS
1463,1464,Tumor 1,Tumor
761,762,Tumor 4,Tumor
1533,1534,Tumor 4,Tumor
1866,1867,Tumor 6 / DC,Tumor
1452,1453,Tumor 1,Tumor
530,531,Tumor 4,Tumor
513,514,Tumor 4,Tumor
10,11,Tumor 4,Tumor
1824,1825,Tumor 4,Tumor
1885,1886,Tumor 4,Tumor
1849,1850,Tumor 4,Tumor
1847,1848,Tumor 4,Tumor
1836,1837,Tumor 4,Tumor
504,505,Tumor 4,Tumor
807,808,Tumor 1,Tumor
526,527,Tumor 3,Tumor
511,512,Tumor 2 (Ki67 Proliferating),Tumor
11,12,Tumor 4,Tumor
1915,1916,Tumor 4,Tumor
1899,1900,Tumor 2 (Ki67 Proliferating),Tumor
1034,1035,Tumor 1,Tumor
1193,1194,Tumor 1,Tumor
1676,1677,Tumor 6 / DC,Tumor
1626,1627,Tumor 7,Tumor
1666,1667,Tumor 6 / DC,Tumor
1347,1348,Tumor 6 / DC,Tumor
54,55,Tumor 4,Tumor
410,411,Tumor 4,Tumor
955,956,Tumor 7,Tumor
835,836,Tumor 1,Tumor
887,888,Tumor 1,Tumor
953,954,Tumor 1,Tumor
924,925,Tumor 1,Tumor
866,867,Tumor 1,Tumor
858,859,Tumor 1,Tumor
839,840,Tumor 1,Tumor
524,525,Tumor 3,Tumor
595,596,Tumor 3,Tumor
576,577,Tumor 3,Tumor
590,591,Tumor 2 (Ki67 Proliferating),Tumor
22,23,Tumor 3,Tumor
124,125,Tumor 6 / DC,Tumor
594,595,Tumor 2 (Ki67 Proliferating),Tumor
647,648,Tumor 2 (Ki67 Proliferating),Tumor
533,534,Tumor 7,Tumor
512,513,Tumor 3,Tumor
527,528,Tumor 7,Tumor
487,488,Tumor 3,Tumor
499,500,Tumor 3,Tumor
503,504,Tumor 7,Tumor
481,482,Tumor 7,Tumor
489,490,Tumor 2 (Ki67 Proliferating),Tumor
515,516,Tumor 7,Tumor
484,485,Tumor 7,Tumor
502,503,Tumor 7,Tumor
336,337,Tumor 6 / DC,Tumor
562,563,Tumor 3,Tumor
574,575,Tumor 3,Tumor
542,543,Tumor 3,Tumor
570,571,Tumor 3,Tumor
555,556,Tumor 3,Tumor
569,570,Tumor 3,Tumor
546,547,Tumor 2 (Ki67 Proliferating),Tumor
416,417,Tumor 3,Tumor
424,425,Tumor 6 / DC,Tumor
383,384,Tumor 6 / DC,Tumor
396,397,Tumor 2 (Ki67 Proliferating),Tumor
452,453,Tumor 2 (Ki67 Proliferating),Tumor
439,440,Tumor 3,Tumor
520,521,Tumor 3,Tumor
465,466,Tumor 2 (Ki67 Proliferating),Tumor
461,462,Tumor 3,Tumor
458,459,Tumor 7,Tumor
1857,1858,Tumor 2 (Ki67 Proliferating),Tumor
1840,1841,Tumor 2 (Ki67 Proliferating),Tumor
1911,1912,Tumor 6 / DC,Tumor
1736,1737,Tumor 2 (Ki67 Proliferating),Tumor
1697,1698,Tumor 2 (Ki67 Proliferating),Tumor
1122,1123,Tumor 2 (Ki67 Proliferating),Tumor
1351,1352,Tumor 4,Tumor
1623,1624,Tumor 2 (Ki67 Proliferating),Tumor
1594,1595,Tumor 1,Tumor
1587,1588,Tumor 3,Tumor
1491,1492,Tumor 7,Tumor
1607,1608,Tumor 7,Tumor
1378,1379,Tumor 1,Tumor
1224,1225,Tumor 2 (Ki67 Proliferating),Tumor
1178,1179,Tumor 1,Tumor
998,999,Tumor 3,Tumor
1314,1315,Tumor 4,Tumor
1098,1099,Tumor 7,Tumor
1053,1054,Tumor 1,Tumor
1334,1335,Tumor 1,Tumor
1259,1260,Tumor 6 / DC,Tumor
1221,1222,Tumor 1,Tumor
1240,1241,Tumor 7,Tumor
1255,1256,Tumor 4,Tumor
1199,1200,Tumor 1,Tumor
1753,1754,Tumor 2 (Ki67 Proliferating),Tumor
1792,1793,Tumor 6 / DC,Tumor
1880,1881,Tumor 7,Tumor
1894,1895,Tumor 4,Tumor
1844,1845,Tumor 2 (Ki67 Proliferating),Tumor
1818,1819,Tumor 4,Tumor
1826,1827,Tumor 3,Tumor
1864,1865,Tumor 2 (Ki67 Proliferating),Tumor
1261,1262,Tumor 7,Tumor
5,6,Tumor 4,Tumor
17,18,Tumor 4,Tumor
186,187,Tumor 2 (Ki67 Proliferating),Tumor
451,452,Tumor 4,Tumor
917,918,Tumor 4,Tumor
904,905,Tumor 1,Tumor
954,955,Tumor 4,Tumor
1144,1145,Tumor 1,Tumor
995,996,Tumor 1,Tumor
1010,1011,Tumor 1,Tumor
987,988,Tumor 1,Tumor
977,978,Tumor 1,Tumor
958,959,Tumor 1,Tumor
19,20,Tumor 7,Tumor
7,8,Tumor 3,Tumor
197,198,Tumor 3,Tumor
232,233,Tumor 6 / DC,Tumor
8,9,Tumor 3,Tumor
609,610,Tumor 4,Tumor
658,659,Tumor 1,Tumor
710,711,Tumor 6 / DC,Tumor
678,679,Tumor 7,Tumor
643,644,Tumor 6 / DC,Tumor
619,620,Tumor 6 / DC,Tumor
636,637,Tumor 3,Tumor
657,658,Tumor 2 (Ki67 Proliferating),Tumor
292,293,Tumor 3,Tumor
244,245,Tumor 4,Tumor
130,131,Tumor 6 / DC,Tumor
801,802,Tumor 4,Tumor
626,627,Tumor 6 / DC,Tumor
721,722,Tumor 6 / DC,Tumor
702,703,Tumor 2 (Ki67 Proliferating),Tumor
869,870,Tumor 4,Tumor
879,880,Tumor 4,Tumor
729,730,Tumor 3,Tumor
738,739,Tumor 7,Tumor
739,740,Tumor 3,Tumor
719,720,Tumor 3,Tumor
730,731,Tumor 3,Tumor
475,476,Tumor 7,Tumor
448,449,Tumor 3,Tumor
510,511,Tumor 3,Tumor
508,509,Tumor 3,Tumor
580,581,Tumor 2 (Ki67 Proliferating),Tumor
572,573,Tumor 7,Tumor
476,477,Tumor 2 (Ki67 Proliferating),Tumor
469,470,Tumor 2 (Ki67 Proliferating),Tumor
490,491,Tumor 3,Tumor
584,585,Tumor 3,Tumor
564,565,Tumor 3,Tumor
541,542,Tumor 4,Tumor
532,533,Tumor 3,Tumor
498,499,Tumor 3,Tumor
516,517,Tumor 3,Tumor
551,552,Tumor 2 (Ki67 Proliferating),Tumor
578,579,Tumor 7,Tumor
557,558,Tumor 3,Tumor
463,464,Tumor 2 (Ki67 Proliferating),Tumor
457,458,Tumor 2 (Ki67 Proliferating),Tumor
455,456,Tumor 2 (Ki67 Proliferating),Tumor
442,443,Tumor 3,Tumor
419,420,Tumor 3,Tumor
431,432,Tumor 2 (Ki67 Proliferating),Tumor
363,364,Tumor 6 / DC,Tumor
387,388,Tumor 3,Tumor
427,428,Tumor 2 (Ki67 Proliferating),Tumor
449,450,Tumor 2 (Ki67 Proliferating),Tumor
339,340,Tumor 4,Tumor
479,480,Tumor 7,Tumor
1833,1834,Tumor 7,Tumor
1918,1919,Tumor 4,Tumor
1890,1891,Tumor 2 (Ki67 Proliferating),Tumor
1909,1910,Tumor 3,Tumor
1907,1908,Tumor 4,Tumor
1868,1869,Tumor 4,Tumor
1889,1890,Tumor 7,Tumor
1910,1911,Tumor 4,Tumor
1897,1898,Tumor 4,Tumor
1683,1684,Tumor 2 (Ki67 Proliferating),Tumor
1716,1717,Tumor 3,Tumor
1640,1641,Tumor 2 (Ki67 Proliferating),Tumor
1612,1613,Tumor 3,Tumor
1582,1583,Tumor 2 (Ki67 Proliferating),Tumor
1069,1070,Tumor 1,Tumor
1044,1045,Tumor 1,Tumor
1135,1136,Tumor 1,Tumor
1101,1102,Tumor 4,Tumor
1269,1270,Tumor 6 / DC,Tumor
1497,1498,Tumor 1,Tumor
1496,1497,Tumor 2 (Ki67 Proliferating),Tumor
1615,1616,Tumor 2 (Ki67 Proliferating),Tumor
1542,1543,Tumor 2 (Ki67 Proliferating),Tumor
1579,1580,Tumor 7,Tumor
1556,1557,Tumor 7,Tumor
1526,1527,Tumor 7,Tumor
1563,1564,Tumor 2 (Ki67 Proliferating),Tumor
1500,1501,Tumor 1,Tumor
1294,1295,Tumor 6 / DC,Tumor
1307,1308,Tumor 7,Tumor
1282,1283,Tumor 6 / DC,Tumor
1322,1323,Tumor 1,Tumor
1189,1190,Tumor 1,Tumor
1220,1221,Tumor 1,Tumor
1342,1343,Tumor 7,Tumor
1348,1349,Tumor 1,Tumor
1400,1401,Tumor 1,Tumor
1368,1369,Tumor 7,Tumor
1449,1450,Tumor 1,Tumor
1422,1423,Tumor 2 (Ki67 Proliferating),Tumor
1395,1396,Tumor 1,Tumor
819,820,Tumor 1,Tumor
1146,1147,Tumor 3,Tumor
1132,1133,Tumor 7,Tumor
1090,1091,Tumor 7,Tumor
1149,1150,Tumor 3,Tumor
1180,1181,Tumor 3,Tumor
1196,1197,Tumor 1,Tumor
1711,1712,Tumor 4,Tumor
1682,1683,Tumor 2 (Ki67 Proliferating),Tumor
1687,1688,Tumor 2 (Ki67 Proliferating),Tumor
1704,1705,Tumor 3,Tumor
1662,1663,Tumor 3,Tumor
1785,1786,Tumor 6 / DC,Tumor
1819,1820,Tumor 4,Tumor
1812,1813,Tumor 4,Tumor
1777,1778,Tumor 2 (Ki67 Proliferating),Tumor
1758,1759,Tumor 3,Tumor
1791,1792,Tumor 2 (Ki67 Proliferating),Tumor
1893,1894,Tumor 3,Tumor
1917,1918,Tumor 4,Tumor
1908,1909,Tumor 6 / DC,Tumor
1846,1847,Tumor 3,Tumor
1870,1871,Tumor 2 (Ki67 Proliferating),Tumor
1531,1532,Tumor 6 / DC,Tumor
1657,1658,Tumor 1,Tumor
1690,1691,Tumor 7,Tumor
1807,1808,Tumor 6 / DC,Tumor
1672,1673,Tumor 2 (Ki67 Proliferating),Tumor
1708,1709,Tumor 3,Tumor
1734,1735,Tumor 2 (Ki67 Proliferating),Tumor
1789,1790,Tumor 2 (Ki67 Proliferating),Tumor
1835,1836,Tumor 2 (Ki67 Proliferating),Tumor
1809,1810,Tumor 3,Tumor
1755,1756,Tumor 4,Tumor
1211,1212,Tumor 7,Tumor
1290,1291,Tumor 1,Tumor
1457,1458,Tumor 6 / DC,Tumor
112,113,Tumor 4,Tumor
18,19,Tumor 7,Tumor
969,970,Tumor 7,Tumor
1088,1089,Tumor 7,Tumor
