,CELL_ID,CELL_TYPE,CELL_CLASS
2157,2158,Tumor 2 (Ki67 Proliferating),Tumor
2180,2181,Tumor 7,Tumor
770,771,Tumor 2 (Ki67 Proliferating),Tumor
1184,1185,Tumor 7,Tumor
279,280,Tumor 7,Tumor
286,287,Tumor 7,Tumor
300,301,Tumor 7,Tumor
262,263,Tumor 1,Tumor
453,454,Tumor 7,Tumor
542,543,Tumor 7,Tumor
1896,1897,Tumor 4,Tumor
570,571,Tumor 1,Tumor
2023,2024,Tumor 2 (Ki67 Proliferating),Tumor
2222,2223,Tumor 1,Tumor
743,744,Tumor 4,Tumor
1642,1643,Tumor 3,Tumor
1214,1215,Tumor 2 (Ki67 Proliferating),Tumor
1171,1172,Tumor 3,Tumor
1112,1113,Tumor 2 (Ki67 Proliferating),Tumor
29,30,Tumor 4,Tumor
14,15,Tumor 1,Tumor
819,820,Tumor 2 (Ki67 Proliferating),Tumor
1142,1143,Tumor 1,Tumor
459,460,Tumor 4,Tumor
423,424,Tumor 7,Tumor
406,407,Tumor 7,Tumor
428,429,Tumor 7,Tumor
465,466,Tumor 2 (Ki67 Proliferating),Tumor
440,441,Tumor 3,Tumor
961,962,Tumor 4,Tumor
499,500,Tumor 1,Tumor
479,480,Tumor 1,Tumor
496,497,Tumor 1,Tumor
523,524,Tumor 1,Tumor
510,511,Tumor 1,Tumor
2228,2229,Tumor 3,Tumor
1478,1479,Tumor 3,Tumor
1501,1502,Tumor 3,Tumor
964,965,Tumor 7,Tumor
927,928,Tumor 7,Tumor
932,933,Tumor 3,Tumor
2128,2129,Tumor 7,Tumor
1894,1895,Tumor 1,Tumor
1950,1951,Tumor 7,Tumor
1921,1922,Tumor 1,Tumor
1916,1917,Tumor 7,Tumor
1989,1990,Tumor 7,Tumor
758,759,Tumor 4,Tumor
762,763,Tumor 4,Tumor
940,941,Tumor 2 (Ki67 Proliferating),Tumor
950,951,Tumor 2 (Ki67 Proliferating),Tumor
706,707,Tumor 1,Tumor
872,873,Tumor 2 (Ki67 Proliferating),Tumor
916,917,Tumor 2 (Ki67 Proliferating),Tumor
724,725,Tumor 7,Tumor
719,720,Tumor 7,Tumor
701,702,Tumor 1,Tumor
1135,1136,Tumor 4,Tumor
896,897,Tumor 6 / DC,Tumor
864,865,Tumor 4,Tumor
774,775,Tumor 7,Tumor
853,854,Tumor 6 / DC,Tumor
733,734,Tumor 2 (Ki67 Proliferating),Tumor
951,952,Tumor 3,Tumor
1265,1266,Tumor 7,Tumor
1458,1459,Tumor 2 (Ki67 Proliferating),Tumor
1653,1654,Tumor 1,Tumor
1708,1709,Tumor 2 (Ki67 Proliferating),Tumor
1235,1236,Tumor 2 (Ki67 Proliferating),Tumor
1587,1588,Tumor 3,Tumor
1103,1104,Tumor 6 / DC,Tumor
1176,1177,Tumor 2 (Ki67 Proliferating),Tumor
1138,1139,Tumor 6 / DC,Tumor
1118,1119,Tumor 2 (Ki67 Proliferating),Tumor
1070,1071,Tumor 2 (Ki67 Proliferating),Tumor
1035,1036,Tumor 3,Tumor
1899,1900,Tumor 3,Tumor
1863,1864,Tumor 3,Tumor
1820,1821,Tumor 3,Tumor
1852,1853,Tumor 3,Tumor
1870,1871,Tumor 3,Tumor
1678,1679,Tumor 3,Tumor
1718,1719,Tumor 2 (Ki67 Proliferating),Tumor
1064,1065,Tumor 6 / DC,Tumor
1000,1001,Tumor 1,Tumor
1127,1128,Tumor 4,Tumor
1119,1120,Tumor 7,Tumor
985,986,Tumor 4,Tumor
450,451,Tumor 1,Tumor
