,CELL_ID,CELL_TYPE,CELL_CLASS
634,635,Tumor 3,Tumor
48,49,Tumor 4,Tumor
21,22,Tumor 4,Tumor
51,52,Tumor 2 (Ki67 Proliferating),Tumor
815,816,Tumor 4,Tumor
832,833,Tumor 4,Tumor
770,771,Tumor 1,Tumor
6,7,Tumor 4,Tumor
9,10,Tumor 4,Tumor
4,5,Tumor 4,Tumor
10,11,Tumor 2 (Ki67 Proliferating),Tumor
22,23,Tumor 4,Tumor
298,299,Tumor 4,Tumor
342,343,Tumor 1,Tumor
50,51,Tumor 4,Tumor
71,72,Tumor 4,Tumor
59,60,Tumor 3,Tumor
32,33,Tumor 4,Tumor
154,155,Tumor 4,Tumor
401,402,Tumor 4,Tumor
328,329,Tumor 2 (Ki67 Proliferating),Tumor
421,422,Tumor 3,Tumor
821,822,Tumor 4,Tumor
705,706,Tumor 3,Tumor
775,776,Tumor 4,Tumor
758,759,Tumor 4,Tumor
735,736,Tumor 4,Tumor
2316,2317,Tumor 2 (Ki67 Proliferating),Tumor
2327,2328,Tumor 2 (Ki67 Proliferating),Tumor
2334,2335,Tumor 1,Tumor
2240,2241,Tumor 4,Tumor
1050,1051,Tumor 4,Tumor
1554,1555,Tumor 1,Tumor
1588,1589,Tumor 1,Tumor
1514,1515,Tumor 1,Tumor
637,638,Tumor 1,Tumor
612,613,Tumor 1,Tumor
671,672,Tumor 2 (Ki67 Proliferating),Tumor
702,703,Tumor 2 (Ki67 Proliferating),Tumor
716,717,Tumor 4,Tumor
381,382,Tumor 1,Tumor
549,550,Tumor 4,Tumor
814,815,Tumor 2 (Ki67 Proliferating),Tumor
776,777,Tumor 2 (Ki67 Proliferating),Tumor
743,744,Tumor 1,Tumor
890,891,Tumor 3,Tumor
848,849,Tumor 2 (Ki67 Proliferating),Tumor
2,3,Tumor 4,Tumor
5,6,Tumor 4,Tumor
475,476,Tumor 1,Tumor
84,85,Tumor 4,Tumor
1,2,Tumor 4,Tumor
108,109,Tumor 4,Tumor
139,140,Tumor 2 (Ki67 Proliferating),Tumor
172,173,Tumor 4,Tumor
60,61,Tumor 2 (Ki67 Proliferating),Tumor
44,45,Tumor 1,Tumor
40,41,Tumor 4,Tumor
90,91,Tumor 2 (Ki67 Proliferating),Tumor
1513,1514,Tumor 1,Tumor
708,709,Tumor 2 (Ki67 Proliferating),Tumor
625,626,Tumor 4,Tumor
173,174,Tumor 2 (Ki67 Proliferating),Tumor
307,308,Tumor 2 (Ki67 Proliferating),Tumor
347,348,Tumor 3,Tumor
303,304,Tumor 3,Tumor
331,332,Tumor 2 (Ki67 Proliferating),Tumor
255,256,Tumor 4,Tumor
248,249,Tumor 4,Tumor
220,221,Tumor 4,Tumor
230,231,Tumor 4,Tumor
273,274,Tumor 4,Tumor
277,278,Tumor 4,Tumor
110,111,Tumor 2 (Ki67 Proliferating),Tumor
118,119,Tumor 4,Tumor
106,107,Tumor 4,Tumor
112,113,Tumor 4,Tumor
81,82,Tumor 4,Tumor
86,87,Tumor 4,Tumor
153,154,Tumor 4,Tumor
155,156,Tumor 4,Tumor
133,134,Tumor 4,Tumor
12,13,Tumor 4,Tumor
117,118,Tumor 3,Tumor
1235,1236,Tumor 2 (Ki67 Proliferating),Tumor
1435,1436,Tumor 3,Tumor
1227,1228,Tumor 2 (Ki67 Proliferating),Tumor
1251,1252,Tumor 4,Tumor
932,933,Tumor 3,Tumor
943,944,Tumor 4,Tumor
771,772,Tumor 4,Tumor
802,803,Tumor 4,Tumor
834,835,Tumor 4,Tumor
822,823,Tumor 4,Tumor
879,880,Tumor 2 (Ki67 Proliferating),Tumor
764,765,Tumor 2 (Ki67 Proliferating),Tumor
855,856,Tumor 4,Tumor
738,739,Tumor 2 (Ki67 Proliferating),Tumor
782,783,Tumor 4,Tumor
696,697,Tumor 4,Tumor
704,705,Tumor 4,Tumor
737,738,Tumor 4,Tumor
784,785,Tumor 4,Tumor
392,393,Tumor 4,Tumor
611,612,Tumor 6 / DC,Tumor
2321,2322,Tumor 4,Tumor
2338,2339,Tumor 6 / DC,Tumor
2143,2144,Tumor 2 (Ki67 Proliferating),Tumor
2155,2156,Tumor 1,Tumor
2175,2176,Tumor 1,Tumor
2170,2171,Tumor 1,Tumor
2130,2131,Tumor 1,Tumor
2141,2142,Tumor 1,Tumor
1464,1465,Tumor 6 / DC,Tumor
1413,1414,Tumor 2 (Ki67 Proliferating),Tumor
1409,1410,Tumor 4,Tumor
1228,1229,Tumor 2 (Ki67 Proliferating),Tumor
1420,1421,Tumor 4,Tumor
1305,1306,Tumor 2 (Ki67 Proliferating),Tumor
1797,1798,Tumor 3,Tumor
1716,1717,Tumor 4,Tumor
1756,1757,Tumor 2 (Ki67 Proliferating),Tumor
1678,1679,Tumor 3,Tumor
1723,1724,Tumor 3,Tumor
1800,1801,Tumor 2 (Ki67 Proliferating),Tumor
1356,1357,Tumor 4,Tumor
1249,1250,Tumor 2 (Ki67 Proliferating),Tumor
1172,1173,Tumor 3,Tumor
1090,1091,Tumor 4,Tumor
1245,1246,Tumor 2 (Ki67 Proliferating),Tumor
1001,1002,Tumor 2 (Ki67 Proliferating),Tumor
977,978,Tumor 2 (Ki67 Proliferating),Tumor
1601,1602,Tumor 7,Tumor
1338,1339,Tumor 1,Tumor
2004,2005,Tumor 4,Tumor
1895,1896,Tumor 7,Tumor
1963,1964,Tumor 7,Tumor
2080,2081,Tumor 1,Tumor
2111,2112,Tumor 1,Tumor
2263,2264,Tumor 1,Tumor
2298,2299,Tumor 1,Tumor
2279,2280,Tumor 1,Tumor
2003,2004,Tumor 1,Tumor
1945,1946,Tumor 1,Tumor
2006,2007,Tumor 1,Tumor
2086,2087,Tumor 2 (Ki67 Proliferating),Tumor
1841,1842,Tumor 1,Tumor
762,763,Tumor 2 (Ki67 Proliferating),Tumor
859,860,Tumor 7,Tumor
1027,1028,Tumor 2 (Ki67 Proliferating),Tumor
