,CELL_ID,CELL_TYPE,CELL_CLASS
1605,1606,Tumor 4,Tumor
1852,1853,Tumor 3,Tumor
1866,1867,Tumor 4,Tumor
1870,1871,Tumor 3,Tumor
1296,1297,Tumor 1,Tumor
1309,1310,Tumor 1,Tumor
1276,1277,Tumor 4,Tumor
1212,1213,Tumor 7,Tumor
717,718,Tumor 2 (Ki67 Proliferating),Tumor
1752,1753,Tumor 3,Tumor
1860,1861,Tumor 4,Tumor
1858,1859,Tumor 4,Tumor
1871,1872,Tumor 6 / DC,Tumor
1880,1881,Tumor 3,Tumor
1826,1827,Tumor 3,Tumor
1857,1858,Tumor 3,Tumor
1861,1862,Tumor 3,Tumor
1843,1844,Tumor 3,Tumor
1877,1878,Tumor 3,Tumor
1718,1719,Tumor 2 (Ki67 Proliferating),Tumor
1170,1171,Tumor 1,Tumor
1046,1047,Tumor 1,Tumor
1158,1159,Tumor 4,Tumor
1089,1090,Tumor 7,Tumor
1120,1121,Tumor 1,Tumor
1014,1015,Tumor 7,Tumor
1068,1069,Tumor 7,Tumor
1062,1063,Tumor 7,Tumor
686,687,Tumor 3,Tumor
769,770,Tumor 2 (Ki67 Proliferating),Tumor
752,753,Tumor 3,Tumor
712,713,Tumor 3,Tumor
800,801,Tumor 7,Tumor
756,757,Tumor 7,Tumor
647,648,Tumor 6 / DC,Tumor
1226,1227,Tumor 7,Tumor
65,66,Tumor 7,Tumor
259,260,Tumor 1,Tumor
271,272,Tumor 2 (Ki67 Proliferating),Tumor
309,310,Tumor 7,Tumor
1615,1616,Tumor 3,Tumor
1777,1778,Tumor 7,Tumor
1804,1805,Tumor 7,Tumor
1769,1770,Tumor 3,Tumor
1784,1785,Tumor 3,Tumor
1774,1775,Tumor 7,Tumor
1780,1781,Tumor 3,Tumor
1786,1787,Tumor 3,Tumor
1793,1794,Tumor 2 (Ki67 Proliferating),Tumor
1850,1851,Tumor 3,Tumor
1869,1870,Tumor 3,Tumor
1872,1873,Tumor 3,Tumor
1842,1843,Tumor 3,Tumor
1845,1846,Tumor 2 (Ki67 Proliferating),Tumor
1771,1772,Tumor 3,Tumor
1832,1833,Tumor 3,Tumor
1822,1823,Tumor 3,Tumor
1802,1803,Tumor 3,Tumor
1846,1847,Tumor 3,Tumor
1803,1804,Tumor 7,Tumor
1807,1808,Tumor 2 (Ki67 Proliferating),Tumor
1783,1784,Tumor 3,Tumor
1765,1766,Tumor 3,Tumor
1809,1810,Tumor 6 / DC,Tumor
1758,1759,Tumor 3,Tumor
1856,1857,Tumor 3,Tumor
1863,1864,Tumor 3,Tumor
1840,1841,Tumor 7,Tumor
1864,1865,Tumor 2 (Ki67 Proliferating),Tumor
1875,1876,Tumor 7,Tumor
1720,1721,Tumor 2 (Ki67 Proliferating),Tumor
1738,1739,Tumor 2 (Ki67 Proliferating),Tumor
443,444,Tumor 4,Tumor
72,73,Tumor 3,Tumor
34,35,Tumor 4,Tumor
1712,1713,Tumor 4,Tumor
1274,1275,Tumor 4,Tumor
1329,1330,Tumor 4,Tumor
1148,1149,Tumor 7,Tumor
1160,1161,Tumor 1,Tumor
1136,1137,Tumor 2 (Ki67 Proliferating),Tumor
1112,1113,Tumor 1,Tumor
1121,1122,Tumor 7,Tumor
1056,1057,Tumor 7,Tumor
1087,1088,Tumor 1,Tumor
1115,1116,Tumor 1,Tumor
975,976,Tumor 7,Tumor
945,946,Tumor 3,Tumor
981,982,Tumor 7,Tumor
731,732,Tumor 2 (Ki67 Proliferating),Tumor
721,722,Tumor 4,Tumor
713,714,Tumor 3,Tumor
751,752,Tumor 4,Tumor
714,715,Tumor 2 (Ki67 Proliferating),Tumor
743,744,Tumor 3,Tumor
754,755,Tumor 3,Tumor
729,730,Tumor 2 (Ki67 Proliferating),Tumor
657,658,Tumor 2 (Ki67 Proliferating),Tumor
921,922,Tumor 3,Tumor
759,760,Tumor 3,Tumor
778,779,Tumor 2 (Ki67 Proliferating),Tumor
814,815,Tumor 2 (Ki67 Proliferating),Tumor
831,832,Tumor 7,Tumor
860,861,Tumor 1,Tumor
807,808,Tumor 1,Tumor
821,822,Tumor 1,Tumor
825,826,Tumor 1,Tumor
1143,1144,Tumor 1,Tumor
1168,1169,Tumor 1,Tumor
1044,1045,Tumor 1,Tumor
994,995,Tumor 7,Tumor
960,961,Tumor 3,Tumor
959,960,Tumor 3,Tumor
933,934,Tumor 7,Tumor
593,594,Tumor 6 / DC,Tumor
683,684,Tumor 3,Tumor
666,667,Tumor 3,Tumor
615,616,Tumor 6 / DC,Tumor
625,626,Tumor 4,Tumor
596,597,Tumor 3,Tumor
608,609,Tumor 3,Tumor
618,619,Tumor 2 (Ki67 Proliferating),Tumor
648,649,Tumor 3,Tumor
492,493,Tumor 6 / DC,Tumor
512,513,Tumor 6 / DC,Tumor
503,504,Tumor 3,Tumor
533,534,Tumor 3,Tumor
