,CELL_ID,CELL_TYPE,CELL_CLASS
5,6,Tumor 4,Tumor
208,209,Tumor 1,Tumor
119,120,Tumor 7,Tumor
3,4,Tumor 4,Tumor
1112,1113,Tumor 4,Tumor
1446,1447,Tumor 7,Tumor
16,17,Tumor 4,Tumor
4,5,Tumor 4,Tumor
14,15,Tumor 6 / DC,Tumor
199,200,Tumor 1,Tumor
99,100,Tumor 2 (Ki67 Proliferating),Tumor
48,49,Tumor 6 / DC,Tumor
45,46,Tumor 4,Tumor
9,10,Tumor 4,Tumor
11,12,Tumor 6 / DC,Tumor
481,482,Tumor 4,Tumor
1150,1151,Tumor 7,Tumor
241,242,Tumor 4,Tumor
1442,1443,Tumor 1,Tumor
1505,1506,Tumor 6 / DC,Tumor
1138,1139,Tumor 7,Tumor
902,903,Tumor 4,Tumor
555,556,Tumor 4,Tumor
961,962,Tumor 4,Tumor
990,991,Tumor 4,Tumor
1234,1235,Tumor 4,Tumor
1359,1360,Tumor 4,Tumor
1469,1470,Tumor 3,Tumor
1413,1414,Tumor 4,Tumor
321,322,Tumor 6 / DC,Tumor
136,137,Tumor 3,Tumor
444,445,Tumor 6 / DC,Tumor
39,40,Tumor 7,Tumor
63,64,Tumor 3,Tumor
35,36,Tumor 7,Tumor
997,998,Tumor 4,Tumor
996,997,Tumor 2 (Ki67 Proliferating),Tumor
1242,1243,Tumor 3,Tumor
1204,1205,Tumor 3,Tumor
1206,1207,Tumor 3,Tumor
1230,1231,Tumor 3,Tumor
639,640,Tumor 4,Tumor
483,484,Tumor 3,Tumor
506,507,Tumor 4,Tumor
408,409,Tumor 3,Tumor
650,651,Tumor 4,Tumor
692,693,Tumor 4,Tumor
251,252,Tumor 4,Tumor
110,111,Tumor 7,Tumor
253,254,Tumor 4,Tumor
123,124,Tumor 3,Tumor
85,86,Tumor 7,Tumor
102,103,Tumor 7,Tumor
355,356,Tumor 7,Tumor
316,317,Tumor 4,Tumor
1273,1274,Tumor 4,Tumor
1220,1221,Tumor 4,Tumor
1211,1212,Tumor 3,Tumor
1194,1195,Tumor 7,Tumor
1340,1341,Tumor 4,Tumor
1401,1402,Tumor 1,Tumor
1371,1372,Tumor 4,Tumor
382,383,Tumor 1,Tumor
1090,1091,Tumor 4,Tumor
1031,1032,Tumor 4,Tumor
1078,1079,Tumor 4,Tumor
1111,1112,Tumor 4,Tumor
1198,1199,Tumor 4,Tumor
903,904,Tumor 7,Tumor
913,914,Tumor 7,Tumor
858,859,Tumor 1,Tumor
755,756,Tumor 1,Tumor
1286,1287,Tumor 1,Tumor
1154,1155,Tumor 4,Tumor
1244,1245,Tumor 2 (Ki67 Proliferating),Tumor
1226,1227,Tumor 3,Tumor
1219,1220,Tumor 3,Tumor
1285,1286,Tumor 3,Tumor
1268,1269,Tumor 2 (Ki67 Proliferating),Tumor
1270,1271,Tumor 3,Tumor
1481,1482,Tumor 4,Tumor
1250,1251,Tumor 2 (Ki67 Proliferating),Tumor
1453,1454,Tumor 2 (Ki67 Proliferating),Tumor
1439,1440,Tumor 2 (Ki67 Proliferating),Tumor
1471,1472,Tumor 2 (Ki67 Proliferating),Tumor
1518,1519,Tumor 4,Tumor
1514,1515,Tumor 4,Tumor
1059,1060,Tumor 4,Tumor
130,131,Tumor 3,Tumor
146,147,Tumor 3,Tumor
77,78,Tumor 7,Tumor
65,66,Tumor 7,Tumor
62,63,Tumor 4,Tumor
82,83,Tumor 7,Tumor
108,109,Tumor 2 (Ki67 Proliferating),Tumor
116,117,Tumor 3,Tumor
155,156,Tumor 3,Tumor
7,8,Tumor 6 / DC,Tumor
748,749,Tumor 1,Tumor
1011,1012,Tumor 4,Tumor
1123,1124,Tumor 7,Tumor
975,976,Tumor 4,Tumor
992,993,Tumor 2 (Ki67 Proliferating),Tumor
804,805,Tumor 3,Tumor
780,781,Tumor 3,Tumor
198,199,Tumor 2 (Ki67 Proliferating),Tumor
190,191,Tumor 2 (Ki67 Proliferating),Tumor
164,165,Tumor 2 (Ki67 Proliferating),Tumor
32,33,Tumor 6 / DC,Tumor
840,841,Tumor 4,Tumor
1067,1068,Tumor 3,Tumor
1076,1077,Tumor 4,Tumor
1070,1071,Tumor 4,Tumor
1092,1093,Tumor 4,Tumor
1222,1223,Tumor 3,Tumor
1089,1090,Tumor 4,Tumor
1087,1088,Tumor 2 (Ki67 Proliferating),Tumor
1239,1240,Tumor 3,Tumor
1156,1157,Tumor 3,Tumor
1190,1191,Tumor 1,Tumor
1202,1203,Tumor 3,Tumor
1207,1208,Tumor 3,Tumor
1182,1183,Tumor 3,Tumor
1188,1189,Tumor 3,Tumor
1193,1194,Tumor 3,Tumor
784,785,Tumor 3,Tumor
844,845,Tumor 3,Tumor
608,609,Tumor 4,Tumor
718,719,Tumor 2 (Ki67 Proliferating),Tumor
520,521,Tumor 3,Tumor
572,573,Tumor 4,Tumor
513,514,Tumor 2 (Ki67 Proliferating),Tumor
598,599,Tumor 4,Tumor
617,618,Tumor 4,Tumor
584,585,Tumor 4,Tumor
544,545,Tumor 4,Tumor
553,554,Tumor 4,Tumor
486,487,Tumor 3,Tumor
525,526,Tumor 7,Tumor
468,469,Tumor 3,Tumor
358,359,Tumor 2 (Ki67 Proliferating),Tumor
389,390,Tumor 2 (Ki67 Proliferating),Tumor
339,340,Tumor 2 (Ki67 Proliferating),Tumor
335,336,Tumor 4,Tumor
124,125,Tumor 2 (Ki67 Proliferating),Tumor
152,153,Tumor 3,Tumor
165,166,Tumor 7,Tumor
154,155,Tumor 2 (Ki67 Proliferating),Tumor
105,106,Tumor 3,Tumor
73,74,Tumor 4,Tumor
44,45,Tumor 7,Tumor
275,276,Tumor 4,Tumor
479,480,Tumor 2 (Ki67 Proliferating),Tumor
426,427,Tumor 1,Tumor
377,378,Tumor 2 (Ki67 Proliferating),Tumor
1262,1263,Tumor 1,Tumor
1191,1192,Tumor 1,Tumor
1245,1246,Tumor 3,Tumor
1276,1277,Tumor 3,Tumor
1236,1237,Tumor 3,Tumor
1503,1504,Tumor 6 / DC,Tumor
1328,1329,Tumor 4,Tumor
1252,1253,Tumor 4,Tumor
695,696,Tumor 3,Tumor
619,620,Tumor 1,Tumor
945,946,Tumor 4,Tumor
983,984,Tumor 4,Tumor
1003,1004,Tumor 4,Tumor
1049,1050,Tumor 2 (Ki67 Proliferating),Tumor
1036,1037,Tumor 4,Tumor
1263,1264,Tumor 4,Tumor
963,964,Tumor 1,Tumor
1168,1169,Tumor 3,Tumor
1265,1266,Tumor 3,Tumor
1277,1278,Tumor 3,Tumor
1157,1158,Tumor 4,Tumor
1126,1127,Tumor 7,Tumor
1144,1145,Tumor 3,Tumor
1184,1185,Tumor 3,Tumor
1362,1363,Tumor 4,Tumor
1327,1328,Tumor 4,Tumor
1284,1285,Tumor 4,Tumor
1335,1336,Tumor 4,Tumor
1259,1260,Tumor 3,Tumor
1304,1305,Tumor 4,Tumor
1354,1355,Tumor 2 (Ki67 Proliferating),Tumor
1426,1427,Tumor 2 (Ki67 Proliferating),Tumor
1394,1395,Tumor 4,Tumor
1429,1430,Tumor 2 (Ki67 Proliferating),Tumor
1480,1481,Tumor 2 (Ki67 Proliferating),Tumor
1459,1460,Tumor 2 (Ki67 Proliferating),Tumor
1494,1495,Tumor 2 (Ki67 Proliferating),Tumor
1509,1510,Tumor 4,Tumor
1510,1511,Tumor 3,Tumor
1517,1518,Tumor 2 (Ki67 Proliferating),Tumor
1478,1479,Tumor 7,Tumor
1516,1517,Tumor 4,Tumor
1515,1516,Tumor 2 (Ki67 Proliferating),Tumor
1519,1520,Tumor 6 / DC,Tumor
1102,1103,Tumor 4,Tumor
1062,1063,Tumor 4,Tumor
167,168,Tumor 3,Tumor
30,31,Tumor 6 / DC,Tumor
18,19,Tumor 4,Tumor
15,16,Tumor 7,Tumor
2,3,Tumor 4,Tumor
625,626,Tumor 7,Tumor
807,808,Tumor 4,Tumor
774,775,Tumor 4,Tumor
679,680,Tumor 4,Tumor
378,379,Tumor 4,Tumor
554,555,Tumor 4,Tumor
470,471,Tumor 2 (Ki67 Proliferating),Tumor
516,517,Tumor 7,Tumor
487,488,Tumor 4,Tumor
345,346,Tumor 4,Tumor
388,389,Tumor 6 / DC,Tumor
412,413,Tumor 4,Tumor
1019,1020,Tumor 4,Tumor
985,986,Tumor 4,Tumor
1044,1045,Tumor 1,Tumor
792,793,Tumor 4,Tumor
803,804,Tumor 3,Tumor
833,834,Tumor 6 / DC,Tumor
847,848,Tumor 4,Tumor
548,549,Tumor 7,Tumor
342,343,Tumor 4,Tumor
309,310,Tumor 4,Tumor
87,88,Tumor 2 (Ki67 Proliferating),Tumor
57,58,Tumor 2 (Ki67 Proliferating),Tumor
751,752,Tumor 7,Tumor
759,760,Tumor 3,Tumor
580,581,Tumor 4,Tumor
872,873,Tumor 4,Tumor
896,897,Tumor 4,Tumor
710,711,Tumor 4,Tumor
857,858,Tumor 3,Tumor
876,877,Tumor 3,Tumor
875,876,Tumor 3,Tumor
1185,1186,Tumor 4,Tumor
1197,1198,Tumor 3,Tumor
1229,1230,Tumor 1,Tumor
1223,1224,Tumor 3,Tumor
1165,1166,Tumor 3,Tumor
1187,1188,Tumor 3,Tumor
1161,1162,Tumor 1,Tumor
1142,1143,Tumor 3,Tumor
1109,1110,Tumor 1,Tumor
1081,1082,Tumor 2 (Ki67 Proliferating),Tumor
1052,1053,Tumor 2 (Ki67 Proliferating),Tumor
1096,1097,Tumor 3,Tumor
1104,1105,Tumor 3,Tumor
1065,1066,Tumor 3,Tumor
768,769,Tumor 3,Tumor
736,737,Tumor 3,Tumor
497,498,Tumor 4,Tumor
643,644,Tumor 2 (Ki67 Proliferating),Tumor
568,569,Tumor 4,Tumor
791,792,Tumor 3,Tumor
749,750,Tumor 4,Tumor
529,530,Tumor 4,Tumor
424,425,Tumor 4,Tumor
422,423,Tumor 2 (Ki67 Proliferating),Tumor
387,388,Tumor 2 (Ki67 Proliferating),Tumor
404,405,Tumor 2 (Ki67 Proliferating),Tumor
446,447,Tumor 3,Tumor
460,461,Tumor 4,Tumor
409,410,Tumor 3,Tumor
485,486,Tumor 4,Tumor
464,465,Tumor 4,Tumor
91,92,Tumor 4,Tumor
71,72,Tumor 6 / DC,Tumor
232,233,Tumor 4,Tumor
304,305,Tumor 4,Tumor
324,325,Tumor 4,Tumor
230,231,Tumor 4,Tumor
717,718,Tumor 1,Tumor
499,500,Tumor 1,Tumor
545,546,Tumor 7,Tumor
561,562,Tumor 7,Tumor
610,611,Tumor 7,Tumor
522,523,Tumor 4,Tumor
401,402,Tumor 6 / DC,Tumor
556,557,Tumor 4,Tumor
1189,1190,Tumor 3,Tumor
1166,1167,Tumor 3,Tumor
1127,1128,Tumor 3,Tumor
1186,1187,Tumor 6 / DC,Tumor
1160,1161,Tumor 7,Tumor
337,338,Tumor 1,Tumor
394,395,Tumor 3,Tumor
1345,1346,Tumor 7,Tumor
1333,1334,Tumor 4,Tumor
