,CELL_ID,CELL_TYPE,CELL_CLASS
522,523,Tumor 4,Tumor
805,806,Tumor 3,Tumor
1196,1197,Tumor 1,Tumor
1878,1879,Tumor 2 (Ki67 Proliferating),Tumor
1892,1893,Tumor 2 (Ki67 Proliferating),Tumor
1867,1868,Tumor 7,Tumor
1866,1867,Tumor 2 (Ki67 Proliferating),Tumor
1839,1840,Tumor 1,Tumor
1841,1842,Tumor 2 (Ki67 Proliferating),Tumor
1804,1805,Tumor 7,Tumor
1820,1821,Tumor 7,Tumor
1810,1811,Tumor 2 (Ki67 Proliferating),Tumor
1796,1797,Tumor 7,Tumor
948,949,Tumor 4,Tumor
1089,1090,Tumor 3,Tumor
1027,1028,Tumor 7,Tumor
830,831,Tumor 7,Tumor
246,247,Tumor 1,Tumor
234,235,Tumor 7,Tumor
859,860,Tumor 1,Tumor
890,891,Tumor 1,Tumor
788,789,Tumor 3,Tumor
834,835,Tumor 1,Tumor
901,902,Tumor 3,Tumor
885,886,Tumor 3,Tumor
1302,1303,Tumor 3,Tumor
1278,1279,Tumor 3,Tumor
1247,1248,Tumor 6 / DC,Tumor
1047,1048,Tumor 1,Tumor
1041,1042,Tumor 1,Tumor
926,927,Tumor 1,Tumor
945,946,Tumor 1,Tumor
999,1000,Tumor 1,Tumor
1095,1096,Tumor 1,Tumor
1149,1150,Tumor 4,Tumor
1921,1922,Tumor 1,Tumor
1873,1874,Tumor 2 (Ki67 Proliferating),Tumor
1832,1833,Tumor 7,Tumor
1898,1899,Tumor 2 (Ki67 Proliferating),Tumor
1883,1884,Tumor 2 (Ki67 Proliferating),Tumor
1854,1855,Tumor 2 (Ki67 Proliferating),Tumor
1809,1810,Tumor 7,Tumor
1786,1787,Tumor 7,Tumor
1770,1771,Tumor 7,Tumor
1693,1694,Tumor 4,Tumor
1997,1998,Tumor 1,Tumor
1855,1856,Tumor 2 (Ki67 Proliferating),Tumor
1829,1830,Tumor 2 (Ki67 Proliferating),Tumor
1814,1815,Tumor 7,Tumor
985,986,Tumor 1,Tumor
1129,1130,Tumor 7,Tumor
1085,1086,Tumor 7,Tumor
1101,1102,Tumor 2 (Ki67 Proliferating),Tumor
1073,1074,Tumor 7,Tumor
976,977,Tumor 2 (Ki67 Proliferating),Tumor
1038,1039,Tumor 2 (Ki67 Proliferating),Tumor
1070,1071,Tumor 2 (Ki67 Proliferating),Tumor
310,311,Tumor 4,Tumor
293,294,Tumor 4,Tumor
240,241,Tumor 1,Tumor
294,295,Tumor 7,Tumor
166,167,Tumor 1,Tumor
142,143,Tumor 4,Tumor
544,545,Tumor 3,Tumor
726,727,Tumor 2 (Ki67 Proliferating),Tumor
704,705,Tumor 4,Tumor
678,679,Tumor 1,Tumor
695,696,Tumor 1,Tumor
561,562,Tumor 3,Tumor
538,539,Tumor 3,Tumor
745,746,Tumor 1,Tumor
590,591,Tumor 3,Tumor
583,584,Tumor 1,Tumor
600,601,Tumor 3,Tumor
562,563,Tumor 1,Tumor
748,749,Tumor 2 (Ki67 Proliferating),Tumor
852,853,Tumor 1,Tumor
902,903,Tumor 7,Tumor
881,882,Tumor 1,Tumor
845,846,Tumor 1,Tumor
776,777,Tumor 6 / DC,Tumor
816,817,Tumor 3,Tumor
781,782,Tumor 3,Tumor
856,857,Tumor 1,Tumor
850,851,Tumor 3,Tumor
1297,1298,Tumor 3,Tumor
1495,1496,Tumor 3,Tumor
1244,1245,Tumor 3,Tumor
1145,1146,Tumor 3,Tumor
1332,1333,Tumor 3,Tumor
1319,1320,Tumor 3,Tumor
968,969,Tumor 7,Tumor
984,985,Tumor 1,Tumor
996,997,Tumor 1,Tumor
964,965,Tumor 7,Tumor
957,958,Tumor 1,Tumor
980,981,Tumor 1,Tumor
955,956,Tumor 1,Tumor
930,931,Tumor 3,Tumor
929,930,Tumor 3,Tumor
1039,1040,Tumor 3,Tumor
1060,1061,Tumor 7,Tumor
1025,1026,Tumor 7,Tumor
1008,1009,Tumor 3,Tumor
1087,1088,Tumor 2 (Ki67 Proliferating),Tumor
1112,1113,Tumor 3,Tumor
1076,1077,Tumor 2 (Ki67 Proliferating),Tumor
1113,1114,Tumor 1,Tumor
1272,1273,Tumor 4,Tumor
1163,1164,Tumor 1,Tumor
1126,1127,Tumor 3,Tumor
