,CELL_ID,CELL_TYPE,CELL_CLASS
2049,2050,Tumor 4,Tumor
776,777,Tumor 1,Tumor
849,850,Tumor 1,Tumor
1186,1187,Tumor 1,Tumor
271,272,Tumor 4,Tumor
217,218,Tumor 4,Tumor
249,250,Tumor 4,Tumor
648,649,Tumor 1,Tumor
632,633,Tumor 2 (Ki67 Proliferating),Tumor
1994,1995,Tumor 6 / DC,Tumor
1689,1690,Tumor 1,Tumor
2452,2453,Tumor 4,Tumor
2133,2134,Tumor 4,Tumor
1414,1415,Tumor 3,Tumor
587,588,Tumor 1,Tumor
504,505,Tumor 1,Tumor
420,421,Tumor 1,Tumor
461,462,Tumor 7,Tumor
425,426,Tumor 1,Tumor
399,400,Tumor 4,Tumor
447,448,Tumor 1,Tumor
408,409,Tumor 1,Tumor
380,381,Tumor 1,Tumor
1074,1075,Tumor 1,Tumor
987,988,Tumor 1,Tumor
941,942,Tumor 1,Tumor
705,706,Tumor 1,Tumor
724,725,Tumor 1,Tumor
731,732,Tumor 1,Tumor
796,797,Tumor 1,Tumor
786,787,Tumor 7,Tumor
768,769,Tumor 1,Tumor
820,821,Tumor 1,Tumor
1109,1110,Tumor 7,Tumor
294,295,Tumor 4,Tumor
340,341,Tumor 2 (Ki67 Proliferating),Tumor
37,38,Tumor 2 (Ki67 Proliferating),Tumor
19,20,Tumor 4,Tumor
8,9,Tumor 2 (Ki67 Proliferating),Tumor
631,632,Tumor 7,Tumor
703,704,Tumor 1,Tumor
723,724,Tumor 1,Tumor
647,648,Tumor 2 (Ki67 Proliferating),Tumor
609,610,Tumor 7,Tumor
676,677,Tumor 4,Tumor
1031,1032,Tumor 2 (Ki67 Proliferating),Tumor
1302,1303,Tumor 2 (Ki67 Proliferating),Tumor
1809,1810,Tumor 4,Tumor
1750,1751,Tumor 4,Tumor
1548,1549,Tumor 1,Tumor
1575,1576,Tumor 3,Tumor
1513,1514,Tumor 1,Tumor
1589,1590,Tumor 1,Tumor
1662,1663,Tumor 1,Tumor
2470,2471,Tumor 4,Tumor
2361,2362,Tumor 4,Tumor
2294,2295,Tumor 4,Tumor
2399,2400,Tumor 3,Tumor
2438,2439,Tumor 4,Tumor
2269,2270,Tumor 4,Tumor
2407,2408,Tumor 2 (Ki67 Proliferating),Tumor
2176,2177,Tumor 3,Tumor
581,582,Tumor 1,Tumor
507,508,Tumor 1,Tumor
460,461,Tumor 1,Tumor
530,531,Tumor 2 (Ki67 Proliferating),Tumor
1147,1148,Tumor 1,Tumor
1009,1010,Tumor 1,Tumor
652,653,Tumor 1,Tumor
590,591,Tumor 1,Tumor
588,589,Tumor 1,Tumor
602,603,Tumor 6 / DC,Tumor
593,594,Tumor 1,Tumor
512,513,Tumor 1,Tumor
874,875,Tumor 1,Tumor
856,857,Tumor 1,Tumor
918,919,Tumor 1,Tumor
830,831,Tumor 1,Tumor
11,12,Tumor 4,Tumor
6,7,Tumor 4,Tumor
83,84,Tumor 4,Tumor
72,73,Tumor 4,Tumor
40,41,Tumor 3,Tumor
26,27,Tumor 4,Tumor
60,61,Tumor 2 (Ki67 Proliferating),Tumor
21,22,Tumor 3,Tumor
14,15,Tumor 4,Tumor
41,42,Tumor 2 (Ki67 Proliferating),Tumor
238,239,Tumor 3,Tumor
289,290,Tumor 4,Tumor
129,130,Tumor 4,Tumor
79,80,Tumor 2 (Ki67 Proliferating),Tumor
176,177,Tumor 3,Tumor
223,224,Tumor 4,Tumor
182,183,Tumor 3,Tumor
116,117,Tumor 2 (Ki67 Proliferating),Tumor
69,70,Tumor 4,Tumor
1189,1190,Tumor 3,Tumor
209,210,Tumor 1,Tumor
180,181,Tumor 4,Tumor
190,191,Tumor 2 (Ki67 Proliferating),Tumor
157,158,Tumor 4,Tumor
120,121,Tumor 2 (Ki67 Proliferating),Tumor
1511,1512,Tumor 3,Tumor
1461,1462,Tumor 3,Tumor
5,6,Tumor 4,Tumor
1,2,Tumor 4,Tumor
36,37,Tumor 2 (Ki67 Proliferating),Tumor
9,10,Tumor 4,Tumor
303,304,Tumor 2 (Ki67 Proliferating),Tumor
1072,1073,Tumor 6 / DC,Tumor
1237,1238,Tumor 1,Tumor
1135,1136,Tumor 1,Tumor
1177,1178,Tumor 1,Tumor
1106,1107,Tumor 1,Tumor
969,970,Tumor 1,Tumor
897,898,Tumor 4,Tumor
1296,1297,Tumor 2 (Ki67 Proliferating),Tumor
1247,1248,Tumor 4,Tumor
1292,1293,Tumor 3,Tumor
1368,1369,Tumor 4,Tumor
1745,1746,Tumor 1,Tumor
1320,1321,Tumor 2 (Ki67 Proliferating),Tumor
1301,1302,Tumor 3,Tumor
1291,1292,Tumor 1,Tumor
1340,1341,Tumor 2 (Ki67 Proliferating),Tumor
1216,1217,Tumor 1,Tumor
1209,1210,Tumor 4,Tumor
1436,1437,Tumor 4,Tumor
1365,1366,Tumor 7,Tumor
2258,2259,Tumor 4,Tumor
2206,2207,Tumor 1,Tumor
2196,2197,Tumor 4,Tumor
2246,2247,Tumor 1,Tumor
2184,2185,Tumor 4,Tumor
1914,1915,Tumor 4,Tumor
2179,2180,Tumor 3,Tumor
2071,2072,Tumor 3,Tumor
2149,2150,Tumor 4,Tumor
2087,2088,Tumor 1,Tumor
2173,2174,Tumor 2 (Ki67 Proliferating),Tumor
2378,2379,Tumor 3,Tumor
1407,1408,Tumor 7,Tumor
1438,1439,Tumor 1,Tumor
1432,1433,Tumor 1,Tumor
309,310,Tumor 1,Tumor
274,275,Tumor 1,Tumor
402,403,Tumor 1,Tumor
441,442,Tumor 1,Tumor
412,413,Tumor 1,Tumor
437,438,Tumor 1,Tumor
376,377,Tumor 1,Tumor
296,297,Tumor 1,Tumor
338,339,Tumor 4,Tumor
411,412,Tumor 1,Tumor
455,456,Tumor 1,Tumor
675,676,Tumor 1,Tumor
635,636,Tumor 1,Tumor
619,620,Tumor 1,Tumor
682,683,Tumor 1,Tumor
1469,1470,Tumor 7,Tumor
1312,1313,Tumor 6 / DC,Tumor
939,940,Tumor 1,Tumor
973,974,Tumor 1,Tumor
75,76,Tumor 4,Tumor
70,71,Tumor 2 (Ki67 Proliferating),Tumor
542,543,Tumor 1,Tumor
494,495,Tumor 2 (Ki67 Proliferating),Tumor
453,454,Tumor 3,Tumor
580,581,Tumor 1,Tumor
570,571,Tumor 1,Tumor
624,625,Tumor 7,Tumor
621,622,Tumor 7,Tumor
543,544,Tumor 1,Tumor
576,577,Tumor 2 (Ki67 Proliferating),Tumor
709,710,Tumor 1,Tumor
1684,1685,Tumor 2 (Ki67 Proliferating),Tumor
1542,1543,Tumor 2 (Ki67 Proliferating),Tumor
1681,1682,Tumor 6 / DC,Tumor
252,253,Tumor 1,Tumor
208,209,Tumor 1,Tumor
237,238,Tumor 1,Tumor
276,277,Tumor 2 (Ki67 Proliferating),Tumor
268,269,Tumor 1,Tumor
295,296,Tumor 2 (Ki67 Proliferating),Tumor
1795,1796,Tumor 4,Tumor
1630,1631,Tumor 4,Tumor
1635,1636,Tumor 4,Tumor
1590,1591,Tumor 4,Tumor
1537,1538,Tumor 4,Tumor
1727,1728,Tumor 2 (Ki67 Proliferating),Tumor
15,16,Tumor 3,Tumor
12,13,Tumor 4,Tumor
2,3,Tumor 3,Tumor
18,19,Tumor 2 (Ki67 Proliferating),Tumor
28,29,Tumor 4,Tumor
30,31,Tumor 2 (Ki67 Proliferating),Tumor
51,52,Tumor 4,Tumor
59,60,Tumor 4,Tumor
7,8,Tumor 4,Tumor
141,142,Tumor 4,Tumor
755,756,Tumor 4,Tumor
641,642,Tumor 4,Tumor
205,206,Tumor 2 (Ki67 Proliferating),Tumor
152,153,Tumor 4,Tumor
370,371,Tumor 4,Tumor
822,823,Tumor 4,Tumor
346,347,Tumor 2 (Ki67 Proliferating),Tumor
355,356,Tumor 2 (Ki67 Proliferating),Tumor
911,912,Tumor 2 (Ki67 Proliferating),Tumor
664,665,Tumor 1,Tumor
1084,1085,Tumor 1,Tumor
1254,1255,Tumor 3,Tumor
970,971,Tumor 2 (Ki67 Proliferating),Tumor
1032,1033,Tumor 2 (Ki67 Proliferating),Tumor
966,967,Tumor 2 (Ki67 Proliferating),Tumor
1069,1070,Tumor 2 (Ki67 Proliferating),Tumor
1062,1063,Tumor 7,Tumor
996,997,Tumor 4,Tumor
950,951,Tumor 3,Tumor
961,962,Tumor 4,Tumor
1080,1081,Tumor 1,Tumor
1091,1092,Tumor 1,Tumor
1035,1036,Tumor 1,Tumor
963,964,Tumor 1,Tumor
1241,1242,Tumor 3,Tumor
1240,1241,Tumor 3,Tumor
1536,1537,Tumor 3,Tumor
1485,1486,Tumor 2 (Ki67 Proliferating),Tumor
1425,1426,Tumor 1,Tumor
1497,1498,Tumor 7,Tumor
1649,1650,Tumor 7,Tumor
2062,2063,Tumor 4,Tumor
2105,2106,Tumor 2 (Ki67 Proliferating),Tumor
2180,2181,Tumor 3,Tumor
2238,2239,Tumor 3,Tumor
2254,2255,Tumor 2 (Ki67 Proliferating),Tumor
2236,2237,Tumor 1,Tumor
1137,1138,Tumor 7,Tumor
1136,1137,Tumor 1,Tumor
1187,1188,Tumor 1,Tumor
1899,1900,Tumor 2 (Ki67 Proliferating),Tumor
1931,1932,Tumor 1,Tumor
1836,1837,Tumor 4,Tumor
2150,2151,Tumor 2 (Ki67 Proliferating),Tumor
2208,2209,Tumor 4,Tumor
2434,2435,Tumor 4,Tumor
2121,2122,Tumor 1,Tumor
2156,2157,Tumor 1,Tumor
2097,2098,Tumor 1,Tumor
2364,2365,Tumor 4,Tumor
2325,2326,Tumor 4,Tumor
2267,2268,Tumor 1,Tumor
2265,2266,Tumor 2 (Ki67 Proliferating),Tumor
2237,2238,Tumor 2 (Ki67 Proliferating),Tumor
2374,2375,Tumor 2 (Ki67 Proliferating),Tumor
2488,2489,Tumor 4,Tumor
2515,2516,Tumor 4,Tumor
2507,2508,Tumor 4,Tumor
2234,2235,Tumor 3,Tumor
1949,1950,Tumor 3,Tumor
1944,1945,Tumor 1,Tumor
2478,2479,Tumor 2 (Ki67 Proliferating),Tumor
2502,2503,Tumor 4,Tumor
2282,2283,Tumor 2 (Ki67 Proliferating),Tumor
2312,2313,Tumor 3,Tumor
2330,2331,Tumor 2 (Ki67 Proliferating),Tumor
2516,2517,Tumor 4,Tumor
2372,2373,Tumor 4,Tumor
2386,2387,Tumor 3,Tumor
1839,1840,Tumor 2 (Ki67 Proliferating),Tumor
2275,2276,Tumor 3,Tumor
2192,2193,Tumor 2 (Ki67 Proliferating),Tumor
2131,2132,Tumor 2 (Ki67 Proliferating),Tumor
1754,1755,Tumor 3,Tumor
1812,1813,Tumor 2 (Ki67 Proliferating),Tumor
1116,1117,Tumor 1,Tumor
1004,1005,Tumor 1,Tumor
1028,1029,Tumor 1,Tumor
1042,1043,Tumor 1,Tumor
1075,1076,Tumor 7,Tumor
117,118,Tumor 2 (Ki67 Proliferating),Tumor
77,78,Tumor 4,Tumor
111,112,Tumor 3,Tumor
29,30,Tumor 3,Tumor
32,33,Tumor 4,Tumor
80,81,Tumor 4,Tumor
92,93,Tumor 3,Tumor
144,145,Tumor 4,Tumor
384,385,Tumor 4,Tumor
