,CELL_ID,CELL_TYPE,CELL_CLASS
17,18,Tumor 7,Tumor
815,816,Tumor 1,Tumor
1843,1844,Tumor 1,Tumor
1893,1894,Tumor 7,Tumor
1471,1472,Tumor 4,Tumor
912,913,Tumor 1,Tumor
874,875,Tumor 1,Tumor
1086,1087,Tumor 1,Tumor
1443,1444,Tumor 1,Tumor
1757,1758,Tumor 7,Tumor
1464,1465,Tumor 1,Tumor
50,51,Tumor 3,Tumor
19,20,Tumor 2 (Ki67 Proliferating),Tumor
1261,1262,Tumor 7,Tumor
1905,1906,Tumor 3,Tumor
868,869,Tumor 1,Tumor
1406,1407,Tumor 4,Tumor
1405,1406,Tumor 4,Tumor
1394,1395,Tumor 1,Tumor
1852,1853,Tumor 3,Tumor
263,264,Tumor 1,Tumor
1700,1701,Tumor 3,Tumor
1742,1743,Tumor 7,Tumor
1595,1596,Tumor 1,Tumor
1548,1549,Tumor 1,Tumor
1603,1604,Tumor 1,Tumor
1512,1513,Tumor 1,Tumor
1523,1524,Tumor 7,Tumor
1610,1611,Tumor 1,Tumor
1574,1575,Tumor 1,Tumor
1581,1582,Tumor 1,Tumor
1634,1635,Tumor 3,Tumor
1645,1646,Tumor 1,Tumor
1429,1430,Tumor 3,Tumor
23,24,Tumor 2 (Ki67 Proliferating),Tumor
1245,1246,Tumor 3,Tumor
1209,1210,Tumor 3,Tumor
15,16,Tumor 6 / DC,Tumor
1367,1368,Tumor 1,Tumor
1333,1334,Tumor 4,Tumor
1358,1359,Tumor 7,Tumor
1324,1325,Tumor 7,Tumor
1352,1353,Tumor 7,Tumor
1438,1439,Tumor 1,Tumor
1788,1789,Tumor 1,Tumor
1816,1817,Tumor 1,Tumor
213,214,Tumor 7,Tumor
1773,1774,Tumor 3,Tumor
1882,1883,Tumor 4,Tumor
1879,1880,Tumor 6 / DC,Tumor
781,782,Tumor 1,Tumor
1045,1046,Tumor 1,Tumor
941,942,Tumor 1,Tumor
930,931,Tumor 7,Tumor
1517,1518,Tumor 3,Tumor
1472,1473,Tumor 4,Tumor
1502,1503,Tumor 1,Tumor
1555,1556,Tumor 4,Tumor
1430,1431,Tumor 4,Tumor
1494,1495,Tumor 4,Tumor
2431,2432,Tumor 1,Tumor
1941,1942,Tumor 4,Tumor
2364,2365,Tumor 4,Tumor
2347,2348,Tumor 6 / DC,Tumor
2435,2436,Tumor 1,Tumor
2351,2352,Tumor 6 / DC,Tumor
2348,2349,Tumor 3,Tumor
2388,2389,Tumor 1,Tumor
2492,2493,Tumor 1,Tumor
2476,2477,Tumor 1,Tumor
2569,2570,Tumor 1,Tumor
2590,2591,Tumor 4,Tumor
2507,2508,Tumor 1,Tumor
1790,1791,Tumor 2 (Ki67 Proliferating),Tumor
1942,1943,Tumor 3,Tumor
2544,2545,Tumor 2 (Ki67 Proliferating),Tumor
327,328,Tumor 1,Tumor
313,314,Tumor 1,Tumor
777,778,Tumor 1,Tumor
698,699,Tumor 1,Tumor
770,771,Tumor 4,Tumor
672,673,Tumor 1,Tumor
629,630,Tumor 1,Tumor
1660,1661,Tumor 3,Tumor
1682,1683,Tumor 3,Tumor
1848,1849,Tumor 3,Tumor
1810,1811,Tumor 2 (Ki67 Proliferating),Tumor
1805,1806,Tumor 3,Tumor
1849,1850,Tumor 7,Tumor
1797,1798,Tumor 3,Tumor
1900,1901,Tumor 7,Tumor
1695,1696,Tumor 1,Tumor
1649,1650,Tumor 1,Tumor
1705,1706,Tumor 1,Tumor
1637,1638,Tumor 1,Tumor
1733,1734,Tumor 1,Tumor
1820,1821,Tumor 1,Tumor
707,708,Tumor 1,Tumor
732,733,Tumor 1,Tumor
1270,1271,Tumor 3,Tumor
1243,1244,Tumor 1,Tumor
1283,1284,Tumor 3,Tumor
1328,1329,Tumor 3,Tumor
1340,1341,Tumor 3,Tumor
775,776,Tumor 2 (Ki67 Proliferating),Tumor
833,834,Tumor 2 (Ki67 Proliferating),Tumor
26,27,Tumor 2 (Ki67 Proliferating),Tumor
52,53,Tumor 6 / DC,Tumor
40,41,Tumor 6 / DC,Tumor
24,25,Tumor 2 (Ki67 Proliferating),Tumor
39,40,Tumor 2 (Ki67 Proliferating),Tumor
34,35,Tumor 2 (Ki67 Proliferating),Tumor
1264,1265,Tumor 3,Tumor
1223,1224,Tumor 3,Tumor
1350,1351,Tumor 4,Tumor
1366,1367,Tumor 3,Tumor
143,144,Tumor 7,Tumor
33,34,Tumor 4,Tumor
75,76,Tumor 7,Tumor
56,57,Tumor 7,Tumor
396,397,Tumor 1,Tumor
888,889,Tumor 6 / DC,Tumor
225,226,Tumor 7,Tumor
247,248,Tumor 1,Tumor
358,359,Tumor 7,Tumor
371,372,Tumor 6 / DC,Tumor
1069,1070,Tumor 1,Tumor
1147,1148,Tumor 2 (Ki67 Proliferating),Tumor
1834,1835,Tumor 4,Tumor
1894,1895,Tumor 3,Tumor
1904,1905,Tumor 4,Tumor
2001,2002,Tumor 3,Tumor
1921,1922,Tumor 4,Tumor
1906,1907,Tumor 4,Tumor
1947,1948,Tumor 4,Tumor
1518,1519,Tumor 3,Tumor
1800,1801,Tumor 4,Tumor
1776,1777,Tumor 3,Tumor
1793,1794,Tumor 4,Tumor
1835,1836,Tumor 4,Tumor
1735,1736,Tumor 6 / DC,Tumor
779,780,Tumor 7,Tumor
969,970,Tumor 1,Tumor
1040,1041,Tumor 1,Tumor
1081,1082,Tumor 1,Tumor
1758,1759,Tumor 1,Tumor
1524,1525,Tumor 1,Tumor
1727,1728,Tumor 1,Tumor
1538,1539,Tumor 5,Tumor
1669,1670,Tumor 1,Tumor
1723,1724,Tumor 1,Tumor
1870,1871,Tumor 7,Tumor
1850,1851,Tumor 4,Tumor
1925,1926,Tumor 1,Tumor
1903,1904,Tumor 7,Tumor
1940,1941,Tumor 4,Tumor
2307,2308,Tumor 3,Tumor
1972,1973,Tumor 4,Tumor
1971,1972,Tumor 4,Tumor
2004,2005,Tumor 3,Tumor
2443,2444,Tumor 1,Tumor
2428,2429,Tumor 1,Tumor
2448,2449,Tumor 2 (Ki67 Proliferating),Tumor
2541,2542,Tumor 3,Tumor
1963,1964,Tumor 4,Tumor
1873,1874,Tumor 4,Tumor
1580,1581,Tumor 4,Tumor
1884,1885,Tumor 3,Tumor
1917,1918,Tumor 4,Tumor
1715,1716,Tumor 4,Tumor
1840,1841,Tumor 4,Tumor
1808,1809,Tumor 4,Tumor
2575,2576,Tumor 4,Tumor
2583,2584,Tumor 2 (Ki67 Proliferating),Tumor
2599,2600,Tumor 4,Tumor
2566,2567,Tumor 4,Tumor
2598,2599,Tumor 4,Tumor
2589,2590,Tumor 4,Tumor
2530,2531,Tumor 1,Tumor
245,246,Tumor 1,Tumor
244,245,Tumor 1,Tumor
216,217,Tumor 1,Tumor
168,169,Tumor 1,Tumor
863,864,Tumor 1,Tumor
774,775,Tumor 1,Tumor
697,698,Tumor 1,Tumor
671,672,Tumor 1,Tumor
554,555,Tumor 1,Tumor
593,594,Tumor 7,Tumor
807,808,Tumor 3,Tumor
