,CELL_ID,CELL_TYPE,CELL_CLASS
119,120,Tumor 2 (Ki67 Proliferating),Tumor
135,136,Tumor 2 (Ki67 Proliferating),Tumor
587,588,Tumor 4,Tumor
59,60,Tumor 2 (Ki67 Proliferating),Tumor
89,90,Tumor 2 (Ki67 Proliferating),Tumor
33,34,Tumor 4,Tumor
78,79,Tumor 2 (Ki67 Proliferating),Tumor
279,280,Tumor 1,Tumor
178,179,Tumor 3,Tumor
155,156,Tumor 3,Tumor
201,202,Tumor 3,Tumor
249,250,Tumor 3,Tumor
1168,1169,Tumor 4,Tumor
1351,1352,Tumor 4,Tumor
1409,1410,Tumor 4,Tumor
368,369,Tumor 1,Tumor
384,385,Tumor 2 (Ki67 Proliferating),Tumor
712,713,Tumor 1,Tumor
778,779,Tumor 1,Tumor
723,724,Tumor 6 / DC,Tumor
745,746,Tumor 1,Tumor
1145,1146,Tumor 2 (Ki67 Proliferating),Tumor
103,104,Tumor 3,Tumor
84,85,Tumor 2 (Ki67 Proliferating),Tumor
98,99,Tumor 2 (Ki67 Proliferating),Tumor
60,61,Tumor 3,Tumor
50,51,Tumor 2 (Ki67 Proliferating),Tumor
270,271,Tumor 3,Tumor
114,115,Tumor 2 (Ki67 Proliferating),Tumor
150,151,Tumor 3,Tumor
151,152,Tumor 3,Tumor
226,227,Tumor 2 (Ki67 Proliferating),Tumor
188,189,Tumor 3,Tumor
254,255,Tumor 6 / DC,Tumor
168,169,Tumor 1,Tumor
187,188,Tumor 1,Tumor
205,206,Tumor 1,Tumor
248,249,Tumor 2 (Ki67 Proliferating),Tumor
1459,1460,Tumor 7,Tumor
1508,1509,Tumor 3,Tumor
1574,1575,Tumor 1,Tumor
1466,1467,Tumor 7,Tumor
1473,1474,Tumor 1,Tumor
903,904,Tumor 1,Tumor
1187,1188,Tumor 1,Tumor
1245,1246,Tumor 3,Tumor
1239,1240,Tumor 6 / DC,Tumor
77,78,Tumor 4,Tumor
2084,2085,Tumor 3,Tumor
2358,2359,Tumor 7,Tumor
1371,1372,Tumor 2 (Ki67 Proliferating),Tumor
1370,1371,Tumor 7,Tumor
1430,1431,Tumor 7,Tumor
1419,1420,Tumor 7,Tumor
1410,1411,Tumor 3,Tumor
352,353,Tumor 1,Tumor
320,321,Tumor 1,Tumor
696,697,Tumor 1,Tumor
568,569,Tumor 7,Tumor
458,459,Tumor 1,Tumor
405,406,Tumor 1,Tumor
433,434,Tumor 2 (Ki67 Proliferating),Tumor
467,468,Tumor 7,Tumor
488,489,Tumor 2 (Ki67 Proliferating),Tumor
750,751,Tumor 6 / DC,Tumor
781,782,Tumor 1,Tumor
720,721,Tumor 1,Tumor
773,774,Tumor 1,Tumor
724,725,Tumor 7,Tumor
777,778,Tumor 1,Tumor
797,798,Tumor 1,Tumor
734,735,Tumor 1,Tumor
747,748,Tumor 4,Tumor
868,869,Tumor 1,Tumor
828,829,Tumor 1,Tumor
