,CELL_ID,CELL_TYPE,CELL_CLASS
2,3,Tumor 4,Tumor
195,196,Tumor 4,Tumor
463,464,Tumor 7,Tumor
559,560,Tumor 4,Tumor
488,489,Tumor 3,Tumor
440,441,Tumor 7,Tumor
450,451,Tumor 7,Tumor
12,13,Tumor 4,Tumor
634,635,Tumor 7,Tumor
595,596,Tumor 4,Tumor
683,684,Tumor 4,Tumor
654,655,Tumor 7,Tumor
1020,1021,Tumor 3,Tumor
1023,1024,Tumor 4,Tumor
1017,1018,Tumor 4,Tumor
1022,1023,Tumor 4,Tumor
1019,1020,Tumor 6 / DC,Tumor
33,34,Tumor 4,Tumor
28,29,Tumor 4,Tumor
113,114,Tumor 4,Tumor
671,672,Tumor 7,Tumor
653,654,Tumor 7,Tumor
682,683,Tumor 7,Tumor
566,567,Tumor 7,Tumor
498,499,Tumor 7,Tumor
635,636,Tumor 7,Tumor
862,863,Tumor 7,Tumor
854,855,Tumor 6 / DC,Tumor
875,876,Tumor 7,Tumor
894,895,Tumor 2 (Ki67 Proliferating),Tumor
893,894,Tumor 7,Tumor
981,982,Tumor 6 / DC,Tumor
984,985,Tumor 2 (Ki67 Proliferating),Tumor
988,989,Tumor 6 / DC,Tumor
1014,1015,Tumor 3,Tumor
1013,1014,Tumor 1,Tumor
1015,1016,Tumor 1,Tumor
1018,1019,Tumor 2 (Ki67 Proliferating),Tumor
950,951,Tumor 4,Tumor
619,620,Tumor 4,Tumor
993,994,Tumor 4,Tumor
1005,1006,Tumor 7,Tumor
1008,1009,Tumor 2 (Ki67 Proliferating),Tumor
978,979,Tumor 4,Tumor
1016,1017,Tumor 4,Tumor
990,991,Tumor 6 / DC,Tumor
979,980,Tumor 6 / DC,Tumor
106,107,Tumor 7,Tumor
84,85,Tumor 6 / DC,Tumor
104,105,Tumor 6 / DC,Tumor
126,127,Tumor 6 / DC,Tumor
573,574,Tumor 7,Tumor
576,577,Tumor 7,Tumor
560,561,Tumor 4,Tumor
470,471,Tumor 7,Tumor
469,470,Tumor 7,Tumor
467,468,Tumor 4,Tumor
491,492,Tumor 7,Tumor
752,753,Tumor 4,Tumor
70,71,Tumor 4,Tumor
305,306,Tumor 7,Tumor
581,582,Tumor 7,Tumor
426,427,Tumor 7,Tumor
410,411,Tumor 6 / DC,Tumor
575,576,Tumor 7,Tumor
473,474,Tumor 7,Tumor
444,445,Tumor 7,Tumor
537,538,Tumor 7,Tumor
547,548,Tumor 7,Tumor
515,516,Tumor 7,Tumor
555,556,Tumor 7,Tumor
695,696,Tumor 1,Tumor
954,955,Tumor 6 / DC,Tumor
959,960,Tumor 7,Tumor
880,881,Tumor 1,Tumor
417,418,Tumor 2 (Ki67 Proliferating),Tumor
430,431,Tumor 7,Tumor
375,376,Tumor 2 (Ki67 Proliferating),Tumor
607,608,Tumor 7,Tumor
602,603,Tumor 7,Tumor
307,308,Tumor 4,Tumor
43,44,Tumor 3,Tumor
50,51,Tumor 4,Tumor
21,22,Tumor 3,Tumor
787,788,Tumor 7,Tumor
830,831,Tumor 4,Tumor
1004,1005,Tumor 6 / DC,Tumor
1012,1013,Tumor 2 (Ki67 Proliferating),Tumor
944,945,Tumor 6 / DC,Tumor
915,916,Tumor 2 (Ki67 Proliferating),Tumor
920,921,Tumor 1,Tumor
902,903,Tumor 7,Tumor
897,898,Tumor 7,Tumor
913,914,Tumor 1,Tumor
879,880,Tumor 4,Tumor
675,676,Tumor 4,Tumor
640,641,Tumor 4,Tumor
650,651,Tumor 4,Tumor
387,388,Tumor 3,Tumor
357,358,Tumor 7,Tumor
407,408,Tumor 4,Tumor
403,404,Tumor 3,Tumor
374,375,Tumor 7,Tumor
422,423,Tumor 4,Tumor
961,962,Tumor 7,Tumor
953,954,Tumor 1,Tumor
951,952,Tumor 6 / DC,Tumor
968,969,Tumor 6 / DC,Tumor
80,81,Tumor 6 / DC,Tumor
207,208,Tumor 6 / DC,Tumor
123,124,Tumor 7,Tumor
5,6,Tumor 4,Tumor
72,73,Tumor 7,Tumor
41,42,Tumor 4,Tumor
88,89,Tumor 7,Tumor
