,CELL_ID,CELL_TYPE,CELL_CLASS
472,473,Tumor 1,Tumor
1470,1471,Tumor 7,Tumor
20,21,Tumor 2 (Ki67 Proliferating),Tumor
338,339,Tumor 4,Tumor
428,429,Tumor 1,Tumor
456,457,Tumor 7,Tumor
543,544,Tumor 1,Tumor
508,509,Tumor 1,Tumor
565,566,Tumor 1,Tumor
585,586,Tumor 1,Tumor
524,525,Tumor 1,Tumor
587,588,Tumor 1,Tumor
649,650,Tumor 1,Tumor
1460,1461,Tumor 7,Tumor
1533,1534,Tumor 3,Tumor
249,250,Tumor 1,Tumor
630,631,Tumor 1,Tumor
626,627,Tumor 1,Tumor
546,547,Tumor 7,Tumor
505,506,Tumor 1,Tumor
450,451,Tumor 1,Tumor
755,756,Tumor 1,Tumor
1003,1004,Tumor 7,Tumor
934,935,Tumor 1,Tumor
1819,1820,Tumor 1,Tumor
1830,1831,Tumor 1,Tumor
1862,1863,Tumor 1,Tumor
1698,1699,Tumor 7,Tumor
1544,1545,Tumor 7,Tumor
1605,1606,Tumor 7,Tumor
1667,1668,Tumor 1,Tumor
162,163,Tumor 7,Tumor
0,1,Tumor 4,Tumor
326,327,Tumor 3,Tumor
9,10,Tumor 4,Tumor
51,52,Tumor 2 (Ki67 Proliferating),Tumor
2397,2398,Tumor 7,Tumor
711,712,Tumor 7,Tumor
637,638,Tumor 2 (Ki67 Proliferating),Tumor
685,686,Tumor 7,Tumor
725,726,Tumor 7,Tumor
643,644,Tumor 7,Tumor
650,651,Tumor 1,Tumor
731,732,Tumor 3,Tumor
1476,1477,Tumor 7,Tumor
653,654,Tumor 7,Tumor
28,29,Tumor 7,Tumor
684,685,Tumor 7,Tumor
802,803,Tumor 3,Tumor
66,67,Tumor 1,Tumor
422,423,Tumor 2 (Ki67 Proliferating),Tumor
13,14,Tumor 2 (Ki67 Proliferating),Tumor
1899,1900,Tumor 1,Tumor
1937,1938,Tumor 7,Tumor
1969,1970,Tumor 1,Tumor
1869,1870,Tumor 7,Tumor
1828,1829,Tumor 2 (Ki67 Proliferating),Tumor
2379,2380,Tumor 7,Tumor
1259,1260,Tumor 1,Tumor
1148,1149,Tumor 7,Tumor
1203,1204,Tumor 7,Tumor
1177,1178,Tumor 1,Tumor
1054,1055,Tumor 1,Tumor
1466,1467,Tumor 7,Tumor
2541,2542,Tumor 3,Tumor
2564,2565,Tumor 1,Tumor
2402,2403,Tumor 7,Tumor
2615,2616,Tumor 4,Tumor
2592,2593,Tumor 4,Tumor
2639,2640,Tumor 4,Tumor
2551,2552,Tumor 1,Tumor
2502,2503,Tumor 1,Tumor
394,395,Tumor 1,Tumor
311,312,Tumor 1,Tumor
292,293,Tumor 7,Tumor
136,137,Tumor 4,Tumor
703,704,Tumor 1,Tumor
782,783,Tumor 7,Tumor
672,673,Tumor 1,Tumor
714,715,Tumor 1,Tumor
675,676,Tumor 7,Tumor
1176,1177,Tumor 7,Tumor
1163,1164,Tumor 7,Tumor
1385,1386,Tumor 4,Tumor
1696,1697,Tumor 1,Tumor
1629,1630,Tumor 1,Tumor
1598,1599,Tumor 7,Tumor
1802,1803,Tumor 7,Tumor
1718,1719,Tumor 3,Tumor
1418,1419,Tumor 7,Tumor
1465,1466,Tumor 7,Tumor
