,CELL_ID,CELL_TYPE,CELL_CLASS
2097,2098,Tumor 4,Tumor
2171,2172,Tumor 1,Tumor
1111,1112,Tumor 4,Tumor
536,537,Tumor 1,Tumor
1902,1903,Tumor 1,Tumor
2222,2223,Tumor 1,Tumor
818,819,Tumor 1,Tumor
876,877,Tumor 1,Tumor
2243,2244,Tumor 7,Tumor
2258,2259,Tumor 4,Tumor
2271,2272,Tumor 1,Tumor
2265,2266,Tumor 4,Tumor
2276,2277,Tumor 4,Tumor
1637,1638,Tumor 1,Tumor
2176,2177,Tumor 3,Tumor
2230,2231,Tumor 7,Tumor
2241,2242,Tumor 7,Tumor
1977,1978,Tumor 4,Tumor
1956,1957,Tumor 6 / DC,Tumor
2186,2187,Tumor 1,Tumor
2201,2202,Tumor 1,Tumor
2227,2228,Tumor 6 / DC,Tumor
2209,2210,Tumor 3,Tumor
2223,2224,Tumor 6 / DC,Tumor
2259,2260,Tumor 1,Tumor
2047,2048,Tumor 2 (Ki67 Proliferating),Tumor
1951,1952,Tumor 3,Tumor
1968,1969,Tumor 7,Tumor
2053,2054,Tumor 2 (Ki67 Proliferating),Tumor
2193,2194,Tumor 2 (Ki67 Proliferating),Tumor
2196,2197,Tumor 6 / DC,Tumor
2178,2179,Tumor 2 (Ki67 Proliferating),Tumor
2137,2138,Tumor 2 (Ki67 Proliferating),Tumor
2174,2175,Tumor 2 (Ki67 Proliferating),Tumor
2155,2156,Tumor 7,Tumor
2232,2233,Tumor 7,Tumor
2267,2268,Tumor 2 (Ki67 Proliferating),Tumor
2256,2257,Tumor 2 (Ki67 Proliferating),Tumor
2218,2219,Tumor 7,Tumor
2203,2204,Tumor 2 (Ki67 Proliferating),Tumor
1917,1918,Tumor 6 / DC,Tumor
1825,1826,Tumor 1,Tumor
1776,1777,Tumor 1,Tumor
2010,2011,Tumor 1,Tumor
1926,1927,Tumor 2 (Ki67 Proliferating),Tumor
1624,1625,Tumor 2 (Ki67 Proliferating),Tumor
1942,1943,Tumor 6 / DC,Tumor
1892,1893,Tumor 3,Tumor
1899,1900,Tumor 2 (Ki67 Proliferating),Tumor
1798,1799,Tumor 7,Tumor
