,CELL_ID,CELL_TYPE,CELL_CLASS
8,9,Tumor 3,Tumor
3,4,Tumor 1,Tumor
10,11,Tumor 3,Tumor
1,2,Tumor 1,Tumor
2369,2370,Tumor 6 / DC,Tumor
2411,2412,Tumor 6 / DC,Tumor
2377,2378,Tumor 6 / DC,Tumor
405,406,Tumor 1,Tumor
2981,2982,Tumor 1,Tumor
2419,2420,Tumor 6 / DC,Tumor
19,20,Tumor 3,Tumor
1173,1174,Tumor 3,Tumor
1256,1257,Tumor 4,Tumor
438,439,Tumor 7,Tumor
428,429,Tumor 1,Tumor
773,774,Tumor 1,Tumor
818,819,Tumor 4,Tumor
1579,1580,Tumor 4,Tumor
1094,1095,Tumor 4,Tumor
1037,1038,Tumor 4,Tumor
1039,1040,Tumor 4,Tumor
1771,1772,Tumor 2 (Ki67 Proliferating),Tumor
1796,1797,Tumor 3,Tumor
2630,2631,Tumor 3,Tumor
3073,3074,Tumor 1,Tumor
3057,3058,Tumor 4,Tumor
2297,2298,Tumor 7,Tumor
1423,1424,Tumor 4,Tumor
511,512,Tumor 7,Tumor
515,516,Tumor 1,Tumor
458,459,Tumor 7,Tumor
566,567,Tumor 7,Tumor
2037,2038,Tumor 7,Tumor
90,91,Tumor 4,Tumor
2161,2162,Tumor 7,Tumor
2143,2144,Tumor 3,Tumor
2218,2219,Tumor 4,Tumor
3000,3001,Tumor 4,Tumor
3015,3016,Tumor 3,Tumor
3079,3080,Tumor 4,Tumor
3028,3029,Tumor 4,Tumor
3052,3053,Tumor 3,Tumor
7,8,Tumor 2 (Ki67 Proliferating),Tumor
15,16,Tumor 1,Tumor
14,15,Tumor 2 (Ki67 Proliferating),Tumor
6,7,Tumor 2 (Ki67 Proliferating),Tumor
0,1,Tumor 2 (Ki67 Proliferating),Tumor
5,6,Tumor 2 (Ki67 Proliferating),Tumor
843,844,Tumor 1,Tumor
441,442,Tumor 1,Tumor
409,410,Tumor 3,Tumor
493,494,Tumor 1,Tumor
384,385,Tumor 3,Tumor
366,367,Tumor 1,Tumor
1297,1298,Tumor 2 (Ki67 Proliferating),Tumor
1386,1387,Tumor 1,Tumor
1851,1852,Tumor 2 (Ki67 Proliferating),Tumor
777,778,Tumor 3,Tumor
1199,1200,Tumor 4,Tumor
1152,1153,Tumor 4,Tumor
1084,1085,Tumor 4,Tumor
1080,1081,Tumor 4,Tumor
1172,1173,Tumor 1,Tumor
1161,1162,Tumor 3,Tumor
2239,2240,Tumor 4,Tumor
2184,2185,Tumor 4,Tumor
2241,2242,Tumor 4,Tumor
1374,1375,Tumor 4,Tumor
2357,2358,Tumor 7,Tumor
2343,2344,Tumor 4,Tumor
2814,2815,Tumor 1,Tumor
2876,2877,Tumor 1,Tumor
2613,2614,Tumor 6 / DC,Tumor
2924,2925,Tumor 1,Tumor
2917,2918,Tumor 1,Tumor
3082,3083,Tumor 1,Tumor
3072,3073,Tumor 3,Tumor
3081,3082,Tumor 3,Tumor
3085,3086,Tumor 7,Tumor
2189,2190,Tumor 1,Tumor
2111,2112,Tumor 1,Tumor
2094,2095,Tumor 4,Tumor
2501,2502,Tumor 7,Tumor
