,CELL_ID,CELL_TYPE,CELL_CLASS
176,177,Tumor 7,Tumor
140,141,Tumor 7,Tumor
105,106,Tumor 1,Tumor
135,136,Tumor 4,Tumor
578,579,Tumor 1,Tumor
218,219,Tumor 1,Tumor
180,181,Tumor 1,Tumor
18,19,Tumor 7,Tumor
1161,1162,Tumor 7,Tumor
7,8,Tumor 2 (Ki67 Proliferating),Tumor
20,21,Tumor 4,Tumor
37,38,Tumor 2 (Ki67 Proliferating),Tumor
937,938,Tumor 7,Tumor
905,906,Tumor 6 / DC,Tumor
1264,1265,Tumor 1,Tumor
1318,1319,Tumor 1,Tumor
1265,1266,Tumor 7,Tumor
1221,1222,Tumor 6 / DC,Tumor
1243,1244,Tumor 7,Tumor
1185,1186,Tumor 2 (Ki67 Proliferating),Tumor
1218,1219,Tumor 7,Tumor
1170,1171,Tumor 3,Tumor
975,976,Tumor 1,Tumor
854,855,Tumor 6 / DC,Tumor
381,382,Tumor 4,Tumor
637,638,Tumor 4,Tumor
659,660,Tumor 7,Tumor
671,672,Tumor 7,Tumor
487,488,Tumor 6 / DC,Tumor
823,824,Tumor 2 (Ki67 Proliferating),Tumor
277,278,Tumor 7,Tumor
157,158,Tumor 4,Tumor
233,234,Tumor 4,Tumor
257,258,Tumor 3,Tumor
260,261,Tumor 6 / DC,Tumor
292,293,Tumor 7,Tumor
296,297,Tumor 1,Tumor
456,457,Tumor 6 / DC,Tumor
413,414,Tumor 1,Tumor
21,22,Tumor 1,Tumor
34,35,Tumor 1,Tumor
12,13,Tumor 7,Tumor
10,11,Tumor 7,Tumor
763,764,Tumor 6 / DC,Tumor
816,817,Tumor 6 / DC,Tumor
770,771,Tumor 3,Tumor
821,822,Tumor 3,Tumor
789,790,Tumor 7,Tumor
744,745,Tumor 2 (Ki67 Proliferating),Tumor
774,775,Tumor 1,Tumor
665,666,Tumor 1,Tumor
335,336,Tumor 6 / DC,Tumor
365,366,Tumor 6 / DC,Tumor
322,323,Tumor 5,Tumor
210,211,Tumor 4,Tumor
125,126,Tumor 1,Tumor
126,127,Tumor 7,Tumor
165,166,Tumor 1,Tumor
87,88,Tumor 1,Tumor
111,112,Tumor 1,Tumor
57,58,Tumor 1,Tumor
86,87,Tumor 6 / DC,Tumor
263,264,Tumor 5,Tumor
215,216,Tumor 2 (Ki67 Proliferating),Tumor
284,285,Tumor 4,Tumor
375,376,Tumor 3,Tumor
300,301,Tumor 2 (Ki67 Proliferating),Tumor
74,75,Tumor 4,Tumor
395,396,Tumor 1,Tumor
427,428,Tumor 6 / DC,Tumor
1271,1272,Tumor 4,Tumor
1129,1130,Tumor 6 / DC,Tumor
934,935,Tumor 1,Tumor
721,722,Tumor 2 (Ki67 Proliferating),Tumor
35,36,Tumor 6 / DC,Tumor
33,34,Tumor 4,Tumor
13,14,Tumor 4,Tumor
48,49,Tumor 3,Tumor
36,37,Tumor 3,Tumor
63,64,Tumor 6 / DC,Tumor
32,33,Tumor 6 / DC,Tumor
1288,1289,Tumor 1,Tumor
1305,1306,Tumor 7,Tumor
1327,1328,Tumor 7,Tumor
1392,1393,Tumor 7,Tumor
1168,1169,Tumor 7,Tumor
1234,1235,Tumor 7,Tumor
1207,1208,Tumor 4,Tumor
1154,1155,Tumor 7,Tumor
1150,1151,Tumor 7,Tumor
1189,1190,Tumor 7,Tumor
1228,1229,Tumor 7,Tumor
1904,1905,Tumor 4,Tumor
1924,1925,Tumor 7,Tumor
1877,1878,Tumor 2 (Ki67 Proliferating),Tumor
1821,1822,Tumor 3,Tumor
1808,1809,Tumor 3,Tumor
1450,1451,Tumor 1,Tumor
804,805,Tumor 7,Tumor
723,724,Tumor 1,Tumor
695,696,Tumor 7,Tumor
680,681,Tumor 4,Tumor
655,656,Tumor 1,Tumor
550,551,Tumor 2 (Ki67 Proliferating),Tumor
496,497,Tumor 1,Tumor
554,555,Tumor 7,Tumor
494,495,Tumor 7,Tumor
303,304,Tumor 3,Tumor
350,351,Tumor 1,Tumor
586,587,Tumor 1,Tumor
524,525,Tumor 7,Tumor
533,534,Tumor 2 (Ki67 Proliferating),Tumor
458,459,Tumor 1,Tumor
689,690,Tumor 7,Tumor
747,748,Tumor 7,Tumor
737,738,Tumor 1,Tumor
543,544,Tumor 1,Tumor
513,514,Tumor 1,Tumor
588,589,Tumor 1,Tumor
573,574,Tumor 1,Tumor
517,518,Tumor 1,Tumor
511,512,Tumor 3,Tumor
754,755,Tumor 2 (Ki67 Proliferating),Tumor
730,731,Tumor 7,Tumor
190,191,Tumor 1,Tumor
209,210,Tumor 1,Tumor
162,163,Tumor 3,Tumor
186,187,Tumor 1,Tumor
245,246,Tumor 7,Tumor
288,289,Tumor 1,Tumor
273,274,Tumor 1,Tumor
256,257,Tumor 7,Tumor
321,322,Tumor 1,Tumor
327,328,Tumor 1,Tumor
333,334,Tumor 1,Tumor
371,372,Tumor 3,Tumor
305,306,Tumor 1,Tumor
307,308,Tumor 1,Tumor
346,347,Tumor 5,Tumor
429,430,Tumor 7,Tumor
398,399,Tumor 1,Tumor
388,389,Tumor 1,Tumor
415,416,Tumor 2 (Ki67 Proliferating),Tumor
474,475,Tumor 1,Tumor
440,441,Tumor 7,Tumor
11,12,Tumor 1,Tumor
42,43,Tumor 1,Tumor
1205,1206,Tumor 1,Tumor
1035,1036,Tumor 1,Tumor
857,858,Tumor 6 / DC,Tumor
863,864,Tumor 3,Tumor
878,879,Tumor 4,Tumor
848,849,Tumor 7,Tumor
829,830,Tumor 7,Tumor
883,884,Tumor 2 (Ki67 Proliferating),Tumor
869,870,Tumor 7,Tumor
904,905,Tumor 6 / DC,Tumor
897,898,Tumor 1,Tumor
877,878,Tumor 1,Tumor
843,844,Tumor 3,Tumor
686,687,Tumor 7,Tumor
491,492,Tumor 7,Tumor
478,479,Tumor 7,Tumor
498,499,Tumor 6 / DC,Tumor
572,573,Tumor 2 (Ki67 Proliferating),Tumor
547,548,Tumor 5,Tumor
526,527,Tumor 7,Tumor
658,659,Tumor 4,Tumor
608,609,Tumor 3,Tumor
643,644,Tumor 3,Tumor
716,717,Tumor 3,Tumor
722,723,Tumor 3,Tumor
678,679,Tumor 4,Tumor
814,815,Tumor 1,Tumor
790,791,Tumor 7,Tumor
312,313,Tumor 6 / DC,Tumor
320,321,Tumor 2 (Ki67 Proliferating),Tumor
282,283,Tumor 3,Tumor
243,244,Tumor 2 (Ki67 Proliferating),Tumor
290,291,Tumor 6 / DC,Tumor
275,276,Tumor 6 / DC,Tumor
128,129,Tumor 2 (Ki67 Proliferating),Tumor
202,203,Tumor 2 (Ki67 Proliferating),Tumor
220,221,Tumor 4,Tumor
230,231,Tumor 6 / DC,Tumor
232,233,Tumor 2 (Ki67 Proliferating),Tumor
214,215,Tumor 6 / DC,Tumor
231,232,Tumor 2 (Ki67 Proliferating),Tumor
76,77,Tumor 1,Tumor
65,66,Tumor 4,Tumor
373,374,Tumor 6 / DC,Tumor
389,390,Tumor 1,Tumor
387,388,Tumor 4,Tumor
408,409,Tumor 4,Tumor
134,135,Tumor 1,Tumor
75,76,Tumor 1,Tumor
99,100,Tumor 1,Tumor
139,140,Tumor 2 (Ki67 Proliferating),Tumor
123,124,Tumor 6 / DC,Tumor
422,423,Tumor 3,Tumor
294,295,Tumor 4,Tumor
354,355,Tumor 2 (Ki67 Proliferating),Tumor
378,379,Tumor 3,Tumor
393,394,Tumor 2 (Ki67 Proliferating),Tumor
404,405,Tumor 2 (Ki67 Proliferating),Tumor
392,393,Tumor 4,Tumor
349,350,Tumor 4,Tumor
334,335,Tumor 6 / DC,Tumor
331,332,Tumor 2 (Ki67 Proliferating),Tumor
412,413,Tumor 2 (Ki67 Proliferating),Tumor
424,425,Tumor 3,Tumor
451,452,Tumor 3,Tumor
374,375,Tumor 3,Tumor
428,429,Tumor 2 (Ki67 Proliferating),Tumor
426,427,Tumor 6 / DC,Tumor
506,507,Tumor 4,Tumor
604,605,Tumor 6 / DC,Tumor
482,483,Tumor 1,Tumor
444,445,Tumor 6 / DC,Tumor
437,438,Tumor 3,Tumor
485,486,Tumor 6 / DC,Tumor
1406,1407,Tumor 4,Tumor
1359,1360,Tumor 5,Tumor
1409,1410,Tumor 2 (Ki67 Proliferating),Tumor
1386,1387,Tumor 2 (Ki67 Proliferating),Tumor
1203,1204,Tumor 3,Tumor
1246,1247,Tumor 6 / DC,Tumor
1284,1285,Tumor 7,Tumor
873,874,Tumor 7,Tumor
865,866,Tumor 7,Tumor
832,833,Tumor 7,Tumor
1102,1103,Tumor 1,Tumor
1096,1097,Tumor 7,Tumor
1106,1107,Tumor 2 (Ki67 Proliferating),Tumor
1082,1083,Tumor 1,Tumor
1085,1086,Tumor 7,Tumor
1103,1104,Tumor 2 (Ki67 Proliferating),Tumor
1099,1100,Tumor 1,Tumor
1162,1163,Tumor 7,Tumor
1165,1166,Tumor 4,Tumor
954,955,Tumor 6 / DC,Tumor
940,941,Tumor 6 / DC,Tumor
980,981,Tumor 3,Tumor
1017,1018,Tumor 2 (Ki67 Proliferating),Tumor
998,999,Tumor 4,Tumor
839,840,Tumor 6 / DC,Tumor
812,813,Tumor 3,Tumor
838,839,Tumor 3,Tumor
912,913,Tumor 6 / DC,Tumor
811,812,Tumor 3,Tumor
888,889,Tumor 6 / DC,Tumor
707,708,Tumor 2 (Ki67 Proliferating),Tumor
633,634,Tumor 2 (Ki67 Proliferating),Tumor
647,648,Tumor 3,Tumor
621,622,Tumor 2 (Ki67 Proliferating),Tumor
497,498,Tumor 4,Tumor
833,834,Tumor 6 / DC,Tumor
1768,1769,Tumor 7,Tumor
82,83,Tumor 2 (Ki67 Proliferating),Tumor
58,59,Tumor 2 (Ki67 Proliferating),Tumor
286,287,Tumor 4,Tumor
239,240,Tumor 6 / DC,Tumor
242,243,Tumor 2 (Ki67 Proliferating),Tumor
222,223,Tumor 2 (Ki67 Proliferating),Tumor
1000,1001,Tumor 7,Tumor
974,975,Tumor 7,Tumor
965,966,Tumor 2 (Ki67 Proliferating),Tumor
1025,1026,Tumor 4,Tumor
1039,1040,Tumor 4,Tumor
993,994,Tumor 7,Tumor
1040,1041,Tumor 1,Tumor
1436,1437,Tumor 1,Tumor
1492,1493,Tumor 7,Tumor
1491,1492,Tumor 7,Tumor
1460,1461,Tumor 1,Tumor
1427,1428,Tumor 7,Tumor
1470,1471,Tumor 1,Tumor
1142,1143,Tumor 1,Tumor
1075,1076,Tumor 4,Tumor
1155,1156,Tumor 4,Tumor
1065,1066,Tumor 4,Tumor
1275,1276,Tumor 2 (Ki67 Proliferating),Tumor
1886,1887,Tumor 7,Tumor
1855,1856,Tumor 7,Tumor
1851,1852,Tumor 6 / DC,Tumor
745,746,Tumor 1,Tumor
738,739,Tumor 7,Tumor
791,792,Tumor 1,Tumor
805,806,Tumor 1,Tumor
755,756,Tumor 1,Tumor
295,296,Tumor 6 / DC,Tumor
370,371,Tumor 3,Tumor
379,380,Tumor 1,Tumor
400,401,Tumor 6 / DC,Tumor
348,349,Tumor 4,Tumor
343,344,Tumor 5,Tumor
368,369,Tumor 6 / DC,Tumor
409,410,Tumor 6 / DC,Tumor
509,510,Tumor 1,Tumor
399,400,Tumor 1,Tumor
357,358,Tumor 1,Tumor
410,411,Tumor 4,Tumor
434,435,Tumor 4,Tumor
479,480,Tumor 1,Tumor
228,229,Tumor 1,Tumor
293,294,Tumor 1,Tumor
508,509,Tumor 4,Tumor
499,500,Tumor 3,Tumor
195,196,Tumor 1,Tumor
217,218,Tumor 7,Tumor
183,184,Tumor 1,Tumor
227,228,Tumor 1,Tumor
159,160,Tumor 1,Tumor
174,175,Tumor 1,Tumor
238,239,Tumor 1,Tumor
276,277,Tumor 6 / DC,Tumor
298,299,Tumor 1,Tumor
216,217,Tumor 1,Tumor
272,273,Tumor 3,Tumor
255,256,Tumor 1,Tumor
1137,1138,Tumor 6 / DC,Tumor
1126,1127,Tumor 2 (Ki67 Proliferating),Tumor
611,612,Tumor 6 / DC,Tumor
589,590,Tumor 2 (Ki67 Proliferating),Tumor
670,671,Tumor 3,Tumor
697,698,Tumor 2 (Ki67 Proliferating),Tumor
727,728,Tumor 4,Tumor
1059,1060,Tumor 2 (Ki67 Proliferating),Tumor
1028,1029,Tumor 6 / DC,Tumor
995,996,Tumor 6 / DC,Tumor
1117,1118,Tumor 3,Tumor
1081,1082,Tumor 6 / DC,Tumor
1111,1112,Tumor 6 / DC,Tumor
1440,1441,Tumor 1,Tumor
1443,1444,Tumor 1,Tumor
1490,1491,Tumor 4,Tumor
1404,1405,Tumor 1,Tumor
1383,1384,Tumor 1,Tumor
919,920,Tumor 6 / DC,Tumor
1358,1359,Tumor 1,Tumor
1315,1316,Tumor 1,Tumor
942,943,Tumor 3,Tumor
1074,1075,Tumor 3,Tumor
1090,1091,Tumor 4,Tumor
1063,1064,Tumor 6 / DC,Tumor
945,946,Tumor 3,Tumor
1119,1120,Tumor 4,Tumor
782,783,Tumor 6 / DC,Tumor
810,811,Tumor 3,Tumor
735,736,Tumor 1,Tumor
760,761,Tumor 1,Tumor
793,794,Tumor 7,Tumor
204,205,Tumor 3,Tumor
200,201,Tumor 2 (Ki67 Proliferating),Tumor
287,288,Tumor 3,Tumor
240,241,Tumor 5,Tumor
253,254,Tumor 6 / DC,Tumor
291,292,Tumor 6 / DC,Tumor
16,17,Tumor 1,Tumor
49,50,Tumor 1,Tumor
22,23,Tumor 3,Tumor
28,29,Tumor 6 / DC,Tumor
69,70,Tumor 1,Tumor
77,78,Tumor 4,Tumor
25,26,Tumor 3,Tumor
133,134,Tumor 1,Tumor
93,94,Tumor 3,Tumor
769,770,Tumor 6 / DC,Tumor
318,319,Tumor 6 / DC,Tumor
486,487,Tumor 2 (Ki67 Proliferating),Tumor
446,447,Tumor 6 / DC,Tumor
516,517,Tumor 3,Tumor
507,508,Tumor 4,Tumor
490,491,Tumor 6 / DC,Tumor
553,554,Tumor 2 (Ki67 Proliferating),Tumor
464,465,Tumor 1,Tumor
484,485,Tumor 4,Tumor
1354,1355,Tumor 4,Tumor
1385,1386,Tumor 5,Tumor
1350,1351,Tumor 2 (Ki67 Proliferating),Tumor
1171,1172,Tumor 2 (Ki67 Proliferating),Tumor
1152,1153,Tumor 4,Tumor
1334,1335,Tumor 7,Tumor
1306,1307,Tumor 7,Tumor
1398,1399,Tumor 7,Tumor
1447,1448,Tumor 7,Tumor
1435,1436,Tumor 7,Tumor
1376,1377,Tumor 7,Tumor
1469,1470,Tumor 6 / DC,Tumor
1485,1486,Tumor 7,Tumor
1379,1380,Tumor 7,Tumor
1328,1329,Tumor 6 / DC,Tumor
1369,1370,Tumor 6 / DC,Tumor
1399,1400,Tumor 2 (Ki67 Proliferating),Tumor
1248,1249,Tumor 7,Tumor
1266,1267,Tumor 7,Tumor
1212,1213,Tumor 7,Tumor
1193,1194,Tumor 1,Tumor
1250,1251,Tumor 7,Tumor
351,352,Tumor 2 (Ki67 Proliferating),Tumor
830,831,Tumor 2 (Ki67 Proliferating),Tumor
931,932,Tumor 7,Tumor
802,803,Tumor 7,Tumor
762,763,Tumor 7,Tumor
794,795,Tumor 2 (Ki67 Proliferating),Tumor
1076,1077,Tumor 7,Tumor
1036,1037,Tumor 1,Tumor
997,998,Tumor 2 (Ki67 Proliferating),Tumor
1012,1013,Tumor 7,Tumor
1047,1048,Tumor 2 (Ki67 Proliferating),Tumor
1049,1050,Tumor 7,Tumor
970,971,Tumor 7,Tumor
1110,1111,Tumor 3,Tumor
1068,1069,Tumor 2 (Ki67 Proliferating),Tumor
1069,1070,Tumor 6 / DC,Tumor
1146,1147,Tumor 6 / DC,Tumor
1141,1142,Tumor 6 / DC,Tumor
1467,1468,Tumor 6 / DC,Tumor
887,888,Tumor 3,Tumor
901,902,Tumor 3,Tumor
935,936,Tumor 6 / DC,Tumor
759,760,Tumor 2 (Ki67 Proliferating),Tumor
862,863,Tumor 6 / DC,Tumor
766,767,Tumor 3,Tumor
852,853,Tumor 3,Tumor
868,869,Tumor 1,Tumor
913,914,Tumor 6 / DC,Tumor
891,892,Tumor 5,Tumor
842,843,Tumor 5,Tumor
797,798,Tumor 2 (Ki67 Proliferating),Tumor
1032,1033,Tumor 6 / DC,Tumor
951,952,Tumor 6 / DC,Tumor
964,965,Tumor 6 / DC,Tumor
921,922,Tumor 7,Tumor
915,916,Tumor 6 / DC,Tumor
896,897,Tumor 6 / DC,Tumor
867,868,Tumor 2 (Ki67 Proliferating),Tumor
799,800,Tumor 6 / DC,Tumor
840,841,Tumor 3,Tumor
757,758,Tumor 2 (Ki67 Proliferating),Tumor
808,809,Tumor 2 (Ki67 Proliferating),Tumor
615,616,Tumor 2 (Ki67 Proliferating),Tumor
828,829,Tumor 6 / DC,Tumor
870,871,Tumor 6 / DC,Tumor
831,832,Tumor 6 / DC,Tumor
856,857,Tumor 6 / DC,Tumor
715,716,Tumor 3,Tumor
1627,1628,Tumor 5,Tumor
1563,1564,Tumor 7,Tumor
1600,1601,Tumor 5,Tumor
1604,1605,Tumor 2 (Ki67 Proliferating),Tumor
1554,1555,Tumor 3,Tumor
1736,1737,Tumor 7,Tumor
1727,1728,Tumor 1,Tumor
1503,1504,Tumor 4,Tumor
1475,1476,Tumor 6 / DC,Tumor
1525,1526,Tumor 6 / DC,Tumor
1577,1578,Tumor 3,Tumor
1697,1698,Tumor 3,Tumor
1666,1667,Tumor 4,Tumor
1925,1926,Tumor 1,Tumor
1942,1943,Tumor 6 / DC,Tumor
1876,1877,Tumor 4,Tumor
1928,1929,Tumor 6 / DC,Tumor
89,90,Tumor 7,Tumor
84,85,Tumor 3,Tumor
59,60,Tumor 3,Tumor
55,56,Tumor 6 / DC,Tumor
79,80,Tumor 6 / DC,Tumor
234,235,Tumor 3,Tumor
1506,1507,Tumor 7,Tumor
1509,1510,Tumor 7,Tumor
1582,1583,Tumor 3,Tumor
1566,1567,Tumor 6 / DC,Tumor
1514,1515,Tumor 7,Tumor
1659,1660,Tumor 7,Tumor
1635,1636,Tumor 6 / DC,Tumor
1786,1787,Tumor 7,Tumor
1827,1828,Tumor 6 / DC,Tumor
1683,1684,Tumor 3,Tumor
1944,1945,Tumor 6 / DC,Tumor
1918,1919,Tumor 6 / DC,Tumor
1935,1936,Tumor 3,Tumor
468,469,Tumor 1,Tumor
518,519,Tumor 7,Tumor
522,523,Tumor 7,Tumor
488,489,Tumor 1,Tumor
443,444,Tumor 4,Tumor
438,439,Tumor 1,Tumor
467,468,Tumor 1,Tumor
432,433,Tumor 1,Tumor
465,466,Tumor 1,Tumor
441,442,Tumor 1,Tumor
366,367,Tumor 1,Tumor
