,CELL_ID,CELL_TYPE,CELL_CLASS
162,163,Tumor 2 (Ki67 Proliferating),Tumor
182,183,Tumor 4,Tumor
78,79,Tumor 1,Tumor
1491,1492,Tumor 3,Tumor
1635,1636,Tumor 3,Tumor
1657,1658,Tumor 4,Tumor
202,203,Tumor 4,Tumor
1307,1308,Tumor 4,Tumor
700,701,Tumor 2 (Ki67 Proliferating),Tumor
733,734,Tumor 1,Tumor
1423,1424,Tumor 1,Tumor
1387,1388,Tumor 1,Tumor
84,85,Tumor 4,Tumor
52,53,Tumor 4,Tumor
293,294,Tumor 1,Tumor
254,255,Tumor 4,Tumor
302,303,Tumor 1,Tumor
227,228,Tumor 2 (Ki67 Proliferating),Tumor
50,51,Tumor 1,Tumor
62,63,Tumor 1,Tumor
43,44,Tumor 4,Tumor
83,84,Tumor 1,Tumor
747,748,Tumor 1,Tumor
1562,1563,Tumor 3,Tumor
1638,1639,Tumor 7,Tumor
1672,1673,Tumor 3,Tumor
1464,1465,Tumor 4,Tumor
1525,1526,Tumor 4,Tumor
1276,1277,Tumor 4,Tumor
1533,1534,Tumor 4,Tumor
1555,1556,Tumor 3,Tumor
169,170,Tumor 4,Tumor
702,703,Tumor 4,Tumor
600,601,Tumor 4,Tumor
647,648,Tumor 4,Tumor
1413,1414,Tumor 3,Tumor
1353,1354,Tumor 3,Tumor
1389,1390,Tumor 3,Tumor
1359,1360,Tumor 4,Tumor
1309,1310,Tumor 4,Tumor
1296,1297,Tumor 3,Tumor
1310,1311,Tumor 3,Tumor
1231,1232,Tumor 2 (Ki67 Proliferating),Tumor
1274,1275,Tumor 4,Tumor
1125,1126,Tumor 4,Tumor
1318,1319,Tumor 4,Tumor
1283,1284,Tumor 4,Tumor
139,140,Tumor 6 / DC,Tumor
1325,1326,Tumor 1,Tumor
1373,1374,Tumor 1,Tumor
1224,1225,Tumor 2 (Ki67 Proliferating),Tumor
1200,1201,Tumor 1,Tumor
1277,1278,Tumor 2 (Ki67 Proliferating),Tumor
1238,1239,Tumor 2 (Ki67 Proliferating),Tumor
1280,1281,Tumor 1,Tumor
1281,1282,Tumor 2 (Ki67 Proliferating),Tumor
1142,1143,Tumor 1,Tumor
744,745,Tumor 1,Tumor
874,875,Tumor 1,Tumor
756,757,Tumor 7,Tumor
714,715,Tumor 1,Tumor
1230,1231,Tumor 1,Tumor
1702,1703,Tumor 1,Tumor
1660,1661,Tumor 1,Tumor
1579,1580,Tumor 1,Tumor
1301,1302,Tumor 1,Tumor
1636,1637,Tumor 1,Tumor
1554,1555,Tumor 2 (Ki67 Proliferating),Tumor
1646,1647,Tumor 1,Tumor
1273,1274,Tumor 7,Tumor
1377,1378,Tumor 1,Tumor
1378,1379,Tumor 1,Tumor
2487,2488,Tumor 1,Tumor
2463,2464,Tumor 1,Tumor
2525,2526,Tumor 1,Tumor
2442,2443,Tumor 1,Tumor
2472,2473,Tumor 4,Tumor
2337,2338,Tumor 1,Tumor
1869,1870,Tumor 1,Tumor
1825,1826,Tumor 1,Tumor
1766,1767,Tumor 1,Tumor
1957,1958,Tumor 1,Tumor
2106,2107,Tumor 1,Tumor
1291,1292,Tumor 1,Tumor
1290,1291,Tumor 2 (Ki67 Proliferating),Tumor
1521,1522,Tumor 4,Tumor
1522,1523,Tumor 3,Tumor
1584,1585,Tumor 1,Tumor
1618,1619,Tumor 3,Tumor
1681,1682,Tumor 3,Tumor
14,15,Tumor 4,Tumor
389,390,Tumor 1,Tumor
356,357,Tumor 1,Tumor
345,346,Tumor 1,Tumor
373,374,Tumor 1,Tumor
325,326,Tumor 2 (Ki67 Proliferating),Tumor
343,344,Tumor 2 (Ki67 Proliferating),Tumor
121,122,Tumor 2 (Ki67 Proliferating),Tumor
108,109,Tumor 1,Tumor
709,710,Tumor 4,Tumor
1650,1651,Tumor 3,Tumor
1557,1558,Tumor 4,Tumor
1364,1365,Tumor 4,Tumor
1495,1496,Tumor 1,Tumor
1417,1418,Tumor 1,Tumor
1326,1327,Tumor 2 (Ki67 Proliferating),Tumor
1192,1193,Tumor 1,Tumor
1591,1592,Tumor 3,Tumor
1391,1392,Tumor 4,Tumor
1403,1404,Tumor 4,Tumor
1305,1306,Tumor 3,Tumor
1292,1293,Tumor 3,Tumor
1323,1324,Tumor 3,Tumor
1153,1154,Tumor 4,Tumor
987,988,Tumor 4,Tumor
719,720,Tumor 4,Tumor
695,696,Tumor 4,Tumor
1093,1094,Tumor 4,Tumor
786,787,Tumor 4,Tumor
1346,1347,Tumor 4,Tumor
1233,1234,Tumor 4,Tumor
1598,1599,Tumor 3,Tumor
1541,1542,Tumor 7,Tumor
1576,1577,Tumor 3,Tumor
1588,1589,Tumor 7,Tumor
1467,1468,Tumor 3,Tumor
1361,1362,Tumor 1,Tumor
799,800,Tumor 4,Tumor
1087,1088,Tumor 3,Tumor
1061,1062,Tumor 4,Tumor
1092,1093,Tumor 4,Tumor
610,611,Tumor 1,Tumor
1239,1240,Tumor 3,Tumor
1270,1271,Tumor 3,Tumor
1234,1235,Tumor 3,Tumor
1139,1140,Tumor 4,Tumor
1207,1208,Tumor 4,Tumor
1286,1287,Tumor 3,Tumor
1188,1189,Tumor 4,Tumor
1228,1229,Tumor 3,Tumor
1240,1241,Tumor 3,Tumor
1143,1144,Tumor 3,Tumor
1187,1188,Tumor 4,Tumor
1177,1178,Tumor 3,Tumor
1126,1127,Tumor 4,Tumor
211,212,Tumor 4,Tumor
208,209,Tumor 4,Tumor
214,215,Tumor 1,Tumor
731,732,Tumor 3,Tumor
938,939,Tumor 4,Tumor
310,311,Tumor 1,Tumor
39,40,Tumor 4,Tumor
155,156,Tumor 1,Tumor
1293,1294,Tumor 7,Tumor
