,CELL_ID,CELL_TYPE,CELL_CLASS
1042,1043,Tumor 4,Tumor
156,157,Tumor 4,Tumor
136,137,Tumor 4,Tumor
84,85,Tumor 2 (Ki67 Proliferating),Tumor
7,8,Tumor 2 (Ki67 Proliferating),Tumor
2175,2176,Tumor 4,Tumor
673,674,Tumor 2 (Ki67 Proliferating),Tumor
21,22,Tumor 2 (Ki67 Proliferating),Tumor
1399,1400,Tumor 1,Tumor
1266,1267,Tumor 1,Tumor
1311,1312,Tumor 1,Tumor
2194,2195,Tumor 4,Tumor
2177,2178,Tumor 1,Tumor
1385,1386,Tumor 1,Tumor
1441,1442,Tumor 1,Tumor
1553,1554,Tumor 1,Tumor
1482,1483,Tumor 1,Tumor
1512,1513,Tumor 1,Tumor
497,498,Tumor 4,Tumor
429,430,Tumor 4,Tumor
190,191,Tumor 1,Tumor
746,747,Tumor 1,Tumor
861,862,Tumor 2 (Ki67 Proliferating),Tumor
767,768,Tumor 2 (Ki67 Proliferating),Tumor
11,12,Tumor 2 (Ki67 Proliferating),Tumor
17,18,Tumor 2 (Ki67 Proliferating),Tumor
9,10,Tumor 2 (Ki67 Proliferating),Tumor
29,30,Tumor 2 (Ki67 Proliferating),Tumor
1226,1227,Tumor 1,Tumor
2,3,Tumor 2 (Ki67 Proliferating),Tumor
0,1,Tumor 2 (Ki67 Proliferating),Tumor
19,20,Tumor 3,Tumor
12,13,Tumor 2 (Ki67 Proliferating),Tumor
1235,1236,Tumor 1,Tumor
1260,1261,Tumor 1,Tumor
1269,1270,Tumor 1,Tumor
1297,1298,Tumor 1,Tumor
1317,1318,Tumor 1,Tumor
2180,2181,Tumor 2 (Ki67 Proliferating),Tumor
2191,2192,Tumor 4,Tumor
2043,2044,Tumor 4,Tumor
2082,2083,Tumor 3,Tumor
1923,1924,Tumor 3,Tumor
1865,1866,Tumor 4,Tumor
2100,2101,Tumor 1,Tumor
1485,1486,Tumor 1,Tumor
1534,1535,Tumor 1,Tumor
1661,1662,Tumor 3,Tumor
1721,1722,Tumor 2 (Ki67 Proliferating),Tumor
201,202,Tumor 2 (Ki67 Proliferating),Tumor
152,153,Tumor 2 (Ki67 Proliferating),Tumor
97,98,Tumor 2 (Ki67 Proliferating),Tumor
267,268,Tumor 3,Tumor
257,258,Tumor 2 (Ki67 Proliferating),Tumor
246,247,Tumor 2 (Ki67 Proliferating),Tumor
217,218,Tumor 2 (Ki67 Proliferating),Tumor
407,408,Tumor 3,Tumor
389,390,Tumor 3,Tumor
393,394,Tumor 3,Tumor
425,426,Tumor 3,Tumor
355,356,Tumor 3,Tumor
287,288,Tumor 2 (Ki67 Proliferating),Tumor
328,329,Tumor 3,Tumor
