,CELL_ID,CELL_TYPE,CELL_CLASS
1047,1048,Tumor 4,Tumor
1038,1039,Tumor 4,Tumor
1040,1041,Tumor 2 (Ki67 Proliferating),Tumor
1042,1043,Tumor 4,Tumor
1043,1044,Tumor 4,Tumor
0,1,Tumor 4,Tumor
99,100,Tumor 1,Tumor
359,360,Tumor 1,Tumor
3,4,Tumor 2 (Ki67 Proliferating),Tumor
10,11,Tumor 7,Tumor
6,7,Tumor 6 / DC,Tumor
5,6,Tumor 7,Tumor
385,386,Tumor 7,Tumor
1055,1056,Tumor 4,Tumor
2,3,Tumor 4,Tumor
1107,1108,Tumor 4,Tumor
463,464,Tumor 7,Tumor
473,474,Tumor 7,Tumor
453,454,Tumor 7,Tumor
448,449,Tumor 7,Tumor
464,465,Tumor 1,Tumor
456,457,Tumor 7,Tumor
619,620,Tumor 4,Tumor
712,713,Tumor 4,Tumor
442,443,Tumor 4,Tumor
965,966,Tumor 4,Tumor
823,824,Tumor 4,Tumor
993,994,Tumor 4,Tumor
1032,1033,Tumor 4,Tumor
11,12,Tumor 6 / DC,Tumor
108,109,Tumor 3,Tumor
838,839,Tumor 4,Tumor
966,967,Tumor 4,Tumor
94,95,Tumor 2 (Ki67 Proliferating),Tumor
116,117,Tumor 7,Tumor
58,59,Tumor 4,Tumor
869,870,Tumor 7,Tumor
419,420,Tumor 6 / DC,Tumor
460,461,Tumor 7,Tumor
388,389,Tumor 7,Tumor
392,393,Tumor 7,Tumor
422,423,Tumor 7,Tumor
443,444,Tumor 7,Tumor
437,438,Tumor 1,Tumor
465,466,Tumor 7,Tumor
611,612,Tumor 7,Tumor
617,618,Tumor 7,Tumor
716,717,Tumor 7,Tumor
412,413,Tumor 7,Tumor
474,475,Tumor 6 / DC,Tumor
444,445,Tumor 7,Tumor
480,481,Tumor 7,Tumor
401,402,Tumor 7,Tumor
228,229,Tumor 7,Tumor
313,314,Tumor 7,Tumor
341,342,Tumor 2 (Ki67 Proliferating),Tumor
304,305,Tumor 7,Tumor
357,358,Tumor 7,Tumor
338,339,Tumor 7,Tumor
360,361,Tumor 7,Tumor
399,400,Tumor 7,Tumor
400,401,Tumor 7,Tumor
370,371,Tumor 7,Tumor
371,372,Tumor 7,Tumor
727,728,Tumor 1,Tumor
742,743,Tumor 3,Tumor
940,941,Tumor 4,Tumor
14,15,Tumor 6 / DC,Tumor
493,494,Tumor 4,Tumor
311,312,Tumor 7,Tumor
312,313,Tumor 3,Tumor
462,463,Tumor 3,Tumor
777,778,Tumor 3,Tumor
802,803,Tumor 3,Tumor
1033,1034,Tumor 1,Tumor
969,970,Tumor 4,Tumor
988,989,Tumor 4,Tumor
1161,1162,Tumor 4,Tumor
1163,1164,Tumor 4,Tumor
891,892,Tumor 7,Tumor
1037,1038,Tumor 4,Tumor
920,921,Tumor 7,Tumor
909,910,Tumor 7,Tumor
895,896,Tumor 7,Tumor
141,142,Tumor 1,Tumor
121,122,Tumor 7,Tumor
180,181,Tumor 1,Tumor
195,196,Tumor 2 (Ki67 Proliferating),Tumor
155,156,Tumor 7,Tumor
871,872,Tumor 3,Tumor
491,492,Tumor 1,Tumor
825,826,Tumor 6 / DC,Tumor
840,841,Tumor 7,Tumor
811,812,Tumor 7,Tumor
852,853,Tumor 7,Tumor
694,695,Tumor 3,Tumor
836,837,Tumor 7,Tumor
395,396,Tumor 7,Tumor
427,428,Tumor 1,Tumor
423,424,Tumor 6 / DC,Tumor
398,399,Tumor 6 / DC,Tumor
381,382,Tumor 7,Tumor
535,536,Tumor 7,Tumor
534,535,Tumor 7,Tumor
512,513,Tumor 7,Tumor
486,487,Tumor 7,Tumor
517,518,Tumor 7,Tumor
524,525,Tumor 7,Tumor
523,524,Tumor 7,Tumor
588,589,Tumor 7,Tumor
585,586,Tumor 7,Tumor
561,562,Tumor 7,Tumor
603,604,Tumor 7,Tumor
547,548,Tumor 7,Tumor
744,745,Tumor 6 / DC,Tumor
782,783,Tumor 6 / DC,Tumor
457,458,Tumor 6 / DC,Tumor
469,470,Tumor 7,Tumor
498,499,Tumor 3,Tumor
449,450,Tumor 7,Tumor
417,418,Tumor 7,Tumor
487,488,Tumor 2 (Ki67 Proliferating),Tumor
466,467,Tumor 6 / DC,Tumor
243,244,Tumor 7,Tumor
278,279,Tumor 7,Tumor
260,261,Tumor 2 (Ki67 Proliferating),Tumor
302,303,Tumor 7,Tumor
318,319,Tumor 1,Tumor
315,316,Tumor 7,Tumor
284,285,Tumor 1,Tumor
309,310,Tumor 7,Tumor
239,240,Tumor 6 / DC,Tumor
74,75,Tumor 1,Tumor
70,71,Tumor 4,Tumor
83,84,Tumor 7,Tumor
22,23,Tumor 6 / DC,Tumor
124,125,Tumor 7,Tumor
101,102,Tumor 7,Tumor
240,241,Tumor 7,Tumor
179,180,Tumor 1,Tumor
181,182,Tumor 6 / DC,Tumor
129,130,Tumor 6 / DC,Tumor
255,256,Tumor 7,Tumor
286,287,Tumor 7,Tumor
207,208,Tumor 1,Tumor
337,338,Tumor 4,Tumor
347,348,Tumor 4,Tumor
349,350,Tumor 7,Tumor
407,408,Tumor 7,Tumor
355,356,Tumor 7,Tumor
410,411,Tumor 7,Tumor
879,880,Tumor 4,Tumor
1004,1005,Tumor 4,Tumor
1000,1001,Tumor 4,Tumor
1165,1166,Tumor 4,Tumor
1071,1072,Tumor 4,Tumor
1068,1069,Tumor 4,Tumor
850,851,Tumor 7,Tumor
866,867,Tumor 7,Tumor
793,794,Tumor 1,Tumor
765,766,Tumor 6 / DC,Tumor
756,757,Tumor 4,Tumor
848,849,Tumor 4,Tumor
813,814,Tumor 7,Tumor
910,911,Tumor 2 (Ki67 Proliferating),Tumor
914,915,Tumor 7,Tumor
922,923,Tumor 1,Tumor
886,887,Tumor 7,Tumor
885,886,Tumor 7,Tumor
827,828,Tumor 7,Tumor
859,860,Tumor 7,Tumor
805,806,Tumor 7,Tumor
856,857,Tumor 2 (Ki67 Proliferating),Tumor
43,44,Tumor 6 / DC,Tumor
39,40,Tumor 6 / DC,Tumor
48,49,Tumor 2 (Ki67 Proliferating),Tumor
61,62,Tumor 7,Tumor
55,56,Tumor 7,Tumor
44,45,Tumor 7,Tumor
17,18,Tumor 7,Tumor
889,890,Tumor 7,Tumor
892,893,Tumor 4,Tumor
916,917,Tumor 3,Tumor
868,869,Tumor 4,Tumor
874,875,Tumor 2 (Ki67 Proliferating),Tumor
907,908,Tumor 7,Tumor
702,703,Tumor 7,Tumor
815,816,Tumor 7,Tumor
761,762,Tumor 7,Tumor
706,707,Tumor 7,Tumor
755,756,Tumor 2 (Ki67 Proliferating),Tumor
784,785,Tumor 7,Tumor
800,801,Tumor 7,Tumor
853,854,Tumor 7,Tumor
878,879,Tumor 6 / DC,Tumor
637,638,Tumor 7,Tumor
685,686,Tumor 7,Tumor
632,633,Tumor 6 / DC,Tumor
635,636,Tumor 6 / DC,Tumor
796,797,Tumor 6 / DC,Tumor
893,894,Tumor 4,Tumor
860,861,Tumor 7,Tumor
816,817,Tumor 3,Tumor
842,843,Tumor 7,Tumor
830,831,Tumor 3,Tumor
875,876,Tumor 7,Tumor
846,847,Tumor 6 / DC,Tumor
841,842,Tumor 7,Tumor
659,660,Tumor 2 (Ki67 Proliferating),Tumor
647,648,Tumor 3,Tumor
674,675,Tumor 2 (Ki67 Proliferating),Tumor
763,764,Tumor 3,Tumor
786,787,Tumor 6 / DC,Tumor
790,791,Tumor 3,Tumor
832,833,Tumor 7,Tumor
795,796,Tumor 6 / DC,Tumor
849,850,Tumor 7,Tumor
783,784,Tumor 7,Tumor
779,780,Tumor 7,Tumor
773,774,Tumor 7,Tumor
819,820,Tumor 7,Tumor
807,808,Tumor 7,Tumor
814,815,Tumor 7,Tumor
553,554,Tumor 7,Tumor
536,537,Tumor 7,Tumor
528,529,Tumor 6 / DC,Tumor
527,528,Tumor 7,Tumor
505,506,Tumor 6 / DC,Tumor
452,453,Tumor 2 (Ki67 Proliferating),Tumor
430,431,Tumor 7,Tumor
92,93,Tumor 7,Tumor
90,91,Tumor 7,Tumor
198,199,Tumor 7,Tumor
191,192,Tumor 7,Tumor
215,216,Tumor 7,Tumor
174,175,Tumor 7,Tumor
429,430,Tumor 3,Tumor
267,268,Tumor 3,Tumor
258,259,Tumor 3,Tumor
139,140,Tumor 1,Tumor
144,145,Tumor 7,Tumor
110,111,Tumor 7,Tumor
18,19,Tumor 6 / DC,Tumor
19,20,Tumor 7,Tumor
26,27,Tumor 6 / DC,Tumor
1,2,Tumor 4,Tumor
41,42,Tumor 2 (Ki67 Proliferating),Tumor
64,65,Tumor 1,Tumor
33,34,Tumor 7,Tumor
97,98,Tumor 7,Tumor
52,53,Tumor 6 / DC,Tumor
85,86,Tumor 3,Tumor
76,77,Tumor 2 (Ki67 Proliferating),Tumor
63,64,Tumor 4,Tumor
69,70,Tumor 7,Tumor
29,30,Tumor 7,Tumor
23,24,Tumor 7,Tumor
24,25,Tumor 7,Tumor
293,294,Tumor 1,Tumor
314,315,Tumor 1,Tumor
249,250,Tumor 6 / DC,Tumor
271,272,Tumor 7,Tumor
133,134,Tumor 1,Tumor
163,164,Tumor 6 / DC,Tumor
202,203,Tumor 6 / DC,Tumor
166,167,Tumor 7,Tumor
138,139,Tumor 6 / DC,Tumor
178,179,Tumor 7,Tumor
152,153,Tumor 2 (Ki67 Proliferating),Tumor
201,202,Tumor 7,Tumor
236,237,Tumor 7,Tumor
188,189,Tumor 6 / DC,Tumor
150,151,Tumor 6 / DC,Tumor
475,476,Tumor 1,Tumor
223,224,Tumor 6 / DC,Tumor
224,225,Tumor 7,Tumor
634,635,Tumor 4,Tumor
210,211,Tumor 4,Tumor
316,317,Tumor 4,Tumor
416,417,Tumor 3,Tumor
421,422,Tumor 4,Tumor
436,437,Tumor 4,Tumor
431,432,Tumor 3,Tumor
472,473,Tumor 7,Tumor
374,375,Tumor 6 / DC,Tumor
350,351,Tumor 3,Tumor
384,385,Tumor 1,Tumor
382,383,Tumor 3,Tumor
413,414,Tumor 3,Tumor
605,606,Tumor 3,Tumor
587,588,Tumor 6 / DC,Tumor
614,615,Tumor 3,Tumor
612,613,Tumor 2 (Ki67 Proliferating),Tumor
573,574,Tumor 7,Tumor
880,881,Tumor 4,Tumor
831,832,Tumor 4,Tumor
704,705,Tumor 7,Tumor
639,640,Tumor 7,Tumor
1062,1063,Tumor 4,Tumor
1075,1076,Tumor 4,Tumor
1030,1031,Tumor 4,Tumor
77,78,Tumor 4,Tumor
53,54,Tumor 7,Tumor
211,212,Tumor 1,Tumor
128,129,Tumor 7,Tumor
162,163,Tumor 6 / DC,Tumor
721,722,Tumor 7,Tumor
801,802,Tumor 7,Tumor
