,CELL_ID,CELL_TYPE,CELL_CLASS
1297,1298,Tumor 1,Tumor
1280,1281,Tumor 1,Tumor
1298,1299,Tumor 7,Tumor
1315,1316,Tumor 1,Tumor
10,11,Tumor 4,Tumor
2665,2666,Tumor 4,Tumor
2087,2088,Tumor 3,Tumor
2085,2086,Tumor 3,Tumor
2037,2038,Tumor 3,Tumor
1535,1536,Tumor 6 / DC,Tumor
1933,1934,Tumor 3,Tumor
2042,2043,Tumor 3,Tumor
524,525,Tumor 3,Tumor
538,539,Tumor 3,Tumor
50,51,Tumor 4,Tumor
68,69,Tumor 6 / DC,Tumor
49,50,Tumor 3,Tumor
32,33,Tumor 4,Tumor
39,40,Tumor 4,Tumor
122,123,Tumor 4,Tumor
113,114,Tumor 4,Tumor
79,80,Tumor 4,Tumor
315,316,Tumor 3,Tumor
19,20,Tumor 4,Tumor
11,12,Tumor 4,Tumor
29,30,Tumor 4,Tumor
9,10,Tumor 4,Tumor
4,5,Tumor 4,Tumor
86,87,Tumor 4,Tumor
104,105,Tumor 7,Tumor
84,85,Tumor 2 (Ki67 Proliferating),Tumor
88,89,Tumor 4,Tumor
2170,2171,Tumor 4,Tumor
2177,2178,Tumor 7,Tumor
2481,2482,Tumor 6 / DC,Tumor
2535,2536,Tumor 3,Tumor
2633,2634,Tumor 4,Tumor
2662,2663,Tumor 4,Tumor
2516,2517,Tumor 3,Tumor
1508,1509,Tumor 6 / DC,Tumor
1461,1462,Tumor 1,Tumor
1552,1553,Tumor 1,Tumor
1467,1468,Tumor 1,Tumor
2013,2014,Tumor 1,Tumor
2007,2008,Tumor 6 / DC,Tumor
2045,2046,Tumor 1,Tumor
1904,1905,Tumor 6 / DC,Tumor
2100,2101,Tumor 6 / DC,Tumor
2095,2096,Tumor 1,Tumor
2138,2139,Tumor 6 / DC,Tumor
2140,2141,Tumor 4,Tumor
2494,2495,Tumor 6 / DC,Tumor
2397,2398,Tumor 4,Tumor
1269,1270,Tumor 1,Tumor
1304,1305,Tumor 2 (Ki67 Proliferating),Tumor
1378,1379,Tumor 6 / DC,Tumor
1340,1341,Tumor 1,Tumor
1418,1419,Tumor 2 (Ki67 Proliferating),Tumor
1437,1438,Tumor 2 (Ki67 Proliferating),Tumor
1444,1445,Tumor 6 / DC,Tumor
1334,1335,Tumor 7,Tumor
1058,1059,Tumor 7,Tumor
1118,1119,Tumor 2 (Ki67 Proliferating),Tumor
355,356,Tumor 3,Tumor
451,452,Tumor 6 / DC,Tumor
492,493,Tumor 3,Tumor
420,421,Tumor 4,Tumor
440,441,Tumor 3,Tumor
394,395,Tumor 3,Tumor
139,140,Tumor 4,Tumor
135,136,Tumor 4,Tumor
331,332,Tumor 4,Tumor
316,317,Tumor 3,Tumor
1874,1875,Tumor 7,Tumor
1428,1429,Tumor 6 / DC,Tumor
1383,1384,Tumor 7,Tumor
1905,1906,Tumor 7,Tumor
1542,1543,Tumor 2 (Ki67 Proliferating),Tumor
1586,1587,Tumor 7,Tumor
498,499,Tumor 6 / DC,Tumor
