,CELL_ID,CELL_TYPE,CELL_CLASS
1941,1942,Tumor 4,Tumor
2241,2242,Tumor 4,Tumor
2233,2234,Tumor 2 (Ki67 Proliferating),Tumor
2234,2235,Tumor 4,Tumor
1011,1012,Tumor 7,Tumor
2123,2124,Tumor 4,Tumor
2084,2085,Tumor 1,Tumor
2109,2110,Tumor 4,Tumor
2221,2222,Tumor 4,Tumor
1181,1182,Tumor 2 (Ki67 Proliferating),Tumor
1247,1248,Tumor 4,Tumor
1276,1277,Tumor 4,Tumor
1248,1249,Tumor 1,Tumor
1208,1209,Tumor 4,Tumor
291,292,Tumor 4,Tumor
57,58,Tumor 7,Tumor
1860,1861,Tumor 4,Tumor
1786,1787,Tumor 7,Tumor
1746,1747,Tumor 2 (Ki67 Proliferating),Tumor
1719,1720,Tumor 2 (Ki67 Proliferating),Tumor
2103,2104,Tumor 4,Tumor
2153,2154,Tumor 4,Tumor
1989,1990,Tumor 3,Tumor
2030,2031,Tumor 1,Tumor
2105,2106,Tumor 1,Tumor
2149,2150,Tumor 2 (Ki67 Proliferating),Tumor
2202,2203,Tumor 1,Tumor
2112,2113,Tumor 1,Tumor
2080,2081,Tumor 1,Tumor
1987,1988,Tumor 1,Tumor
2025,2026,Tumor 7,Tumor
2019,2020,Tumor 1,Tumor
2056,2057,Tumor 4,Tumor
2164,2165,Tumor 4,Tumor
2138,2139,Tumor 3,Tumor
2159,2160,Tumor 2 (Ki67 Proliferating),Tumor
2174,2175,Tumor 2 (Ki67 Proliferating),Tumor
2225,2226,Tumor 4,Tumor
2236,2237,Tumor 2 (Ki67 Proliferating),Tumor
2106,2107,Tumor 7,Tumor
2126,2127,Tumor 3,Tumor
2077,2078,Tumor 2 (Ki67 Proliferating),Tumor
2231,2232,Tumor 4,Tumor
1810,1811,Tumor 3,Tumor
1787,1788,Tumor 4,Tumor
621,622,Tumor 4,Tumor
659,660,Tumor 4,Tumor
577,578,Tumor 4,Tumor
719,720,Tumor 2 (Ki67 Proliferating),Tumor
538,539,Tumor 4,Tumor
987,988,Tumor 3,Tumor
847,848,Tumor 4,Tumor
785,786,Tumor 2 (Ki67 Proliferating),Tumor
1005,1006,Tumor 2 (Ki67 Proliferating),Tumor
1062,1063,Tumor 2 (Ki67 Proliferating),Tumor
1101,1102,Tumor 4,Tumor
1039,1040,Tumor 4,Tumor
1137,1138,Tumor 3,Tumor
1136,1137,Tumor 2 (Ki67 Proliferating),Tumor
934,935,Tumor 2 (Ki67 Proliferating),Tumor
953,954,Tumor 4,Tumor
990,991,Tumor 2 (Ki67 Proliferating),Tumor
893,894,Tumor 4,Tumor
181,182,Tumor 4,Tumor
130,131,Tumor 1,Tumor
43,44,Tumor 4,Tumor
70,71,Tumor 5,Tumor
424,425,Tumor 7,Tumor
274,275,Tumor 2 (Ki67 Proliferating),Tumor
241,242,Tumor 3,Tumor
189,190,Tumor 4,Tumor
210,211,Tumor 7,Tumor
136,137,Tumor 1,Tumor
106,107,Tumor 2 (Ki67 Proliferating),Tumor
89,90,Tumor 4,Tumor
114,115,Tumor 1,Tumor
179,180,Tumor 7,Tumor
