,CELL_ID,CELL_TYPE,CELL_CLASS
428,429,Tumor 4,Tumor
398,399,Tumor 4,Tumor
399,400,Tumor 1,Tumor
1252,1253,Tumor 1,Tumor
1043,1044,Tumor 4,Tumor
17,18,Tumor 2 (Ki67 Proliferating),Tumor
338,339,Tumor 4,Tumor
1195,1196,Tumor 4,Tumor
1188,1189,Tumor 1,Tumor
2128,2129,Tumor 4,Tumor
2103,2104,Tumor 4,Tumor
50,51,Tumor 4,Tumor
886,887,Tumor 4,Tumor
571,572,Tumor 6 / DC,Tumor
665,666,Tumor 5,Tumor
452,453,Tumor 4,Tumor
1082,1083,Tumor 4,Tumor
1092,1093,Tumor 4,Tumor
1112,1113,Tumor 4,Tumor
1081,1082,Tumor 4,Tumor
1594,1595,Tumor 4,Tumor
618,619,Tumor 4,Tumor
2140,2141,Tumor 2 (Ki67 Proliferating),Tumor
2064,2065,Tumor 6 / DC,Tumor
2138,2139,Tumor 4,Tumor
2110,2111,Tumor 1,Tumor
2100,2101,Tumor 1,Tumor
2120,2121,Tumor 4,Tumor
2141,2142,Tumor 4,Tumor
2089,2090,Tumor 1,Tumor
1630,1631,Tumor 6 / DC,Tumor
2132,2133,Tumor 4,Tumor
1942,1943,Tumor 4,Tumor
1899,1900,Tumor 7,Tumor
1852,1853,Tumor 6 / DC,Tumor
101,102,Tumor 2 (Ki67 Proliferating),Tumor
42,43,Tumor 1,Tumor
60,61,Tumor 6 / DC,Tumor
122,123,Tumor 1,Tumor
36,37,Tumor 7,Tumor
377,378,Tumor 4,Tumor
834,835,Tumor 4,Tumor
895,896,Tumor 4,Tumor
608,609,Tumor 2 (Ki67 Proliferating),Tumor
734,735,Tumor 1,Tumor
517,518,Tumor 4,Tumor
223,224,Tumor 4,Tumor
52,53,Tumor 7,Tumor
9,10,Tumor 6 / DC,Tumor
883,884,Tumor 4,Tumor
1234,1235,Tumor 4,Tumor
1328,1329,Tumor 1,Tumor
1495,1496,Tumor 4,Tumor
1425,1426,Tumor 3,Tumor
1779,1780,Tumor 1,Tumor
1621,1622,Tumor 6 / DC,Tumor
1712,1713,Tumor 6 / DC,Tumor
1695,1696,Tumor 2 (Ki67 Proliferating),Tumor
1688,1689,Tumor 4,Tumor
1653,1654,Tumor 4,Tumor
1374,1375,Tumor 4,Tumor
1554,1555,Tumor 1,Tumor
1557,1558,Tumor 4,Tumor
1392,1393,Tumor 4,Tumor
1520,1521,Tumor 4,Tumor
1478,1479,Tumor 4,Tumor
1441,1442,Tumor 3,Tumor
1416,1417,Tumor 1,Tumor
1547,1548,Tumor 4,Tumor
1568,1569,Tumor 1,Tumor
1518,1519,Tumor 4,Tumor
1491,1492,Tumor 4,Tumor
1597,1598,Tumor 4,Tumor
913,914,Tumor 4,Tumor
1123,1124,Tumor 4,Tumor
695,696,Tumor 1,Tumor
2084,2085,Tumor 4,Tumor
2122,2123,Tumor 4,Tumor
2127,2128,Tumor 4,Tumor
1407,1408,Tumor 4,Tumor
1620,1621,Tumor 1,Tumor
1796,1797,Tumor 1,Tumor
1403,1404,Tumor 4,Tumor
2112,2113,Tumor 1,Tumor
2059,2060,Tumor 4,Tumor
1993,1994,Tumor 7,Tumor
2019,2020,Tumor 7,Tumor
2004,2005,Tumor 4,Tumor
2051,2052,Tumor 4,Tumor
1961,1962,Tumor 1,Tumor
1872,1873,Tumor 1,Tumor
1916,1917,Tumor 4,Tumor
901,902,Tumor 1,Tumor
880,881,Tumor 1,Tumor
955,956,Tumor 4,Tumor
1230,1231,Tumor 1,Tumor
948,949,Tumor 4,Tumor
950,951,Tumor 4,Tumor
986,987,Tumor 4,Tumor
1511,1512,Tumor 7,Tumor
1560,1561,Tumor 4,Tumor
1593,1594,Tumor 1,Tumor
1736,1737,Tumor 6 / DC,Tumor
