,CELL_ID,CELL_TYPE,CELL_CLASS
5,6,Tumor 4,Tumor
0,1,Tumor 2 (Ki67 Proliferating),Tumor
1,2,Tumor 4,Tumor
56,57,Tumor 4,Tumor
1211,1212,Tumor 1,Tumor
1182,1183,Tumor 4,Tumor
2431,2432,Tumor 1,Tumor
2358,2359,Tumor 1,Tumor
27,28,Tumor 2 (Ki67 Proliferating),Tumor
67,68,Tumor 2 (Ki67 Proliferating),Tumor
50,51,Tumor 2 (Ki67 Proliferating),Tumor
40,41,Tumor 4,Tumor
77,78,Tumor 1,Tumor
1501,1502,Tumor 1,Tumor
1126,1127,Tumor 3,Tumor
924,925,Tumor 3,Tumor
520,521,Tumor 5,Tumor
2389,2390,Tumor 1,Tumor
2316,2317,Tumor 1,Tumor
2314,2315,Tumor 1,Tumor
2359,2360,Tumor 4,Tumor
2257,2258,Tumor 2 (Ki67 Proliferating),Tumor
2215,2216,Tumor 2 (Ki67 Proliferating),Tumor
2134,2135,Tumor 3,Tumor
2080,2081,Tumor 2 (Ki67 Proliferating),Tumor
2093,2094,Tumor 3,Tumor
2152,2153,Tumor 2 (Ki67 Proliferating),Tumor
2169,2170,Tumor 3,Tumor
2219,2220,Tumor 7,Tumor
2307,2308,Tumor 1,Tumor
2301,2302,Tumor 1,Tumor
2144,2145,Tumor 7,Tumor
2172,2173,Tumor 1,Tumor
2210,2211,Tumor 1,Tumor
1930,1931,Tumor 3,Tumor
1894,1895,Tumor 2 (Ki67 Proliferating),Tumor
30,31,Tumor 2 (Ki67 Proliferating),Tumor
80,81,Tumor 4,Tumor
23,24,Tumor 4,Tumor
18,19,Tumor 4,Tumor
34,35,Tumor 4,Tumor
3,4,Tumor 2 (Ki67 Proliferating),Tumor
45,46,Tumor 4,Tumor
22,23,Tumor 4,Tumor
11,12,Tumor 4,Tumor
33,34,Tumor 4,Tumor
44,45,Tumor 4,Tumor
1586,1587,Tumor 2 (Ki67 Proliferating),Tumor
86,87,Tumor 4,Tumor
218,219,Tumor 2 (Ki67 Proliferating),Tumor
186,187,Tumor 4,Tumor
2502,2503,Tumor 4,Tumor
1549,1550,Tumor 1,Tumor
1592,1593,Tumor 7,Tumor
1552,1553,Tumor 7,Tumor
1493,1494,Tumor 7,Tumor
2263,2264,Tumor 1,Tumor
2213,2214,Tumor 1,Tumor
2229,2230,Tumor 1,Tumor
1097,1098,Tumor 7,Tumor
1127,1128,Tumor 7,Tumor
1145,1146,Tumor 1,Tumor
847,848,Tumor 7,Tumor
1136,1137,Tumor 3,Tumor
1099,1100,Tumor 7,Tumor
1551,1552,Tumor 3,Tumor
1483,1484,Tumor 2 (Ki67 Proliferating),Tumor
565,566,Tumor 1,Tumor
496,497,Tumor 4,Tumor
484,485,Tumor 1,Tumor
2306,2307,Tumor 4,Tumor
2461,2462,Tumor 1,Tumor
2462,2463,Tumor 1,Tumor
2430,2431,Tumor 4,Tumor
2282,2283,Tumor 4,Tumor
2275,2276,Tumor 3,Tumor
2483,2484,Tumor 3,Tumor
2511,2512,Tumor 3,Tumor
2519,2520,Tumor 4,Tumor
2494,2495,Tumor 2 (Ki67 Proliferating),Tumor
2463,2464,Tumor 4,Tumor
2380,2381,Tumor 1,Tumor
2356,2357,Tumor 2 (Ki67 Proliferating),Tumor
2379,2380,Tumor 2 (Ki67 Proliferating),Tumor
2407,2408,Tumor 3,Tumor
