,CELL_ID,CELL_TYPE,CELL_CLASS
597,598,Tumor 1,Tumor
614,615,Tumor 4,Tumor
5,6,Tumor 1,Tumor
413,414,Tumor 1,Tumor
492,493,Tumor 4,Tumor
539,540,Tumor 1,Tumor
494,495,Tumor 1,Tumor
532,533,Tumor 1,Tumor
478,479,Tumor 1,Tumor
517,518,Tumor 1,Tumor
455,456,Tumor 1,Tumor
356,357,Tumor 1,Tumor
573,574,Tumor 1,Tumor
626,627,Tumor 1,Tumor
1316,1317,Tumor 3,Tumor
925,926,Tumor 2 (Ki67 Proliferating),Tumor
660,661,Tumor 2 (Ki67 Proliferating),Tumor
1000,1001,Tumor 7,Tumor
954,955,Tumor 3,Tumor
16,17,Tumor 3,Tumor
56,57,Tumor 3,Tumor
15,16,Tumor 3,Tumor
116,117,Tumor 4,Tumor
363,364,Tumor 1,Tumor
145,146,Tumor 4,Tumor
212,213,Tumor 6 / DC,Tumor
214,215,Tumor 3,Tumor
300,301,Tumor 3,Tumor
394,395,Tumor 1,Tumor
717,718,Tumor 1,Tumor
740,741,Tumor 3,Tumor
699,700,Tumor 1,Tumor
775,776,Tumor 4,Tumor
1031,1032,Tumor 3,Tumor
875,876,Tumor 1,Tumor
931,932,Tumor 2 (Ki67 Proliferating),Tumor
964,965,Tumor 1,Tumor
771,772,Tumor 3,Tumor
784,785,Tumor 1,Tumor
736,737,Tumor 1,Tumor
782,783,Tumor 1,Tumor
836,837,Tumor 3,Tumor
1158,1159,Tumor 1,Tumor
1282,1283,Tumor 7,Tumor
1126,1127,Tumor 1,Tumor
1781,1782,Tumor 4,Tumor
1294,1295,Tumor 2 (Ki67 Proliferating),Tumor
1241,1242,Tumor 2 (Ki67 Proliferating),Tumor
1804,1805,Tumor 3,Tumor
577,578,Tumor 4,Tumor
397,398,Tumor 3,Tumor
313,314,Tumor 1,Tumor
409,410,Tumor 6 / DC,Tumor
392,393,Tumor 1,Tumor
1281,1282,Tumor 4,Tumor
1298,1299,Tumor 2 (Ki67 Proliferating),Tumor
1210,1211,Tumor 2 (Ki67 Proliferating),Tumor
1102,1103,Tumor 3,Tumor
624,625,Tumor 1,Tumor
603,604,Tumor 3,Tumor
618,619,Tumor 1,Tumor
632,633,Tumor 2 (Ki67 Proliferating),Tumor
637,638,Tumor 1,Tumor
1224,1225,Tumor 4,Tumor
1445,1446,Tumor 4,Tumor
27,28,Tumor 3,Tumor
28,29,Tumor 1,Tumor
213,214,Tumor 3,Tumor
186,187,Tumor 1,Tumor
227,228,Tumor 1,Tumor
202,203,Tumor 3,Tumor
191,192,Tumor 1,Tumor
220,221,Tumor 3,Tumor
252,253,Tumor 3,Tumor
247,248,Tumor 1,Tumor
39,40,Tumor 6 / DC,Tumor
32,33,Tumor 4,Tumor
49,50,Tumor 6 / DC,Tumor
91,92,Tumor 6 / DC,Tumor
66,67,Tumor 6 / DC,Tumor
156,157,Tumor 1,Tumor
152,153,Tumor 1,Tumor
149,150,Tumor 3,Tumor
146,147,Tumor 4,Tumor
184,185,Tumor 3,Tumor
176,177,Tumor 1,Tumor
199,200,Tumor 4,Tumor
162,163,Tumor 3,Tumor
188,189,Tumor 1,Tumor
161,162,Tumor 3,Tumor
34,35,Tumor 3,Tumor
67,68,Tumor 7,Tumor
40,41,Tumor 6 / DC,Tumor
45,46,Tumor 6 / DC,Tumor
55,56,Tumor 6 / DC,Tumor
88,89,Tumor 1,Tumor
155,156,Tumor 3,Tumor
735,736,Tumor 3,Tumor
280,281,Tumor 1,Tumor
243,244,Tumor 1,Tumor
265,266,Tumor 4,Tumor
219,220,Tumor 6 / DC,Tumor
229,230,Tumor 6 / DC,Tumor
136,137,Tumor 6 / DC,Tumor
187,188,Tumor 1,Tumor
137,138,Tumor 4,Tumor
209,210,Tumor 1,Tumor
239,240,Tumor 3,Tumor
172,173,Tumor 4,Tumor
185,186,Tumor 6 / DC,Tumor
206,207,Tumor 1,Tumor
233,234,Tumor 3,Tumor
242,243,Tumor 1,Tumor
371,372,Tumor 4,Tumor
308,309,Tumor 3,Tumor
528,529,Tumor 7,Tumor
566,567,Tumor 3,Tumor
672,673,Tumor 3,Tumor
273,274,Tumor 3,Tumor
2085,2086,Tumor 4,Tumor
2063,2064,Tumor 4,Tumor
2053,2054,Tumor 4,Tumor
479,480,Tumor 3,Tumor
204,205,Tumor 4,Tumor
228,229,Tumor 3,Tumor
253,254,Tumor 1,Tumor
661,662,Tumor 4,Tumor
1170,1171,Tumor 2 (Ki67 Proliferating),Tumor
1082,1083,Tumor 1,Tumor
1090,1091,Tumor 2 (Ki67 Proliferating),Tumor
1035,1036,Tumor 1,Tumor
1118,1119,Tumor 3,Tumor
997,998,Tumor 2 (Ki67 Proliferating),Tumor
1059,1060,Tumor 7,Tumor
619,620,Tumor 4,Tumor
416,417,Tumor 1,Tumor
879,880,Tumor 1,Tumor
932,933,Tumor 1,Tumor
950,951,Tumor 1,Tumor
908,909,Tumor 1,Tumor
897,898,Tumor 1,Tumor
993,994,Tumor 1,Tumor
1039,1040,Tumor 1,Tumor
781,782,Tumor 1,Tumor
738,739,Tumor 3,Tumor
737,738,Tumor 1,Tumor
698,699,Tumor 1,Tumor
739,740,Tumor 1,Tumor
763,764,Tumor 1,Tumor
774,775,Tumor 1,Tumor
1685,1686,Tumor 1,Tumor
1382,1383,Tumor 3,Tumor
1345,1346,Tumor 3,Tumor
1195,1196,Tumor 2 (Ki67 Proliferating),Tumor
1432,1433,Tumor 3,Tumor
1292,1293,Tumor 2 (Ki67 Proliferating),Tumor
1783,1784,Tumor 3,Tumor
1826,1827,Tumor 2 (Ki67 Proliferating),Tumor
460,461,Tumor 6 / DC,Tumor
439,440,Tumor 7,Tumor
474,475,Tumor 3,Tumor
520,521,Tumor 4,Tumor
622,623,Tumor 3,Tumor
481,482,Tumor 1,Tumor
563,564,Tumor 3,Tumor
432,433,Tumor 1,Tumor
583,584,Tumor 1,Tumor
530,531,Tumor 1,Tumor
412,413,Tumor 1,Tumor
408,409,Tumor 1,Tumor
377,378,Tumor 1,Tumor
719,720,Tumor 4,Tumor
916,917,Tumor 3,Tumor
830,831,Tumor 3,Tumor
1181,1182,Tumor 3,Tumor
1249,1250,Tumor 2 (Ki67 Proliferating),Tumor
1182,1183,Tumor 2 (Ki67 Proliferating),Tumor
940,941,Tumor 4,Tumor
1240,1241,Tumor 3,Tumor
1373,1374,Tumor 2 (Ki67 Proliferating),Tumor
1344,1345,Tumor 4,Tumor
1259,1260,Tumor 2 (Ki67 Proliferating),Tumor
1429,1430,Tumor 2 (Ki67 Proliferating),Tumor
1510,1511,Tumor 7,Tumor
1489,1490,Tumor 7,Tumor
1516,1517,Tumor 7,Tumor
1551,1552,Tumor 7,Tumor
1537,1538,Tumor 7,Tumor
1476,1477,Tumor 3,Tumor
1462,1463,Tumor 2 (Ki67 Proliferating),Tumor
684,685,Tumor 2 (Ki67 Proliferating),Tumor
669,670,Tumor 2 (Ki67 Proliferating),Tumor
729,730,Tumor 2 (Ki67 Proliferating),Tumor
646,647,Tumor 3,Tumor
751,752,Tumor 1,Tumor
755,756,Tumor 2 (Ki67 Proliferating),Tumor
851,852,Tumor 2 (Ki67 Proliferating),Tumor
812,813,Tumor 2 (Ki67 Proliferating),Tumor
816,817,Tumor 4,Tumor
630,631,Tumor 3,Tumor
594,595,Tumor 4,Tumor
742,743,Tumor 3,Tumor
1229,1230,Tumor 4,Tumor
1211,1212,Tumor 7,Tumor
122,123,Tumor 6 / DC,Tumor
129,130,Tumor 6 / DC,Tumor
