,CELL_ID,CELL_TYPE,CELL_CLASS
40,41,Tumor 6 / DC,Tumor
2303,2304,Tumor 4,Tumor
2297,2298,Tumor 4,Tumor
1077,1078,Tumor 7,Tumor
614,615,Tumor 1,Tumor
1626,1627,Tumor 2 (Ki67 Proliferating),Tumor
1297,1298,Tumor 6 / DC,Tumor
1327,1328,Tumor 6 / DC,Tumor
2043,2044,Tumor 4,Tumor
1217,1218,Tumor 2 (Ki67 Proliferating),Tumor
1266,1267,Tumor 7,Tumor
1269,1270,Tumor 6 / DC,Tumor
1285,1286,Tumor 6 / DC,Tumor
1134,1135,Tumor 4,Tumor
1083,1084,Tumor 4,Tumor
1120,1121,Tumor 2 (Ki67 Proliferating),Tumor
1126,1127,Tumor 4,Tumor
1,2,Tumor 4,Tumor
17,18,Tumor 2 (Ki67 Proliferating),Tumor
0,1,Tumor 7,Tumor
23,24,Tumor 6 / DC,Tumor
27,28,Tumor 2 (Ki67 Proliferating),Tumor
12,13,Tumor 2 (Ki67 Proliferating),Tumor
8,9,Tumor 2 (Ki67 Proliferating),Tumor
5,6,Tumor 2 (Ki67 Proliferating),Tumor
3,4,Tumor 2 (Ki67 Proliferating),Tumor
1569,1570,Tumor 4,Tumor
1825,1826,Tumor 4,Tumor
2068,2069,Tumor 7,Tumor
2081,2082,Tumor 1,Tumor
2076,2077,Tumor 1,Tumor
188,189,Tumor 4,Tumor
1237,1238,Tumor 7,Tumor
989,990,Tumor 4,Tumor
1180,1181,Tumor 6 / DC,Tumor
2200,2201,Tumor 1,Tumor
2226,2227,Tumor 7,Tumor
2259,2260,Tumor 4,Tumor
1830,1831,Tumor 7,Tumor
1876,1877,Tumor 6 / DC,Tumor
2218,2219,Tumor 4,Tumor
347,348,Tumor 6 / DC,Tumor
431,432,Tumor 4,Tumor
659,660,Tumor 7,Tumor
634,635,Tumor 6 / DC,Tumor
623,624,Tumor 3,Tumor
772,773,Tumor 6 / DC,Tumor
806,807,Tumor 2 (Ki67 Proliferating),Tumor
902,903,Tumor 7,Tumor
909,910,Tumor 7,Tumor
1038,1039,Tumor 1,Tumor
978,979,Tumor 7,Tumor
1263,1264,Tumor 1,Tumor
1235,1236,Tumor 2 (Ki67 Proliferating),Tumor
1201,1202,Tumor 2 (Ki67 Proliferating),Tumor
1031,1032,Tumor 1,Tumor
323,324,Tumor 4,Tumor
271,272,Tumor 4,Tumor
1212,1213,Tumor 7,Tumor
1213,1214,Tumor 5,Tumor
1196,1197,Tumor 6 / DC,Tumor
1270,1271,Tumor 6 / DC,Tumor
1086,1087,Tumor 7,Tumor
1070,1071,Tumor 1,Tumor
1148,1149,Tumor 7,Tumor
1178,1179,Tumor 7,Tumor
1091,1092,Tumor 3,Tumor
1058,1059,Tumor 6 / DC,Tumor
1261,1262,Tumor 6 / DC,Tumor
999,1000,Tumor 7,Tumor
987,988,Tumor 7,Tumor
952,953,Tumor 2 (Ki67 Proliferating),Tumor
899,900,Tumor 2 (Ki67 Proliferating),Tumor
998,999,Tumor 2 (Ki67 Proliferating),Tumor
1076,1077,Tumor 6 / DC,Tumor
1039,1040,Tumor 3,Tumor
993,994,Tumor 3,Tumor
958,959,Tumor 2 (Ki67 Proliferating),Tumor
1546,1547,Tumor 2 (Ki67 Proliferating),Tumor
1333,1334,Tumor 6 / DC,Tumor
1351,1352,Tumor 6 / DC,Tumor
1304,1305,Tumor 3,Tumor
28,29,Tumor 4,Tumor
13,14,Tumor 4,Tumor
38,39,Tumor 3,Tumor
45,46,Tumor 6 / DC,Tumor
50,51,Tumor 4,Tumor
