,CELL_ID,CELL_TYPE,CELL_CLASS
2139,2140,Tumor 7,Tumor
489,490,Tumor 1,Tumor
2120,2121,Tumor 1,Tumor
2040,2041,Tumor 2 (Ki67 Proliferating),Tumor
2050,2051,Tumor 7,Tumor
1706,1707,Tumor 1,Tumor
1759,1760,Tumor 1,Tumor
1656,1657,Tumor 1,Tumor
1679,1680,Tumor 1,Tumor
1614,1615,Tumor 7,Tumor
1598,1599,Tumor 7,Tumor
789,790,Tumor 7,Tumor
766,767,Tumor 7,Tumor
670,671,Tumor 1,Tumor
648,649,Tumor 1,Tumor
562,563,Tumor 1,Tumor
621,622,Tumor 1,Tumor
578,579,Tumor 1,Tumor
131,132,Tumor 4,Tumor
238,239,Tumor 1,Tumor
253,254,Tumor 1,Tumor
275,276,Tumor 1,Tumor
250,251,Tumor 2 (Ki67 Proliferating),Tumor
602,603,Tumor 3,Tumor
564,565,Tumor 6 / DC,Tumor
186,187,Tumor 7,Tumor
2004,2005,Tumor 4,Tumor
1153,1154,Tumor 7,Tumor
1965,1966,Tumor 2 (Ki67 Proliferating),Tumor
2012,2013,Tumor 2 (Ki67 Proliferating),Tumor
2046,2047,Tumor 1,Tumor
1808,1809,Tumor 3,Tumor
1887,1888,Tumor 1,Tumor
1275,1276,Tumor 4,Tumor
2016,2017,Tumor 2 (Ki67 Proliferating),Tumor
1820,1821,Tumor 6 / DC,Tumor
2124,2125,Tumor 4,Tumor
1914,1915,Tumor 3,Tumor
1705,1706,Tumor 1,Tumor
1655,1656,Tumor 7,Tumor
1642,1643,Tumor 7,Tumor
1585,1586,Tumor 1,Tumor
1064,1065,Tumor 1,Tumor
991,992,Tumor 7,Tumor
1029,1030,Tumor 1,Tumor
1021,1022,Tumor 7,Tumor
751,752,Tumor 7,Tumor
637,638,Tumor 4,Tumor
596,597,Tumor 1,Tumor
523,524,Tumor 4,Tumor
934,935,Tumor 7,Tumor
893,894,Tumor 4,Tumor
881,882,Tumor 4,Tumor
896,897,Tumor 3,Tumor
910,911,Tumor 2 (Ki67 Proliferating),Tumor
721,722,Tumor 3,Tumor
880,881,Tumor 3,Tumor
795,796,Tumor 3,Tumor
790,791,Tumor 7,Tumor
820,821,Tumor 7,Tumor
877,878,Tumor 1,Tumor
816,817,Tumor 1,Tumor
832,833,Tumor 1,Tumor
942,943,Tumor 7,Tumor
354,355,Tumor 1,Tumor
339,340,Tumor 7,Tumor
316,317,Tumor 4,Tumor
403,404,Tumor 1,Tumor
373,374,Tumor 7,Tumor
492,493,Tumor 7,Tumor
425,426,Tumor 2 (Ki67 Proliferating),Tumor
480,481,Tumor 1,Tumor
455,456,Tumor 1,Tumor
510,511,Tumor 1,Tumor
448,449,Tumor 1,Tumor
417,418,Tumor 1,Tumor
452,453,Tumor 1,Tumor
394,395,Tumor 1,Tumor
407,408,Tumor 7,Tumor
367,368,Tumor 1,Tumor
398,399,Tumor 1,Tumor
516,517,Tumor 1,Tumor
508,509,Tumor 1,Tumor
550,551,Tumor 3,Tumor
565,566,Tumor 2 (Ki67 Proliferating),Tumor
322,323,Tumor 1,Tumor
259,260,Tumor 1,Tumor
291,292,Tumor 1,Tumor
330,331,Tumor 1,Tumor
366,367,Tumor 1,Tumor
568,569,Tumor 1,Tumor
507,508,Tumor 1,Tumor
561,562,Tumor 3,Tumor
770,771,Tumor 1,Tumor
609,610,Tumor 1,Tumor
553,554,Tumor 1,Tumor
524,525,Tumor 1,Tumor
595,596,Tumor 1,Tumor
542,543,Tumor 1,Tumor
645,646,Tumor 1,Tumor
336,337,Tumor 1,Tumor
307,308,Tumor 1,Tumor
353,354,Tumor 7,Tumor
338,339,Tumor 1,Tumor
372,373,Tumor 1,Tumor
703,704,Tumor 3,Tumor
669,670,Tumor 3,Tumor
620,621,Tumor 3,Tumor
651,652,Tumor 3,Tumor
180,181,Tumor 1,Tumor
249,250,Tumor 1,Tumor
210,211,Tumor 1,Tumor
237,238,Tumor 1,Tumor
139,140,Tumor 3,Tumor
85,86,Tumor 1,Tumor
282,283,Tumor 3,Tumor
140,141,Tumor 3,Tumor
134,135,Tumor 7,Tumor
111,112,Tumor 7,Tumor
78,79,Tumor 3,Tumor
46,47,Tumor 3,Tumor
895,896,Tumor 3,Tumor
867,868,Tumor 3,Tumor
822,823,Tumor 3,Tumor
913,914,Tumor 4,Tumor
269,270,Tumor 3,Tumor
655,656,Tumor 3,Tumor
324,325,Tumor 2 (Ki67 Proliferating),Tumor
376,377,Tumor 2 (Ki67 Proliferating),Tumor
729,730,Tumor 3,Tumor
806,807,Tumor 3,Tumor
826,827,Tumor 3,Tumor
772,773,Tumor 2 (Ki67 Proliferating),Tumor
698,699,Tumor 3,Tumor
430,431,Tumor 2 (Ki67 Proliferating),Tumor
357,358,Tumor 3,Tumor
1182,1183,Tumor 7,Tumor
2011,2012,Tumor 3,Tumor
1943,1944,Tumor 2 (Ki67 Proliferating),Tumor
1907,1908,Tumor 7,Tumor
1895,1896,Tumor 7,Tumor
1837,1838,Tumor 2 (Ki67 Proliferating),Tumor
1881,1882,Tumor 1,Tumor
1694,1695,Tumor 3,Tumor
1715,1716,Tumor 3,Tumor
1869,1870,Tumor 2 (Ki67 Proliferating),Tumor
959,960,Tumor 3,Tumor
900,901,Tumor 3,Tumor
1248,1249,Tumor 4,Tumor
1239,1240,Tumor 4,Tumor
1238,1239,Tumor 4,Tumor
1795,1796,Tumor 4,Tumor
1794,1795,Tumor 4,Tumor
1853,1854,Tumor 3,Tumor
1831,1832,Tumor 4,Tumor
1594,1595,Tumor 3,Tumor
1554,1555,Tumor 3,Tumor
1340,1341,Tumor 1,Tumor
1526,1527,Tumor 2 (Ki67 Proliferating),Tumor
1555,1556,Tumor 3,Tumor
1488,1489,Tumor 3,Tumor
