,CELL_ID,CELL_TYPE,CELL_CLASS
800,801,Tumor 1,Tumor
913,914,Tumor 3,Tumor
874,875,Tumor 1,Tumor
1248,1249,Tumor 3,Tumor
1146,1147,Tumor 1,Tumor
1136,1137,Tumor 1,Tumor
1199,1200,Tumor 3,Tumor
1177,1178,Tumor 3,Tumor
1145,1146,Tumor 1,Tumor
739,740,Tumor 4,Tumor
1663,1664,Tumor 4,Tumor
569,570,Tumor 3,Tumor
599,600,Tumor 2 (Ki67 Proliferating),Tumor
1144,1145,Tumor 1,Tumor
1751,1752,Tumor 2 (Ki67 Proliferating),Tumor
1755,1756,Tumor 2 (Ki67 Proliferating),Tumor
1727,1728,Tumor 2 (Ki67 Proliferating),Tumor
904,905,Tumor 4,Tumor
969,970,Tumor 2 (Ki67 Proliferating),Tumor
2413,2414,Tumor 2 (Ki67 Proliferating),Tumor
2406,2407,Tumor 4,Tumor
2411,2412,Tumor 4,Tumor
679,680,Tumor 1,Tumor
477,478,Tumor 1,Tumor
405,406,Tumor 1,Tumor
1471,1472,Tumor 7,Tumor
1518,1519,Tumor 7,Tumor
961,962,Tumor 3,Tumor
977,978,Tumor 3,Tumor
657,658,Tumor 1,Tumor
666,667,Tumor 2 (Ki67 Proliferating),Tumor
517,518,Tumor 2 (Ki67 Proliferating),Tumor
491,492,Tumor 2 (Ki67 Proliferating),Tumor
550,551,Tumor 7,Tumor
529,530,Tumor 7,Tumor
457,458,Tumor 2 (Ki67 Proliferating),Tumor
134,135,Tumor 1,Tumor
95,96,Tumor 3,Tumor
82,83,Tumor 4,Tumor
122,123,Tumor 1,Tumor
650,651,Tumor 1,Tumor
639,640,Tumor 2 (Ki67 Proliferating),Tumor
613,614,Tumor 7,Tumor
607,608,Tumor 7,Tumor
812,813,Tumor 2 (Ki67 Proliferating),Tumor
540,541,Tumor 2 (Ki67 Proliferating),Tumor
472,473,Tumor 7,Tumor
3,4,Tumor 4,Tumor
42,43,Tumor 3,Tumor
105,106,Tumor 2 (Ki67 Proliferating),Tumor
133,134,Tumor 4,Tumor
547,548,Tumor 3,Tumor
710,711,Tumor 4,Tumor
509,510,Tumor 2 (Ki67 Proliferating),Tumor
612,613,Tumor 3,Tumor
617,618,Tumor 2 (Ki67 Proliferating),Tumor
563,564,Tumor 3,Tumor
951,952,Tumor 4,Tumor
907,908,Tumor 4,Tumor
1110,1111,Tumor 1,Tumor
1130,1131,Tumor 1,Tumor
1132,1133,Tumor 1,Tumor
754,755,Tumor 7,Tumor
943,944,Tumor 1,Tumor
863,864,Tumor 1,Tumor
976,977,Tumor 1,Tumor
964,965,Tumor 1,Tumor
1350,1351,Tumor 4,Tumor
1311,1312,Tumor 2 (Ki67 Proliferating),Tumor
1328,1329,Tumor 3,Tumor
1329,1330,Tumor 2 (Ki67 Proliferating),Tumor
1473,1474,Tumor 3,Tumor
1142,1143,Tumor 4,Tumor
1131,1132,Tumor 4,Tumor
1253,1254,Tumor 3,Tumor
1238,1239,Tumor 4,Tumor
1202,1203,Tumor 4,Tumor
1197,1198,Tumor 3,Tumor
1264,1265,Tumor 2 (Ki67 Proliferating),Tumor
1218,1219,Tumor 2 (Ki67 Proliferating),Tumor
1188,1189,Tumor 4,Tumor
1790,1791,Tumor 2 (Ki67 Proliferating),Tumor
1787,1788,Tumor 2 (Ki67 Proliferating),Tumor
1259,1260,Tumor 4,Tumor
