,CELL_ID,CELL_TYPE,CELL_CLASS
742,743,Tumor 7,Tumor
521,522,Tumor 1,Tumor
570,571,Tumor 1,Tumor
487,488,Tumor 7,Tumor
611,612,Tumor 7,Tumor
139,140,Tumor 1,Tumor
149,150,Tumor 3,Tumor
0,1,Tumor 4,Tumor
40,41,Tumor 2 (Ki67 Proliferating),Tumor
409,410,Tumor 7,Tumor
460,461,Tumor 7,Tumor
755,756,Tumor 2 (Ki67 Proliferating),Tumor
753,754,Tumor 1,Tumor
728,729,Tumor 1,Tumor
788,789,Tumor 7,Tumor
670,671,Tumor 1,Tumor
687,688,Tumor 7,Tumor
645,646,Tumor 1,Tumor
697,698,Tumor 7,Tumor
624,625,Tumor 4,Tumor
438,439,Tumor 2 (Ki67 Proliferating),Tumor
1104,1105,Tumor 1,Tumor
987,988,Tumor 7,Tumor
1516,1517,Tumor 1,Tumor
414,415,Tumor 4,Tumor
382,383,Tumor 4,Tumor
215,216,Tumor 4,Tumor
311,312,Tumor 6 / DC,Tumor
289,290,Tumor 6 / DC,Tumor
138,139,Tumor 4,Tumor
150,151,Tumor 6 / DC,Tumor
32,33,Tumor 3,Tumor
11,12,Tumor 3,Tumor
78,79,Tumor 2 (Ki67 Proliferating),Tumor
50,51,Tumor 2 (Ki67 Proliferating),Tumor
57,58,Tumor 6 / DC,Tumor
159,160,Tumor 4,Tumor
172,173,Tumor 4,Tumor
944,945,Tumor 4,Tumor
1182,1183,Tumor 4,Tumor
1127,1128,Tumor 4,Tumor
1457,1458,Tumor 4,Tumor
1211,1212,Tumor 4,Tumor
1166,1167,Tumor 7,Tumor
651,652,Tumor 7,Tumor
533,534,Tumor 2 (Ki67 Proliferating),Tumor
502,503,Tumor 7,Tumor
156,157,Tumor 3,Tumor
432,433,Tumor 2 (Ki67 Proliferating),Tumor
374,375,Tumor 6 / DC,Tumor
355,356,Tumor 6 / DC,Tumor
449,450,Tumor 7,Tumor
421,422,Tumor 1,Tumor
472,473,Tumor 7,Tumor
375,376,Tumor 6 / DC,Tumor
440,441,Tumor 4,Tumor
445,446,Tumor 3,Tumor
399,400,Tumor 4,Tumor
397,398,Tumor 6 / DC,Tumor
223,224,Tumor 6 / DC,Tumor
530,531,Tumor 4,Tumor
1032,1033,Tumor 7,Tumor
1070,1071,Tumor 7,Tumor
1073,1074,Tumor 6 / DC,Tumor
772,773,Tumor 6 / DC,Tumor
938,939,Tumor 7,Tumor
553,554,Tumor 4,Tumor
607,608,Tumor 4,Tumor
592,593,Tumor 4,Tumor
710,711,Tumor 7,Tumor
1421,1422,Tumor 4,Tumor
1489,1490,Tumor 7,Tumor
3,4,Tumor 6 / DC,Tumor
31,32,Tumor 4,Tumor
23,24,Tumor 2 (Ki67 Proliferating),Tumor
12,13,Tumor 2 (Ki67 Proliferating),Tumor
54,55,Tumor 7,Tumor
37,38,Tumor 3,Tumor
503,504,Tumor 4,Tumor
418,419,Tumor 4,Tumor
312,313,Tumor 4,Tumor
406,407,Tumor 4,Tumor
92,93,Tumor 4,Tumor
271,272,Tumor 4,Tumor
60,61,Tumor 3,Tumor
157,158,Tumor 2 (Ki67 Proliferating),Tumor
194,195,Tumor 7,Tumor
30,31,Tumor 6 / DC,Tumor
29,30,Tumor 4,Tumor
5,6,Tumor 2 (Ki67 Proliferating),Tumor
113,114,Tumor 6 / DC,Tumor
237,238,Tumor 4,Tumor
233,234,Tumor 4,Tumor
1065,1066,Tumor 4,Tumor
957,958,Tumor 1,Tumor
1386,1387,Tumor 1,Tumor
1316,1317,Tumor 1,Tumor
1361,1362,Tumor 1,Tumor
1345,1346,Tumor 1,Tumor
1086,1087,Tumor 4,Tumor
582,583,Tumor 1,Tumor
543,544,Tumor 7,Tumor
588,589,Tumor 7,Tumor
606,607,Tumor 1,Tumor
674,675,Tumor 1,Tumor
720,721,Tumor 3,Tumor
721,722,Tumor 1,Tumor
711,712,Tumor 6 / DC,Tumor
615,616,Tumor 6 / DC,Tumor
621,622,Tumor 1,Tumor
583,584,Tumor 1,Tumor
672,673,Tumor 7,Tumor
643,644,Tumor 6 / DC,Tumor
714,715,Tumor 4,Tumor
526,527,Tumor 4,Tumor
439,440,Tumor 7,Tumor
404,405,Tumor 7,Tumor
512,513,Tumor 3,Tumor
578,579,Tumor 3,Tumor
493,494,Tumor 6 / DC,Tumor
541,542,Tumor 7,Tumor
413,414,Tumor 7,Tumor
366,367,Tumor 1,Tumor
187,188,Tumor 3,Tumor
345,346,Tumor 3,Tumor
317,318,Tumor 7,Tumor
601,602,Tumor 3,Tumor
574,575,Tumor 4,Tumor
622,623,Tumor 4,Tumor
1096,1097,Tumor 1,Tumor
1108,1109,Tumor 1,Tumor
689,690,Tumor 2 (Ki67 Proliferating),Tumor
737,738,Tumor 7,Tumor
880,881,Tumor 1,Tumor
915,916,Tumor 1,Tumor
842,843,Tumor 7,Tumor
653,654,Tumor 4,Tumor
614,615,Tumor 4,Tumor
800,801,Tumor 4,Tumor
836,837,Tumor 4,Tumor
840,841,Tumor 2 (Ki67 Proliferating),Tumor
960,961,Tumor 6 / DC,Tumor
1445,1446,Tumor 7,Tumor
1452,1453,Tumor 1,Tumor
1304,1305,Tumor 6 / DC,Tumor
1470,1471,Tumor 1,Tumor
1012,1013,Tumor 6 / DC,Tumor
970,971,Tumor 6 / DC,Tumor
1021,1022,Tumor 6 / DC,Tumor
989,990,Tumor 6 / DC,Tumor
6,7,Tumor 6 / DC,Tumor
7,8,Tumor 6 / DC,Tumor
1,2,Tumor 4,Tumor
15,16,Tumor 6 / DC,Tumor
19,20,Tumor 2 (Ki67 Proliferating),Tumor
34,35,Tumor 7,Tumor
68,69,Tumor 2 (Ki67 Proliferating),Tumor
475,476,Tumor 4,Tumor
477,478,Tumor 4,Tumor
627,628,Tumor 4,Tumor
496,497,Tumor 4,Tumor
648,649,Tumor 4,Tumor
209,210,Tumor 4,Tumor
218,219,Tumor 4,Tumor
282,283,Tumor 6 / DC,Tumor
277,278,Tumor 2 (Ki67 Proliferating),Tumor
116,117,Tumor 3,Tumor
102,103,Tumor 6 / DC,Tumor
165,166,Tumor 3,Tumor
176,177,Tumor 7,Tumor
195,196,Tumor 2 (Ki67 Proliferating),Tumor
170,171,Tumor 3,Tumor
151,152,Tumor 2 (Ki67 Proliferating),Tumor
133,134,Tumor 3,Tumor
128,129,Tumor 1,Tumor
162,163,Tumor 6 / DC,Tumor
251,252,Tumor 6 / DC,Tumor
182,183,Tumor 4,Tumor
141,142,Tumor 4,Tumor
91,92,Tumor 2 (Ki67 Proliferating),Tumor
100,101,Tumor 2 (Ki67 Proliferating),Tumor
114,115,Tumor 6 / DC,Tumor
38,39,Tumor 3,Tumor
48,49,Tumor 2 (Ki67 Proliferating),Tumor
61,62,Tumor 4,Tumor
63,64,Tumor 2 (Ki67 Proliferating),Tumor
16,17,Tumor 6 / DC,Tumor
56,57,Tumor 3,Tumor
44,45,Tumor 4,Tumor
1320,1321,Tumor 2 (Ki67 Proliferating),Tumor
1287,1288,Tumor 1,Tumor
972,973,Tumor 4,Tumor
735,736,Tumor 3,Tumor
713,714,Tumor 3,Tumor
731,732,Tumor 7,Tumor
823,824,Tumor 4,Tumor
789,790,Tumor 4,Tumor
613,614,Tumor 4,Tumor
703,704,Tumor 4,Tumor
738,739,Tumor 4,Tumor
464,465,Tumor 7,Tumor
452,453,Tumor 1,Tumor
451,452,Tumor 2 (Ki67 Proliferating),Tumor
473,474,Tumor 1,Tumor
470,471,Tumor 1,Tumor
511,512,Tumor 1,Tumor
342,343,Tumor 7,Tumor
319,320,Tumor 6 / DC,Tumor
236,237,Tumor 1,Tumor
276,277,Tumor 7,Tumor
213,214,Tumor 3,Tumor
238,239,Tumor 3,Tumor
567,568,Tumor 4,Tumor
620,621,Tumor 1,Tumor
822,823,Tumor 1,Tumor
1143,1144,Tumor 7,Tumor
1241,1242,Tumor 1,Tumor
1150,1151,Tumor 1,Tumor
1163,1164,Tumor 6 / DC,Tumor
1162,1163,Tumor 6 / DC,Tumor
1245,1246,Tumor 2 (Ki67 Proliferating),Tumor
1216,1217,Tumor 6 / DC,Tumor
1235,1236,Tumor 2 (Ki67 Proliferating),Tumor
1238,1239,Tumor 6 / DC,Tumor
1286,1287,Tumor 1,Tumor
1036,1037,Tumor 7,Tumor
1061,1062,Tumor 6 / DC,Tumor
1088,1089,Tumor 7,Tumor
1126,1127,Tumor 6 / DC,Tumor
1016,1017,Tumor 3,Tumor
1084,1085,Tumor 6 / DC,Tumor
1026,1027,Tumor 7,Tumor
1006,1007,Tumor 6 / DC,Tumor
813,814,Tumor 1,Tumor
812,813,Tumor 7,Tumor
955,956,Tumor 7,Tumor
975,976,Tumor 7,Tumor
985,986,Tumor 1,Tumor
908,909,Tumor 7,Tumor
872,873,Tumor 7,Tumor
949,950,Tumor 7,Tumor
808,809,Tumor 7,Tumor
833,834,Tumor 2 (Ki67 Proliferating),Tumor
928,929,Tumor 2 (Ki67 Proliferating),Tumor
920,921,Tumor 2 (Ki67 Proliferating),Tumor
905,906,Tumor 2 (Ki67 Proliferating),Tumor
1317,1318,Tumor 2 (Ki67 Proliferating),Tumor
1292,1293,Tumor 2 (Ki67 Proliferating),Tumor
1309,1310,Tumor 6 / DC,Tumor
1348,1349,Tumor 2 (Ki67 Proliferating),Tumor
1337,1338,Tumor 3,Tumor
1357,1358,Tumor 2 (Ki67 Proliferating),Tumor
1372,1373,Tumor 2 (Ki67 Proliferating),Tumor
1338,1339,Tumor 7,Tumor
1314,1315,Tumor 7,Tumor
1423,1424,Tumor 7,Tumor
1373,1374,Tumor 7,Tumor
1299,1300,Tumor 6 / DC,Tumor
1271,1272,Tumor 6 / DC,Tumor
1295,1296,Tumor 2 (Ki67 Proliferating),Tumor
1305,1306,Tumor 2 (Ki67 Proliferating),Tumor
1260,1261,Tumor 7,Tumor
1367,1368,Tumor 7,Tumor
1331,1332,Tumor 3,Tumor
1370,1371,Tumor 2 (Ki67 Proliferating),Tumor
1395,1396,Tumor 2 (Ki67 Proliferating),Tumor
1343,1344,Tumor 1,Tumor
1464,1465,Tumor 2 (Ki67 Proliferating),Tumor
1447,1448,Tumor 2 (Ki67 Proliferating),Tumor
1477,1478,Tumor 1,Tumor
1435,1436,Tumor 6 / DC,Tumor
1385,1386,Tumor 7,Tumor
1347,1348,Tumor 2 (Ki67 Proliferating),Tumor
1419,1420,Tumor 7,Tumor
1366,1367,Tumor 2 (Ki67 Proliferating),Tumor
1339,1340,Tumor 2 (Ki67 Proliferating),Tumor
1358,1359,Tumor 6 / DC,Tumor
1393,1394,Tumor 2 (Ki67 Proliferating),Tumor
1333,1334,Tumor 2 (Ki67 Proliferating),Tumor
1350,1351,Tumor 2 (Ki67 Proliferating),Tumor
1378,1379,Tumor 6 / DC,Tumor
1342,1343,Tumor 2 (Ki67 Proliferating),Tumor
1315,1316,Tumor 2 (Ki67 Proliferating),Tumor
1253,1254,Tumor 2 (Ki67 Proliferating),Tumor
1282,1283,Tumor 4,Tumor
1237,1238,Tumor 6 / DC,Tumor
1301,1302,Tumor 2 (Ki67 Proliferating),Tumor
1552,1553,Tumor 4,Tumor
1480,1481,Tumor 1,Tumor
1149,1150,Tumor 6 / DC,Tumor
1011,1012,Tumor 2 (Ki67 Proliferating),Tumor
1056,1057,Tumor 2 (Ki67 Proliferating),Tumor
1090,1091,Tumor 2 (Ki67 Proliferating),Tumor
947,948,Tumor 6 / DC,Tumor
937,938,Tumor 2 (Ki67 Proliferating),Tumor
450,451,Tumor 4,Tumor
563,564,Tumor 4,Tumor
527,528,Tumor 4,Tumor
513,514,Tumor 4,Tumor
488,489,Tumor 4,Tumor
537,538,Tumor 4,Tumor
536,537,Tumor 4,Tumor
108,109,Tumor 2 (Ki67 Proliferating),Tumor
118,119,Tumor 2 (Ki67 Proliferating),Tumor
330,331,Tumor 6 / DC,Tumor
327,328,Tumor 6 / DC,Tumor
120,121,Tumor 3,Tumor
85,86,Tumor 3,Tumor
111,112,Tumor 3,Tumor
105,106,Tumor 6 / DC,Tumor
96,97,Tumor 3,Tumor
81,82,Tumor 3,Tumor
66,67,Tumor 6 / DC,Tumor
174,175,Tumor 2 (Ki67 Proliferating),Tumor
247,248,Tumor 6 / DC,Tumor
21,22,Tumor 4,Tumor
67,68,Tumor 3,Tumor
74,75,Tumor 2 (Ki67 Proliferating),Tumor
94,95,Tumor 2 (Ki67 Proliferating),Tumor
83,84,Tumor 4,Tumor
95,96,Tumor 4,Tumor
93,94,Tumor 6 / DC,Tumor
79,80,Tumor 2 (Ki67 Proliferating),Tumor
89,90,Tumor 2 (Ki67 Proliferating),Tumor
103,104,Tumor 2 (Ki67 Proliferating),Tumor
75,76,Tumor 4,Tumor
121,122,Tumor 2 (Ki67 Proliferating),Tumor
995,996,Tumor 4,Tumor
1382,1383,Tumor 7,Tumor
1379,1380,Tumor 6 / DC,Tumor
1014,1015,Tumor 4,Tumor
1069,1070,Tumor 2 (Ki67 Proliferating),Tumor
1067,1068,Tumor 2 (Ki67 Proliferating),Tumor
1051,1052,Tumor 2 (Ki67 Proliferating),Tumor
988,989,Tumor 2 (Ki67 Proliferating),Tumor
1412,1413,Tumor 1,Tumor
1398,1399,Tumor 7,Tumor
1327,1328,Tumor 6 / DC,Tumor
1388,1389,Tumor 3,Tumor
1364,1365,Tumor 2 (Ki67 Proliferating),Tumor
1545,1546,Tumor 3,Tumor
1547,1548,Tumor 4,Tumor
1528,1529,Tumor 3,Tumor
1521,1522,Tumor 2 (Ki67 Proliferating),Tumor
1522,1523,Tumor 6 / DC,Tumor
358,359,Tumor 7,Tumor
351,352,Tumor 1,Tumor
354,355,Tumor 1,Tumor
402,403,Tumor 1,Tumor
306,307,Tumor 1,Tumor
326,327,Tumor 6 / DC,Tumor
329,330,Tumor 1,Tumor
266,267,Tumor 3,Tumor
260,261,Tumor 6 / DC,Tumor
293,294,Tumor 1,Tumor
309,310,Tumor 6 / DC,Tumor
281,282,Tumor 6 / DC,Tumor
241,242,Tumor 3,Tumor
193,194,Tumor 1,Tumor
154,155,Tumor 1,Tumor
642,643,Tumor 7,Tumor
458,459,Tumor 4,Tumor
1160,1161,Tumor 1,Tumor
1142,1143,Tumor 6 / DC,Tumor
1186,1187,Tumor 1,Tumor
1187,1188,Tumor 7,Tumor
1168,1169,Tumor 7,Tumor
1174,1175,Tumor 7,Tumor
1192,1193,Tumor 6 / DC,Tumor
1183,1184,Tumor 6 / DC,Tumor
1312,1313,Tumor 7,Tumor
1266,1267,Tumor 7,Tumor
1220,1221,Tumor 7,Tumor
1115,1116,Tumor 6 / DC,Tumor
1055,1056,Tumor 6 / DC,Tumor
1030,1031,Tumor 7,Tumor
1074,1075,Tumor 6 / DC,Tumor
1064,1065,Tumor 1,Tumor
786,787,Tumor 3,Tumor
680,681,Tumor 7,Tumor
706,707,Tumor 7,Tumor
890,891,Tumor 7,Tumor
844,845,Tumor 7,Tumor
843,844,Tumor 7,Tumor
884,885,Tumor 4,Tumor
927,928,Tumor 7,Tumor
967,968,Tumor 2 (Ki67 Proliferating),Tumor
1024,1025,Tumor 3,Tumor
959,960,Tumor 6 / DC,Tumor
982,983,Tumor 6 / DC,Tumor
797,798,Tumor 2 (Ki67 Proliferating),Tumor
902,903,Tumor 6 / DC,Tumor
775,776,Tumor 6 / DC,Tumor
748,749,Tumor 3,Tumor
913,914,Tumor 6 / DC,Tumor
898,899,Tumor 2 (Ki67 Proliferating),Tumor
935,936,Tumor 6 / DC,Tumor
850,851,Tumor 4,Tumor
849,850,Tumor 2 (Ki67 Proliferating),Tumor
877,878,Tumor 2 (Ki67 Proliferating),Tumor
859,860,Tumor 3,Tumor
923,924,Tumor 2 (Ki67 Proliferating),Tumor
954,955,Tumor 5,Tumor
878,879,Tumor 2 (Ki67 Proliferating),Tumor
994,995,Tumor 6 / DC,Tumor
1015,1016,Tumor 2 (Ki67 Proliferating),Tumor
1147,1148,Tumor 6 / DC,Tumor
1171,1172,Tumor 4,Tumor
1335,1336,Tumor 6 / DC,Tumor
1399,1400,Tumor 4,Tumor
1322,1323,Tumor 7,Tumor
1360,1361,Tumor 7,Tumor
1404,1405,Tumor 7,Tumor
1344,1345,Tumor 1,Tumor
1392,1393,Tumor 7,Tumor
1394,1395,Tumor 6 / DC,Tumor
1441,1442,Tumor 2 (Ki67 Proliferating),Tumor
1400,1401,Tumor 6 / DC,Tumor
1396,1397,Tumor 7,Tumor
1525,1526,Tumor 4,Tumor
1106,1107,Tumor 6 / DC,Tumor
1087,1088,Tumor 6 / DC,Tumor
1037,1038,Tumor 2 (Ki67 Proliferating),Tumor
1177,1178,Tumor 6 / DC,Tumor
1190,1191,Tumor 2 (Ki67 Proliferating),Tumor
1139,1140,Tumor 2 (Ki67 Proliferating),Tumor
1212,1213,Tumor 2 (Ki67 Proliferating),Tumor
1002,1003,Tumor 3,Tumor
104,105,Tumor 2 (Ki67 Proliferating),Tumor
26,27,Tumor 2 (Ki67 Proliferating),Tumor
617,618,Tumor 4,Tumor
551,552,Tumor 4,Tumor
602,603,Tumor 4,Tumor
49,50,Tumor 5,Tumor
42,43,Tumor 1,Tumor
43,44,Tumor 2 (Ki67 Proliferating),Tumor
14,15,Tumor 2 (Ki67 Proliferating),Tumor
47,48,Tumor 1,Tumor
27,28,Tumor 2 (Ki67 Proliferating),Tumor
146,147,Tumor 2 (Ki67 Proliferating),Tumor
155,156,Tumor 6 / DC,Tumor
192,193,Tumor 7,Tumor
181,182,Tumor 3,Tumor
171,172,Tumor 7,Tumor
158,159,Tumor 3,Tumor
142,143,Tumor 3,Tumor
269,270,Tumor 6 / DC,Tumor
254,255,Tumor 2 (Ki67 Proliferating),Tumor
286,287,Tumor 2 (Ki67 Proliferating),Tumor
1318,1319,Tumor 6 / DC,Tumor
1289,1290,Tumor 6 / DC,Tumor
1280,1281,Tumor 7,Tumor
1288,1289,Tumor 6 / DC,Tumor
1321,1322,Tumor 6 / DC,Tumor
857,858,Tumor 4,Tumor
1042,1043,Tumor 4,Tumor
1046,1047,Tumor 4,Tumor
1137,1138,Tumor 6 / DC,Tumor
1100,1101,Tumor 6 / DC,Tumor
1151,1152,Tumor 6 / DC,Tumor
1133,1134,Tumor 2 (Ki67 Proliferating),Tumor
1152,1153,Tumor 6 / DC,Tumor
1478,1479,Tumor 1,Tumor
1557,1558,Tumor 4,Tumor
1543,1544,Tumor 4,Tumor
1549,1550,Tumor 4,Tumor
1534,1535,Tumor 4,Tumor
1474,1475,Tumor 4,Tumor
1535,1536,Tumor 2 (Ki67 Proliferating),Tumor
1539,1540,Tumor 6 / DC,Tumor
1538,1539,Tumor 3,Tumor
1428,1429,Tumor 3,Tumor
1300,1301,Tumor 6 / DC,Tumor
1093,1094,Tumor 6 / DC,Tumor
1062,1063,Tumor 4,Tumor
1068,1069,Tumor 2 (Ki67 Proliferating),Tumor
1071,1072,Tumor 4,Tumor
1284,1285,Tumor 2 (Ki67 Proliferating),Tumor
630,631,Tumor 7,Tumor
664,665,Tumor 6 / DC,Tumor
684,685,Tumor 7,Tumor
605,606,Tumor 7,Tumor
696,697,Tumor 1,Tumor
726,727,Tumor 7,Tumor
764,765,Tumor 7,Tumor
809,810,Tumor 7,Tumor
768,769,Tumor 1,Tumor
795,796,Tumor 6 / DC,Tumor
787,788,Tumor 7,Tumor
756,757,Tumor 6 / DC,Tumor
730,731,Tumor 1,Tumor
745,746,Tumor 1,Tumor
1249,1250,Tumor 6 / DC,Tumor
1210,1211,Tumor 1,Tumor
1222,1223,Tumor 1,Tumor
1239,1240,Tumor 7,Tumor
1229,1230,Tumor 1,Tumor
1323,1324,Tumor 1,Tumor
1283,1284,Tumor 7,Tumor
1274,1275,Tumor 6 / DC,Tumor
1319,1320,Tumor 7,Tumor
1258,1259,Tumor 7,Tumor
1224,1225,Tumor 7,Tumor
1141,1142,Tumor 7,Tumor
1155,1156,Tumor 6 / DC,Tumor
1131,1132,Tumor 7,Tumor
1228,1229,Tumor 6 / DC,Tumor
