,CELL_ID,CELL_TYPE,CELL_CLASS
1294,1295,Tumor 4,Tumor
162,163,Tumor 4,Tumor
381,382,Tumor 4,Tumor
127,128,Tumor 4,Tumor
378,379,Tumor 2 (Ki67 Proliferating),Tumor
401,402,Tumor 3,Tumor
413,414,Tumor 7,Tumor
1318,1319,Tumor 4,Tumor
1303,1304,Tumor 4,Tumor
1310,1311,Tumor 4,Tumor
249,250,Tumor 2 (Ki67 Proliferating),Tumor
1228,1229,Tumor 4,Tumor
1208,1209,Tumor 4,Tumor
1157,1158,Tumor 7,Tumor
840,841,Tumor 4,Tumor
837,838,Tumor 4,Tumor
1219,1220,Tumor 4,Tumor
1236,1237,Tumor 4,Tumor
1270,1271,Tumor 4,Tumor
1072,1073,Tumor 4,Tumor
1052,1053,Tumor 4,Tumor
1106,1107,Tumor 4,Tumor
1045,1046,Tumor 4,Tumor
1021,1022,Tumor 4,Tumor
943,944,Tumor 4,Tumor
650,651,Tumor 4,Tumor
581,582,Tumor 7,Tumor
558,559,Tumor 2 (Ki67 Proliferating),Tumor
488,489,Tumor 4,Tumor
799,800,Tumor 4,Tumor
14,15,Tumor 3,Tumor
1304,1305,Tumor 4,Tumor
1276,1277,Tumor 4,Tumor
1249,1250,Tumor 4,Tumor
947,948,Tumor 4,Tumor
624,625,Tumor 3,Tumor
673,674,Tumor 3,Tumor
1284,1285,Tumor 4,Tumor
1316,1317,Tumor 4,Tumor
1137,1138,Tumor 7,Tumor
962,963,Tumor 4,Tumor
901,902,Tumor 4,Tumor
833,834,Tumor 4,Tumor
1031,1032,Tumor 4,Tumor
1209,1210,Tumor 4,Tumor
158,159,Tumor 4,Tumor
62,63,Tumor 4,Tumor
93,94,Tumor 4,Tumor
113,114,Tumor 4,Tumor
123,124,Tumor 4,Tumor
194,195,Tumor 4,Tumor
81,82,Tumor 4,Tumor
357,358,Tumor 6 / DC,Tumor
356,357,Tumor 7,Tumor
615,616,Tumor 1,Tumor
571,572,Tumor 4,Tumor
796,797,Tumor 4,Tumor
301,302,Tumor 1,Tumor
323,324,Tumor 3,Tumor
343,344,Tumor 1,Tumor
243,244,Tumor 4,Tumor
423,424,Tumor 3,Tumor
461,462,Tumor 3,Tumor
486,487,Tumor 1,Tumor
23,24,Tumor 3,Tumor
1225,1226,Tumor 4,Tumor
1201,1202,Tumor 4,Tumor
1190,1191,Tumor 4,Tumor
718,719,Tumor 3,Tumor
728,729,Tumor 1,Tumor
721,722,Tumor 3,Tumor
682,683,Tumor 7,Tumor
745,746,Tumor 7,Tumor
852,853,Tumor 4,Tumor
865,866,Tumor 4,Tumor
