,CELL_ID,CELL_TYPE,CELL_CLASS
1125,1126,Tumor 4,Tumor
1175,1176,Tumor 3,Tumor
49,50,Tumor 4,Tumor
1724,1725,Tumor 7,Tumor
1733,1734,Tumor 7,Tumor
1736,1737,Tumor 7,Tumor
890,891,Tumor 6 / DC,Tumor
917,918,Tumor 7,Tumor
1139,1140,Tumor 7,Tumor
1150,1151,Tumor 7,Tumor
1110,1111,Tumor 7,Tumor
1113,1114,Tumor 7,Tumor
1137,1138,Tumor 7,Tumor
1087,1088,Tumor 1,Tumor
896,897,Tumor 7,Tumor
879,880,Tumor 6 / DC,Tumor
1018,1019,Tumor 7,Tumor
1007,1008,Tumor 7,Tumor
887,888,Tumor 1,Tumor
803,804,Tumor 3,Tumor
864,865,Tumor 3,Tumor
870,871,Tumor 3,Tumor
166,167,Tumor 7,Tumor
1347,1348,Tumor 4,Tumor
1413,1414,Tumor 4,Tumor
1387,1388,Tumor 3,Tumor
1400,1401,Tumor 3,Tumor
1160,1161,Tumor 1,Tumor
1769,1770,Tumor 7,Tumor
1713,1714,Tumor 7,Tumor
1723,1724,Tumor 7,Tumor
1711,1712,Tumor 7,Tumor
1305,1306,Tumor 1,Tumor
1343,1344,Tumor 1,Tumor
1313,1314,Tumor 7,Tumor
1627,1628,Tumor 7,Tumor
1352,1353,Tumor 7,Tumor
1366,1367,Tumor 7,Tumor
1518,1519,Tumor 7,Tumor
1441,1442,Tumor 7,Tumor
1407,1408,Tumor 7,Tumor
1530,1531,Tumor 7,Tumor
1533,1534,Tumor 1,Tumor
1548,1549,Tumor 7,Tumor
732,733,Tumor 4,Tumor
880,881,Tumor 4,Tumor
986,987,Tumor 2 (Ki67 Proliferating),Tumor
1249,1250,Tumor 3,Tumor
1067,1068,Tumor 7,Tumor
1048,1049,Tumor 7,Tumor
1072,1073,Tumor 1,Tumor
1100,1101,Tumor 1,Tumor
1105,1106,Tumor 7,Tumor
1080,1081,Tumor 3,Tumor
1050,1051,Tumor 3,Tumor
1040,1041,Tumor 1,Tumor
1138,1139,Tumor 3,Tumor
1132,1133,Tumor 1,Tumor
824,825,Tumor 4,Tumor
882,883,Tumor 4,Tumor
989,990,Tumor 3,Tumor
1045,1046,Tumor 7,Tumor
1131,1132,Tumor 7,Tumor
987,988,Tumor 4,Tumor
1652,1653,Tumor 7,Tumor
1735,1736,Tumor 6 / DC,Tumor
1695,1696,Tumor 6 / DC,Tumor
1721,1722,Tumor 6 / DC,Tumor
1712,1713,Tumor 7,Tumor
854,855,Tumor 7,Tumor
660,661,Tumor 4,Tumor
582,583,Tumor 4,Tumor
353,354,Tumor 4,Tumor
268,269,Tumor 4,Tumor
187,188,Tumor 7,Tumor
311,312,Tumor 4,Tumor
142,143,Tumor 6 / DC,Tumor
1327,1328,Tumor 3,Tumor
1351,1352,Tumor 1,Tumor
1350,1351,Tumor 7,Tumor
1595,1596,Tumor 2 (Ki67 Proliferating),Tumor
1439,1440,Tumor 3,Tumor
797,798,Tumor 4,Tumor
123,124,Tumor 3,Tumor
2,3,Tumor 4,Tumor
88,89,Tumor 7,Tumor
1093,1094,Tumor 7,Tumor
1092,1093,Tumor 7,Tumor
194,195,Tumor 7,Tumor
250,251,Tumor 6 / DC,Tumor
24,25,Tumor 3,Tumor
5,6,Tumor 3,Tumor
1,2,Tumor 6 / DC,Tumor
4,5,Tumor 7,Tumor
0,1,Tumor 6 / DC,Tumor
1688,1689,Tumor 4,Tumor
1454,1455,Tumor 3,Tumor
1722,1723,Tumor 7,Tumor
1729,1730,Tumor 3,Tumor
1744,1745,Tumor 7,Tumor
1676,1677,Tumor 7,Tumor
1621,1622,Tumor 7,Tumor
1488,1489,Tumor 1,Tumor
1502,1503,Tumor 7,Tumor
1710,1711,Tumor 7,Tumor
1683,1684,Tumor 7,Tumor
1714,1715,Tumor 7,Tumor
1734,1735,Tumor 7,Tumor
1705,1706,Tumor 1,Tumor
1296,1297,Tumor 7,Tumor
1375,1376,Tumor 7,Tumor
1376,1377,Tumor 7,Tumor
1691,1692,Tumor 7,Tumor
