,CELL_ID,CELL_TYPE,CELL_CLASS
19,20,Tumor 4,Tumor
754,755,Tumor 7,Tumor
1346,1347,Tumor 7,Tumor
2047,2048,Tumor 4,Tumor
12,13,Tumor 2 (Ki67 Proliferating),Tumor
423,424,Tumor 3,Tumor
439,440,Tumor 7,Tumor
372,373,Tumor 4,Tumor
404,405,Tumor 3,Tumor
397,398,Tumor 7,Tumor
398,399,Tumor 3,Tumor
367,368,Tumor 7,Tumor
352,353,Tumor 2 (Ki67 Proliferating),Tumor
310,311,Tumor 4,Tumor
338,339,Tumor 3,Tumor
278,279,Tumor 6 / DC,Tumor
318,319,Tumor 3,Tumor
284,285,Tumor 2 (Ki67 Proliferating),Tumor
1896,1897,Tumor 1,Tumor
1897,1898,Tumor 1,Tumor
1826,1827,Tumor 7,Tumor
1323,1324,Tumor 1,Tumor
1318,1319,Tumor 7,Tumor
5,6,Tumor 2 (Ki67 Proliferating),Tumor
1241,1242,Tumor 4,Tumor
1206,1207,Tumor 4,Tumor
388,389,Tumor 1,Tumor
242,243,Tumor 7,Tumor
925,926,Tumor 7,Tumor
844,845,Tumor 1,Tumor
1361,1362,Tumor 7,Tumor
1121,1122,Tumor 4,Tumor
1085,1086,Tumor 3,Tumor
1192,1193,Tumor 7,Tumor
1150,1151,Tumor 1,Tumor
1987,1988,Tumor 7,Tumor
2079,2080,Tumor 4,Tumor
2074,2075,Tumor 1,Tumor
2031,2032,Tumor 2 (Ki67 Proliferating),Tumor
2011,2012,Tumor 2 (Ki67 Proliferating),Tumor
996,997,Tumor 4,Tumor
953,954,Tumor 4,Tumor
1010,1011,Tumor 4,Tumor
969,970,Tumor 4,Tumor
926,927,Tumor 4,Tumor
951,952,Tumor 4,Tumor
734,735,Tumor 4,Tumor
809,810,Tumor 7,Tumor
2058,2059,Tumor 4,Tumor
2072,2073,Tumor 4,Tumor
2066,2067,Tumor 4,Tumor
2078,2079,Tumor 4,Tumor
2023,2024,Tumor 4,Tumor
1974,1975,Tumor 7,Tumor
2029,2030,Tumor 3,Tumor
2050,2051,Tumor 2 (Ki67 Proliferating),Tumor
2003,2004,Tumor 2 (Ki67 Proliferating),Tumor
2068,2069,Tumor 3,Tumor
2062,2063,Tumor 4,Tumor
1973,1974,Tumor 2 (Ki67 Proliferating),Tumor
1296,1297,Tumor 4,Tumor
11,12,Tumor 2 (Ki67 Proliferating),Tumor
29,30,Tumor 4,Tumor
323,324,Tumor 2 (Ki67 Proliferating),Tumor
0,1,Tumor 4,Tumor
405,406,Tumor 3,Tumor
382,383,Tumor 3,Tumor
139,140,Tumor 3,Tumor
34,35,Tumor 4,Tumor
465,466,Tumor 4,Tumor
149,150,Tumor 4,Tumor
120,121,Tumor 4,Tumor
246,247,Tumor 4,Tumor
342,343,Tumor 4,Tumor
304,305,Tumor 3,Tumor
353,354,Tumor 3,Tumor
312,313,Tumor 2 (Ki67 Proliferating),Tumor
263,264,Tumor 3,Tumor
251,252,Tumor 3,Tumor
280,281,Tumor 4,Tumor
286,287,Tumor 3,Tumor
229,230,Tumor 3,Tumor
221,222,Tumor 6 / DC,Tumor
2063,2064,Tumor 1,Tumor
1690,1691,Tumor 7,Tumor
1721,1722,Tumor 7,Tumor
1684,1685,Tumor 7,Tumor
1718,1719,Tumor 7,Tumor
1839,1840,Tumor 7,Tumor
1862,1863,Tumor 1,Tumor
1086,1087,Tumor 7,Tumor
945,946,Tumor 7,Tumor
1305,1306,Tumor 7,Tumor
1275,1276,Tumor 7,Tumor
1230,1231,Tumor 7,Tumor
1377,1378,Tumor 7,Tumor
1389,1390,Tumor 7,Tumor
1300,1301,Tumor 7,Tumor
1139,1140,Tumor 3,Tumor
64,65,Tumor 4,Tumor
24,25,Tumor 4,Tumor
37,38,Tumor 2 (Ki67 Proliferating),Tumor
477,478,Tumor 7,Tumor
525,526,Tumor 4,Tumor
604,605,Tumor 7,Tumor
247,248,Tumor 2 (Ki67 Proliferating),Tumor
351,352,Tumor 1,Tumor
386,387,Tumor 7,Tumor
174,175,Tumor 7,Tumor
196,197,Tumor 7,Tumor
200,201,Tumor 7,Tumor
178,179,Tumor 6 / DC,Tumor
148,149,Tumor 4,Tumor
240,241,Tumor 6 / DC,Tumor
231,232,Tumor 6 / DC,Tumor
206,207,Tumor 6 / DC,Tumor
87,88,Tumor 7,Tumor
137,138,Tumor 2 (Ki67 Proliferating),Tumor
262,263,Tumor 7,Tumor
1113,1114,Tumor 7,Tumor
1074,1075,Tumor 7,Tumor
1129,1130,Tumor 7,Tumor
1162,1163,Tumor 7,Tumor
1203,1204,Tumor 7,Tumor
736,737,Tumor 7,Tumor
785,786,Tumor 7,Tumor
813,814,Tumor 7,Tumor
1492,1493,Tumor 3,Tumor
1467,1468,Tumor 4,Tumor
1237,1238,Tumor 4,Tumor
1299,1300,Tumor 4,Tumor
1307,1308,Tumor 2 (Ki67 Proliferating),Tumor
1268,1269,Tumor 2 (Ki67 Proliferating),Tumor
1286,1287,Tumor 3,Tumor
1991,1992,Tumor 2 (Ki67 Proliferating),Tumor
2017,2018,Tumor 2 (Ki67 Proliferating),Tumor
1025,1026,Tumor 4,Tumor
915,916,Tumor 7,Tumor
1171,1172,Tumor 2 (Ki67 Proliferating),Tumor
1137,1138,Tumor 2 (Ki67 Proliferating),Tumor
1238,1239,Tumor 4,Tumor
1141,1142,Tumor 3,Tumor
1136,1137,Tumor 4,Tumor
1250,1251,Tumor 4,Tumor
1181,1182,Tumor 3,Tumor
1042,1043,Tumor 2 (Ki67 Proliferating),Tumor
660,661,Tumor 4,Tumor
594,595,Tumor 7,Tumor
596,597,Tumor 7,Tumor
617,618,Tumor 4,Tumor
873,874,Tumor 2 (Ki67 Proliferating),Tumor
803,804,Tumor 4,Tumor
766,767,Tumor 2 (Ki67 Proliferating),Tumor
741,742,Tumor 4,Tumor
829,830,Tumor 7,Tumor
841,842,Tumor 4,Tumor
842,843,Tumor 4,Tumor
806,807,Tumor 4,Tumor
517,518,Tumor 7,Tumor
582,583,Tumor 3,Tumor
1966,1967,Tumor 2 (Ki67 Proliferating),Tumor
1978,1979,Tumor 4,Tumor
1986,1987,Tumor 7,Tumor
2010,2011,Tumor 4,Tumor
1953,1954,Tumor 3,Tumor
1964,1965,Tumor 2 (Ki67 Proliferating),Tumor
2073,2074,Tumor 4,Tumor
2076,2077,Tumor 3,Tumor
1990,1991,Tumor 2 (Ki67 Proliferating),Tumor
2033,2034,Tumor 3,Tumor
2014,2015,Tumor 2 (Ki67 Proliferating),Tumor
1831,1832,Tumor 4,Tumor
1904,1905,Tumor 6 / DC,Tumor
1898,1899,Tumor 7,Tumor
1894,1895,Tumor 1,Tumor
1930,1931,Tumor 2 (Ki67 Proliferating),Tumor
1916,1917,Tumor 2 (Ki67 Proliferating),Tumor
27,28,Tumor 4,Tumor
1176,1177,Tumor 2 (Ki67 Proliferating),Tumor
1344,1345,Tumor 2 (Ki67 Proliferating),Tumor
1370,1371,Tumor 4,Tumor
1337,1338,Tumor 2 (Ki67 Proliferating),Tumor
1314,1315,Tumor 4,Tumor
1276,1277,Tumor 4,Tumor
1396,1397,Tumor 3,Tumor
1218,1219,Tumor 3,Tumor
1274,1275,Tumor 4,Tumor
1342,1343,Tumor 4,Tumor
1381,1382,Tumor 4,Tumor
1365,1366,Tumor 2 (Ki67 Proliferating),Tumor
1368,1369,Tumor 2 (Ki67 Proliferating),Tumor
1336,1337,Tumor 2 (Ki67 Proliferating),Tumor
1413,1414,Tumor 2 (Ki67 Proliferating),Tumor
1092,1093,Tumor 2 (Ki67 Proliferating),Tumor
1288,1289,Tumor 2 (Ki67 Proliferating),Tumor
1559,1560,Tumor 3,Tumor
1508,1509,Tumor 4,Tumor
1454,1455,Tumor 4,Tumor
1815,1816,Tumor 2 (Ki67 Proliferating),Tumor
1841,1842,Tumor 2 (Ki67 Proliferating),Tumor
1796,1797,Tumor 3,Tumor
1554,1555,Tumor 2 (Ki67 Proliferating),Tumor
1188,1189,Tumor 2 (Ki67 Proliferating),Tumor
633,634,Tumor 7,Tumor
707,708,Tumor 4,Tumor
657,658,Tumor 3,Tumor
57,58,Tumor 3,Tumor
36,37,Tumor 2 (Ki67 Proliferating),Tumor
42,43,Tumor 2 (Ki67 Proliferating),Tumor
61,62,Tumor 4,Tumor
38,39,Tumor 4,Tumor
466,467,Tumor 3,Tumor
562,563,Tumor 3,Tumor
451,452,Tumor 3,Tumor
498,499,Tumor 3,Tumor
518,519,Tumor 3,Tumor
534,535,Tumor 3,Tumor
433,434,Tumor 4,Tumor
390,391,Tumor 3,Tumor
432,433,Tumor 3,Tumor
416,417,Tumor 4,Tumor
408,409,Tumor 3,Tumor
723,724,Tumor 4,Tumor
791,792,Tumor 4,Tumor
752,753,Tumor 4,Tumor
512,513,Tumor 3,Tumor
480,481,Tumor 2 (Ki67 Proliferating),Tumor
547,548,Tumor 3,Tumor
521,522,Tumor 3,Tumor
484,485,Tumor 3,Tumor
2,3,Tumor 4,Tumor
22,23,Tumor 2 (Ki67 Proliferating),Tumor
18,19,Tumor 4,Tumor
1,2,Tumor 4,Tumor
40,41,Tumor 4,Tumor
10,11,Tumor 4,Tumor
71,72,Tumor 4,Tumor
47,48,Tumor 4,Tumor
92,93,Tumor 4,Tumor
70,71,Tumor 3,Tumor
53,54,Tumor 4,Tumor
192,193,Tumor 2 (Ki67 Proliferating),Tumor
241,242,Tumor 3,Tumor
217,218,Tumor 2 (Ki67 Proliferating),Tumor
188,189,Tumor 2 (Ki67 Proliferating),Tumor
232,233,Tumor 3,Tumor
157,158,Tumor 3,Tumor
154,155,Tumor 2 (Ki67 Proliferating),Tumor
186,187,Tumor 4,Tumor
2057,2058,Tumor 1,Tumor
2055,2056,Tumor 1,Tumor
1255,1256,Tumor 7,Tumor
1518,1519,Tumor 1,Tumor
1201,1202,Tumor 7,Tumor
1124,1125,Tumor 3,Tumor
1295,1296,Tumor 7,Tumor
1259,1260,Tumor 7,Tumor
1219,1220,Tumor 3,Tumor
41,42,Tumor 6 / DC,Tumor
17,18,Tumor 2 (Ki67 Proliferating),Tumor
13,14,Tumor 4,Tumor
14,15,Tumor 4,Tumor
8,9,Tumor 4,Tumor
58,59,Tumor 3,Tumor
45,46,Tumor 4,Tumor
