,CELL_ID,CELL_TYPE,CELL_CLASS
1139,1140,Tumor 1,Tumor
1597,1598,Tumor 1,Tumor
1283,1284,Tumor 4,Tumor
1493,1494,Tumor 1,Tumor
71,72,Tumor 1,Tumor
2655,2656,Tumor 4,Tumor
993,994,Tumor 4,Tumor
1290,1291,Tumor 6 / DC,Tumor
1794,1795,Tumor 3,Tumor
1545,1546,Tumor 4,Tumor
1501,1502,Tumor 1,Tumor
1382,1383,Tumor 1,Tumor
1376,1377,Tumor 1,Tumor
1421,1422,Tumor 1,Tumor
1383,1384,Tumor 1,Tumor
1355,1356,Tumor 1,Tumor
780,781,Tumor 7,Tumor
724,725,Tumor 7,Tumor
1713,1714,Tumor 3,Tumor
2670,2671,Tumor 3,Tumor
2672,2673,Tumor 6 / DC,Tumor
2671,2672,Tumor 6 / DC,Tumor
2654,2655,Tumor 6 / DC,Tumor
2496,2497,Tumor 7,Tumor
2485,2486,Tumor 1,Tumor
2617,2618,Tumor 1,Tumor
2632,2633,Tumor 1,Tumor
2443,2444,Tumor 3,Tumor
2542,2543,Tumor 3,Tumor
2659,2660,Tumor 4,Tumor
1831,1832,Tumor 4,Tumor
1676,1677,Tumor 6 / DC,Tumor
1800,1801,Tumor 3,Tumor
1730,1731,Tumor 7,Tumor
1756,1757,Tumor 7,Tumor
1595,1596,Tumor 3,Tumor
1561,1562,Tumor 7,Tumor
1524,1525,Tumor 1,Tumor
1465,1466,Tumor 1,Tumor
1447,1448,Tumor 7,Tumor
1482,1483,Tumor 1,Tumor
2074,2075,Tumor 3,Tumor
2326,2327,Tumor 3,Tumor
766,767,Tumor 1,Tumor
843,844,Tumor 1,Tumor
1305,1306,Tumor 1,Tumor
1252,1253,Tumor 1,Tumor
1299,1300,Tumor 1,Tumor
1332,1333,Tumor 1,Tumor
1194,1195,Tumor 1,Tumor
1234,1235,Tumor 1,Tumor
1260,1261,Tumor 1,Tumor
1270,1271,Tumor 1,Tumor
1175,1176,Tumor 1,Tumor
1214,1215,Tumor 1,Tumor
1276,1277,Tumor 7,Tumor
9,10,Tumor 2 (Ki67 Proliferating),Tumor
23,24,Tumor 2 (Ki67 Proliferating),Tumor
1388,1389,Tumor 6 / DC,Tumor
1323,1324,Tumor 6 / DC,Tumor
179,180,Tumor 1,Tumor
122,123,Tumor 1,Tumor
132,133,Tumor 1,Tumor
166,167,Tumor 1,Tumor
32,33,Tumor 4,Tumor
59,60,Tumor 1,Tumor
1866,1867,Tumor 1,Tumor
2131,2132,Tumor 2 (Ki67 Proliferating),Tumor
1792,1793,Tumor 3,Tumor
1828,1829,Tumor 4,Tumor
2040,2041,Tumor 3,Tumor
2026,2027,Tumor 3,Tumor
1900,1901,Tumor 1,Tumor
1088,1089,Tumor 4,Tumor
108,109,Tumor 3,Tumor
2649,2650,Tumor 6 / DC,Tumor
2634,2635,Tumor 6 / DC,Tumor
2669,2670,Tumor 4,Tumor
2662,2663,Tumor 2 (Ki67 Proliferating),Tumor
2665,2666,Tumor 6 / DC,Tumor
2527,2528,Tumor 7,Tumor
2584,2585,Tumor 7,Tumor
2543,2544,Tumor 3,Tumor
2544,2545,Tumor 7,Tumor
2563,2564,Tumor 1,Tumor
2633,2634,Tumor 2 (Ki67 Proliferating),Tumor
2517,2518,Tumor 7,Tumor
2479,2480,Tumor 4,Tumor
2350,2351,Tumor 7,Tumor
2488,2489,Tumor 4,Tumor
2501,2502,Tumor 2 (Ki67 Proliferating),Tumor
2423,2424,Tumor 2 (Ki67 Proliferating),Tumor
2505,2506,Tumor 4,Tumor
2528,2529,Tumor 2 (Ki67 Proliferating),Tumor
2489,2490,Tumor 2 (Ki67 Proliferating),Tumor
2511,2512,Tumor 2 (Ki67 Proliferating),Tumor
2631,2632,Tumor 6 / DC,Tumor
2653,2654,Tumor 6 / DC,Tumor
2635,2636,Tumor 6 / DC,Tumor
2569,2570,Tumor 1,Tumor
1239,1240,Tumor 1,Tumor
1573,1574,Tumor 3,Tumor
1823,1824,Tumor 4,Tumor
1347,1348,Tumor 1,Tumor
2038,2039,Tumor 4,Tumor
1303,1304,Tumor 6 / DC,Tumor
1309,1310,Tumor 6 / DC,Tumor
1457,1458,Tumor 6 / DC,Tumor
1352,1353,Tumor 6 / DC,Tumor
1362,1363,Tumor 6 / DC,Tumor
1365,1366,Tumor 7,Tumor
1338,1339,Tumor 6 / DC,Tumor
1322,1323,Tumor 4,Tumor
1360,1361,Tumor 2 (Ki67 Proliferating),Tumor
1471,1472,Tumor 3,Tumor
1350,1351,Tumor 3,Tumor
1334,1335,Tumor 3,Tumor
1273,1274,Tumor 4,Tumor
1330,1331,Tumor 2 (Ki67 Proliferating),Tumor
1371,1372,Tumor 3,Tumor
1380,1381,Tumor 7,Tumor
2070,2071,Tumor 6 / DC,Tumor
2112,2113,Tumor 3,Tumor
1865,1866,Tumor 3,Tumor
1753,1754,Tumor 7,Tumor
1776,1777,Tumor 4,Tumor
1677,1678,Tumor 4,Tumor
1640,1641,Tumor 4,Tumor
1715,1716,Tumor 7,Tumor
1655,1656,Tumor 3,Tumor
1469,1470,Tumor 6 / DC,Tumor
1464,1465,Tumor 6 / DC,Tumor
1433,1434,Tumor 6 / DC,Tumor
1400,1401,Tumor 6 / DC,Tumor
2586,2587,Tumor 4,Tumor
2638,2639,Tumor 4,Tumor
1544,1545,Tumor 7,Tumor
1534,1535,Tumor 1,Tumor
2190,2191,Tumor 3,Tumor
2176,2177,Tumor 4,Tumor
2219,2220,Tumor 1,Tumor
817,818,Tumor 1,Tumor
675,676,Tumor 1,Tumor
694,695,Tumor 7,Tumor
717,718,Tumor 1,Tumor
586,587,Tumor 1,Tumor
636,637,Tumor 7,Tumor
