,CELL_ID,CELL_TYPE,CELL_CLASS
1706,1707,Tumor 4,Tumor
1211,1212,Tumor 1,Tumor
1176,1177,Tumor 4,Tumor
1511,1512,Tumor 3,Tumor
1506,1507,Tumor 1,Tumor
1499,1500,Tumor 2 (Ki67 Proliferating),Tumor
1161,1162,Tumor 1,Tumor
1679,1680,Tumor 1,Tumor
1546,1547,Tumor 2 (Ki67 Proliferating),Tumor
1623,1624,Tumor 4,Tumor
1238,1239,Tumor 1,Tumor
1074,1075,Tumor 1,Tumor
1648,1649,Tumor 1,Tumor
494,495,Tumor 1,Tumor
12,13,Tumor 4,Tumor
23,24,Tumor 4,Tumor
4,5,Tumor 2 (Ki67 Proliferating),Tumor
6,7,Tumor 2 (Ki67 Proliferating),Tumor
659,660,Tumor 7,Tumor
681,682,Tumor 1,Tumor
678,679,Tumor 7,Tumor
703,704,Tumor 7,Tumor
688,689,Tumor 7,Tumor
731,732,Tumor 3,Tumor
882,883,Tumor 4,Tumor
756,757,Tumor 3,Tumor
839,840,Tumor 1,Tumor
747,748,Tumor 3,Tumor
742,743,Tumor 1,Tumor
1108,1109,Tumor 4,Tumor
1364,1365,Tumor 7,Tumor
1362,1363,Tumor 4,Tumor
241,242,Tumor 4,Tumor
225,226,Tumor 7,Tumor
50,51,Tumor 4,Tumor
2,3,Tumor 4,Tumor
899,900,Tumor 7,Tumor
933,934,Tumor 3,Tumor
968,969,Tumor 3,Tumor
985,986,Tumor 4,Tumor
1811,1812,Tumor 4,Tumor
1823,1824,Tumor 4,Tumor
1784,1785,Tumor 6 / DC,Tumor
1799,1800,Tumor 4,Tumor
1702,1703,Tumor 2 (Ki67 Proliferating),Tumor
1568,1569,Tumor 7,Tumor
1574,1575,Tumor 1,Tumor
1578,1579,Tumor 1,Tumor
1536,1537,Tumor 4,Tumor
1522,1523,Tumor 4,Tumor
1365,1366,Tumor 2 (Ki67 Proliferating),Tumor
990,991,Tumor 1,Tumor
1138,1139,Tumor 1,Tumor
1256,1257,Tumor 3,Tumor
126,127,Tumor 4,Tumor
115,116,Tumor 2 (Ki67 Proliferating),Tumor
772,773,Tumor 1,Tumor
754,755,Tumor 4,Tumor
736,737,Tumor 1,Tumor
792,793,Tumor 1,Tumor
537,538,Tumor 1,Tumor
700,701,Tumor 1,Tumor
652,653,Tumor 3,Tumor
620,621,Tumor 7,Tumor
671,672,Tumor 3,Tumor
610,611,Tumor 7,Tumor
672,673,Tumor 4,Tumor
18,19,Tumor 4,Tumor
13,14,Tumor 4,Tumor
1135,1136,Tumor 4,Tumor
1207,1208,Tumor 4,Tumor
1235,1236,Tumor 7,Tumor
1206,1207,Tumor 7,Tumor
1389,1390,Tumor 4,Tumor
1396,1397,Tumor 3,Tumor
921,922,Tumor 4,Tumor
891,892,Tumor 3,Tumor
944,945,Tumor 4,Tumor
585,586,Tumor 3,Tumor
292,293,Tumor 4,Tumor
299,300,Tumor 3,Tumor
499,500,Tumor 4,Tumor
1611,1612,Tumor 1,Tumor
1797,1798,Tumor 3,Tumor
1817,1818,Tumor 4,Tumor
1776,1777,Tumor 4,Tumor
1572,1573,Tumor 2 (Ki67 Proliferating),Tumor
1619,1620,Tumor 4,Tumor
1682,1683,Tumor 1,Tumor
1652,1653,Tumor 7,Tumor
1689,1690,Tumor 7,Tumor
1662,1663,Tumor 7,Tumor
1659,1660,Tumor 7,Tumor
1632,1633,Tumor 7,Tumor
1638,1639,Tumor 7,Tumor
1726,1727,Tumor 4,Tumor
1700,1701,Tumor 2 (Ki67 Proliferating),Tumor
1601,1602,Tumor 7,Tumor
1575,1576,Tumor 1,Tumor
1590,1591,Tumor 1,Tumor
1565,1566,Tumor 7,Tumor
1527,1528,Tumor 2 (Ki67 Proliferating),Tumor
1295,1296,Tumor 3,Tumor
1344,1345,Tumor 4,Tumor
1371,1372,Tumor 1,Tumor
1402,1403,Tumor 1,Tumor
1425,1426,Tumor 3,Tumor
