,CELL_ID,CELL_TYPE,CELL_CLASS
593,594,Tumor 4,Tumor
1859,1860,Tumor 2 (Ki67 Proliferating),Tumor
1404,1405,Tumor 7,Tumor
1837,1838,Tumor 6 / DC,Tumor
997,998,Tumor 1,Tumor
900,901,Tumor 4,Tumor
867,868,Tumor 4,Tumor
1648,1649,Tumor 1,Tumor
784,785,Tumor 1,Tumor
911,912,Tumor 6 / DC,Tumor
923,924,Tumor 3,Tumor
857,858,Tumor 3,Tumor
1075,1076,Tumor 1,Tumor
1834,1835,Tumor 3,Tumor
1858,1859,Tumor 1,Tumor
1814,1815,Tumor 3,Tumor
1807,1808,Tumor 3,Tumor
1246,1247,Tumor 7,Tumor
848,849,Tumor 7,Tumor
908,909,Tumor 7,Tumor
935,936,Tumor 7,Tumor
891,892,Tumor 7,Tumor
617,618,Tumor 4,Tumor
1007,1008,Tumor 1,Tumor
979,980,Tumor 3,Tumor
1010,1011,Tumor 3,Tumor
1035,1036,Tumor 3,Tumor
1532,1533,Tumor 3,Tumor
1427,1428,Tumor 6 / DC,Tumor
1488,1489,Tumor 1,Tumor
1690,1691,Tumor 1,Tumor
1661,1662,Tumor 1,Tumor
1730,1731,Tumor 6 / DC,Tumor
1765,1766,Tumor 6 / DC,Tumor
1747,1748,Tumor 1,Tumor
1608,1609,Tumor 1,Tumor
1576,1577,Tumor 7,Tumor
1631,1632,Tumor 1,Tumor
1565,1566,Tumor 6 / DC,Tumor
1826,1827,Tumor 1,Tumor
1437,1438,Tumor 6 / DC,Tumor
1426,1427,Tumor 2 (Ki67 Proliferating),Tumor
1614,1615,Tumor 6 / DC,Tumor
1597,1598,Tumor 6 / DC,Tumor
1591,1592,Tumor 6 / DC,Tumor
1124,1125,Tumor 3,Tumor
1245,1246,Tumor 6 / DC,Tumor
1745,1746,Tumor 6 / DC,Tumor
1726,1727,Tumor 3,Tumor
1672,1673,Tumor 3,Tumor
1668,1669,Tumor 3,Tumor
1633,1634,Tumor 3,Tumor
1630,1631,Tumor 6 / DC,Tumor
1658,1659,Tumor 4,Tumor
1708,1709,Tumor 3,Tumor
1679,1680,Tumor 4,Tumor
1617,1618,Tumor 6 / DC,Tumor
679,680,Tumor 6 / DC,Tumor
826,827,Tumor 6 / DC,Tumor
779,780,Tumor 4,Tumor
815,816,Tumor 3,Tumor
849,850,Tumor 4,Tumor
875,876,Tumor 7,Tumor
