,CELL_ID,CELL_TYPE,CELL_CLASS
25,26,Tumor 4,Tumor
10,11,Tumor 3,Tumor
36,37,Tumor 7,Tumor
1505,1506,Tumor 1,Tumor
1459,1460,Tumor 1,Tumor
562,563,Tumor 1,Tumor
579,580,Tumor 4,Tumor
548,549,Tumor 7,Tumor
1539,1540,Tumor 1,Tumor
2590,2591,Tumor 4,Tumor
2568,2569,Tumor 1,Tumor
20,21,Tumor 3,Tumor
0,1,Tumor 4,Tumor
1173,1174,Tumor 7,Tumor
893,894,Tumor 7,Tumor
946,947,Tumor 7,Tumor
976,977,Tumor 1,Tumor
2584,2585,Tumor 4,Tumor
2002,2003,Tumor 7,Tumor
1609,1610,Tumor 3,Tumor
1486,1487,Tumor 7,Tumor
1053,1054,Tumor 7,Tumor
504,505,Tumor 1,Tumor
589,590,Tumor 1,Tumor
1553,1554,Tumor 7,Tumor
1518,1519,Tumor 7,Tumor
1501,1502,Tumor 7,Tumor
1520,1521,Tumor 7,Tumor
2118,2119,Tumor 1,Tumor
529,530,Tumor 1,Tumor
491,492,Tumor 1,Tumor
571,572,Tumor 7,Tumor
558,559,Tumor 1,Tumor
1031,1032,Tumor 7,Tumor
1139,1140,Tumor 7,Tumor
833,834,Tumor 1,Tumor
1174,1175,Tumor 3,Tumor
1246,1247,Tumor 4,Tumor
1184,1185,Tumor 7,Tumor
1166,1167,Tumor 1,Tumor
918,919,Tumor 2 (Ki67 Proliferating),Tumor
741,742,Tumor 3,Tumor
568,569,Tumor 4,Tumor
1630,1631,Tumor 1,Tumor
1671,1672,Tumor 7,Tumor
1460,1461,Tumor 2 (Ki67 Proliferating),Tumor
1439,1440,Tumor 4,Tumor
1472,1473,Tumor 3,Tumor
1821,1822,Tumor 4,Tumor
2020,2021,Tumor 2 (Ki67 Proliferating),Tumor
1997,1998,Tumor 4,Tumor
2555,2556,Tumor 2 (Ki67 Proliferating),Tumor
2559,2560,Tumor 4,Tumor
27,28,Tumor 4,Tumor
1468,1469,Tumor 4,Tumor
1447,1448,Tumor 3,Tumor
2317,2318,Tumor 4,Tumor
2097,2098,Tumor 3,Tumor
2117,2118,Tumor 1,Tumor
2074,2075,Tumor 7,Tumor
2065,2066,Tumor 7,Tumor
2016,2017,Tumor 7,Tumor
2064,2065,Tumor 7,Tumor
2152,2153,Tumor 7,Tumor
2108,2109,Tumor 7,Tumor
2109,2110,Tumor 7,Tumor
2160,2161,Tumor 7,Tumor
1993,1994,Tumor 1,Tumor
1698,1699,Tumor 2 (Ki67 Proliferating),Tumor
1675,1676,Tumor 2 (Ki67 Proliferating),Tumor
1726,1727,Tumor 2 (Ki67 Proliferating),Tumor
1644,1645,Tumor 2 (Ki67 Proliferating),Tumor
2022,2023,Tumor 2 (Ki67 Proliferating),Tumor
1516,1517,Tumor 1,Tumor
1580,1581,Tumor 3,Tumor
1464,1465,Tumor 7,Tumor
1647,1648,Tumor 7,Tumor
728,729,Tumor 2 (Ki67 Proliferating),Tumor
676,677,Tumor 3,Tumor
654,655,Tumor 4,Tumor
1586,1587,Tumor 3,Tumor
1556,1557,Tumor 1,Tumor
732,733,Tumor 3,Tumor
781,782,Tumor 6 / DC,Tumor
102,103,Tumor 7,Tumor
4,5,Tumor 3,Tumor
1089,1090,Tumor 7,Tumor
1283,1284,Tumor 1,Tumor
1238,1239,Tumor 1,Tumor
1277,1278,Tumor 1,Tumor
1442,1443,Tumor 1,Tumor
610,611,Tumor 7,Tumor
878,879,Tumor 7,Tumor
820,821,Tumor 1,Tumor
824,825,Tumor 1,Tumor
865,866,Tumor 1,Tumor
879,880,Tumor 1,Tumor
903,904,Tumor 1,Tumor
868,869,Tumor 1,Tumor
2107,2108,Tumor 1,Tumor
2041,2042,Tumor 2 (Ki67 Proliferating),Tumor
1979,1980,Tumor 2 (Ki67 Proliferating),Tumor
418,419,Tumor 4,Tumor
554,555,Tumor 7,Tumor
674,675,Tumor 1,Tumor
611,612,Tumor 1,Tumor
705,706,Tumor 4,Tumor
607,608,Tumor 7,Tumor
428,429,Tumor 2 (Ki67 Proliferating),Tumor
485,486,Tumor 2 (Ki67 Proliferating),Tumor
479,480,Tumor 4,Tumor
1182,1183,Tumor 2 (Ki67 Proliferating),Tumor
1207,1208,Tumor 3,Tumor
1179,1180,Tumor 4,Tumor
764,765,Tumor 2 (Ki67 Proliferating),Tumor
780,781,Tumor 2 (Ki67 Proliferating),Tumor
752,753,Tumor 3,Tumor
788,789,Tumor 2 (Ki67 Proliferating),Tumor
808,809,Tumor 3,Tumor
838,839,Tumor 2 (Ki67 Proliferating),Tumor
1025,1026,Tumor 3,Tumor
844,845,Tumor 2 (Ki67 Proliferating),Tumor
1014,1015,Tumor 4,Tumor
