,CELL_ID,CELL_TYPE,CELL_CLASS
1797,1798,Tumor 4,Tumor
813,814,Tumor 1,Tumor
436,437,Tumor 4,Tumor
28,29,Tumor 4,Tumor
341,342,Tumor 6 / DC,Tumor
312,313,Tumor 7,Tumor
365,366,Tumor 6 / DC,Tumor
1171,1172,Tumor 4,Tumor
1169,1170,Tumor 1,Tumor
1221,1222,Tumor 2 (Ki67 Proliferating),Tumor
1191,1192,Tumor 1,Tumor
1982,1983,Tumor 6 / DC,Tumor
870,871,Tumor 4,Tumor
836,837,Tumor 1,Tumor
946,947,Tumor 1,Tumor
978,979,Tumor 1,Tumor
966,967,Tumor 3,Tumor
1008,1009,Tumor 2 (Ki67 Proliferating),Tumor
707,708,Tumor 1,Tumor
611,612,Tumor 3,Tumor
692,693,Tumor 7,Tumor
1225,1226,Tumor 3,Tumor
586,587,Tumor 4,Tumor
1907,1908,Tumor 4,Tumor
1104,1105,Tumor 4,Tumor
1300,1301,Tumor 2 (Ki67 Proliferating),Tumor
8,9,Tumor 4,Tumor
3,4,Tumor 4,Tumor
9,10,Tumor 4,Tumor
40,41,Tumor 1,Tumor
138,139,Tumor 7,Tumor
127,128,Tumor 3,Tumor
320,321,Tumor 2 (Ki67 Proliferating),Tumor
332,333,Tumor 6 / DC,Tumor
396,397,Tumor 2 (Ki67 Proliferating),Tumor
430,431,Tumor 6 / DC,Tumor
32,33,Tumor 4,Tumor
35,36,Tumor 4,Tumor
1524,1525,Tumor 2 (Ki67 Proliferating),Tumor
1212,1213,Tumor 4,Tumor
1173,1174,Tumor 3,Tumor
938,939,Tumor 4,Tumor
1004,1005,Tumor 4,Tumor
1046,1047,Tumor 3,Tumor
1245,1246,Tumor 2 (Ki67 Proliferating),Tumor
1273,1274,Tumor 4,Tumor
2198,2199,Tumor 4,Tumor
1975,1976,Tumor 1,Tumor
1933,1934,Tumor 3,Tumor
2018,2019,Tumor 3,Tumor
2002,2003,Tumor 1,Tumor
2040,2041,Tumor 1,Tumor
639,640,Tumor 2 (Ki67 Proliferating),Tumor
699,700,Tumor 1,Tumor
651,652,Tumor 1,Tumor
1014,1015,Tumor 7,Tumor
888,889,Tumor 3,Tumor
1151,1152,Tumor 1,Tumor
1053,1054,Tumor 2 (Ki67 Proliferating),Tumor
1081,1082,Tumor 2 (Ki67 Proliferating),Tumor
1106,1107,Tumor 6 / DC,Tumor
631,632,Tumor 1,Tumor
585,586,Tumor 4,Tumor
648,649,Tumor 1,Tumor
673,674,Tumor 4,Tumor
537,538,Tumor 4,Tumor
580,581,Tumor 4,Tumor
567,568,Tumor 1,Tumor
539,540,Tumor 4,Tumor
510,511,Tumor 4,Tumor
628,629,Tumor 4,Tumor
800,801,Tumor 4,Tumor
785,786,Tumor 2 (Ki67 Proliferating),Tumor
825,826,Tumor 4,Tumor
753,754,Tumor 4,Tumor
732,733,Tumor 4,Tumor
910,911,Tumor 4,Tumor
981,982,Tumor 7,Tumor
1131,1132,Tumor 2 (Ki67 Proliferating),Tumor
1327,1328,Tumor 4,Tumor
1257,1258,Tumor 2 (Ki67 Proliferating),Tumor
1037,1038,Tumor 7,Tumor
1105,1106,Tumor 2 (Ki67 Proliferating),Tumor
824,825,Tumor 7,Tumor
841,842,Tumor 2 (Ki67 Proliferating),Tumor
805,806,Tumor 2 (Ki67 Proliferating),Tumor
526,527,Tumor 2 (Ki67 Proliferating),Tumor
439,440,Tumor 4,Tumor
480,481,Tumor 2 (Ki67 Proliferating),Tumor
531,532,Tumor 2 (Ki67 Proliferating),Tumor
574,575,Tumor 2 (Ki67 Proliferating),Tumor
1428,1429,Tumor 2 (Ki67 Proliferating),Tumor
1471,1472,Tumor 6 / DC,Tumor
1338,1339,Tumor 6 / DC,Tumor
1566,1567,Tumor 6 / DC,Tumor
1554,1555,Tumor 6 / DC,Tumor
1531,1532,Tumor 2 (Ki67 Proliferating),Tumor
1336,1337,Tumor 4,Tumor
1238,1239,Tumor 6 / DC,Tumor
1259,1260,Tumor 6 / DC,Tumor
1285,1286,Tumor 7,Tumor
1292,1293,Tumor 6 / DC,Tumor
548,549,Tumor 2 (Ki67 Proliferating),Tumor
621,622,Tumor 4,Tumor
1396,1397,Tumor 3,Tumor
1407,1408,Tumor 3,Tumor
1372,1373,Tumor 4,Tumor
1342,1343,Tumor 6 / DC,Tumor
1360,1361,Tumor 6 / DC,Tumor
2110,2111,Tumor 1,Tumor
1138,1139,Tumor 2 (Ki67 Proliferating),Tumor
1269,1270,Tumor 2 (Ki67 Proliferating),Tumor
