,CELL_ID,CELL_TYPE,CELL_CLASS
2299,2300,Tumor 2 (Ki67 Proliferating),Tumor
2302,2303,Tumor 2 (Ki67 Proliferating),Tumor
2314,2315,Tumor 2 (Ki67 Proliferating),Tumor
2065,2066,Tumor 2 (Ki67 Proliferating),Tumor
2100,2101,Tumor 2 (Ki67 Proliferating),Tumor
2078,2079,Tumor 4,Tumor
2250,2251,Tumor 2 (Ki67 Proliferating),Tumor
2288,2289,Tumor 2 (Ki67 Proliferating),Tumor
2257,2258,Tumor 2 (Ki67 Proliferating),Tumor
58,59,Tumor 4,Tumor
374,375,Tumor 4,Tumor
342,343,Tumor 4,Tumor
1065,1066,Tumor 4,Tumor
471,472,Tumor 4,Tumor
1891,1892,Tumor 2 (Ki67 Proliferating),Tumor
1883,1884,Tumor 1,Tumor
1938,1939,Tumor 7,Tumor
1902,1903,Tumor 2 (Ki67 Proliferating),Tumor
1798,1799,Tumor 7,Tumor
1847,1848,Tumor 1,Tumor
1856,1857,Tumor 1,Tumor
1740,1741,Tumor 1,Tumor
1794,1795,Tumor 1,Tumor
2215,2216,Tumor 4,Tumor
2263,2264,Tumor 1,Tumor
2204,2205,Tumor 2 (Ki67 Proliferating),Tumor
2023,2024,Tumor 7,Tumor
2022,2023,Tumor 2 (Ki67 Proliferating),Tumor
2153,2154,Tumor 1,Tumor
2185,2186,Tumor 2 (Ki67 Proliferating),Tumor
2161,2162,Tumor 2 (Ki67 Proliferating),Tumor
2133,2134,Tumor 2 (Ki67 Proliferating),Tumor
2127,2128,Tumor 4,Tumor
2177,2178,Tumor 2 (Ki67 Proliferating),Tumor
2209,2210,Tumor 1,Tumor
741,742,Tumor 4,Tumor
2308,2309,Tumor 2 (Ki67 Proliferating),Tumor
2274,2275,Tumor 2 (Ki67 Proliferating),Tumor
2284,2285,Tumor 2 (Ki67 Proliferating),Tumor
2220,2221,Tumor 2 (Ki67 Proliferating),Tumor
526,527,Tumor 4,Tumor
91,92,Tumor 2 (Ki67 Proliferating),Tumor
177,178,Tumor 4,Tumor
195,196,Tumor 4,Tumor
155,156,Tumor 4,Tumor
170,171,Tumor 4,Tumor
935,936,Tumor 4,Tumor
1749,1750,Tumor 1,Tumor
2004,2005,Tumor 4,Tumor
2212,2213,Tumor 2 (Ki67 Proliferating),Tumor
2202,2203,Tumor 2 (Ki67 Proliferating),Tumor
2176,2177,Tumor 2 (Ki67 Proliferating),Tumor
2306,2307,Tumor 2 (Ki67 Proliferating),Tumor
2294,2295,Tumor 2 (Ki67 Proliferating),Tumor
2312,2313,Tumor 2 (Ki67 Proliferating),Tumor
1723,1724,Tumor 4,Tumor
1914,1915,Tumor 6 / DC,Tumor
1977,1978,Tumor 2 (Ki67 Proliferating),Tumor
1899,1900,Tumor 2 (Ki67 Proliferating),Tumor
2071,2072,Tumor 2 (Ki67 Proliferating),Tumor
2067,2068,Tumor 2 (Ki67 Proliferating),Tumor
1081,1082,Tumor 2 (Ki67 Proliferating),Tumor
2114,2115,Tumor 1,Tumor
2099,2100,Tumor 2 (Ki67 Proliferating),Tumor
2125,2126,Tumor 2 (Ki67 Proliferating),Tumor
2083,2084,Tumor 2 (Ki67 Proliferating),Tumor
1,2,Tumor 4,Tumor
5,6,Tumor 4,Tumor
104,105,Tumor 4,Tumor
127,128,Tumor 4,Tumor
618,619,Tumor 4,Tumor
1475,1476,Tumor 6 / DC,Tumor
1486,1487,Tumor 7,Tumor
1487,1488,Tumor 6 / DC,Tumor
1898,1899,Tumor 6 / DC,Tumor
1848,1849,Tumor 2 (Ki67 Proliferating),Tumor
1711,1712,Tumor 7,Tumor
1661,1662,Tumor 7,Tumor
2249,2250,Tumor 2 (Ki67 Proliferating),Tumor
2211,2212,Tumor 2 (Ki67 Proliferating),Tumor
2307,2308,Tumor 2 (Ki67 Proliferating),Tumor
2276,2277,Tumor 2 (Ki67 Proliferating),Tumor
2240,2241,Tumor 2 (Ki67 Proliferating),Tumor
2304,2305,Tumor 4,Tumor
1909,1910,Tumor 2 (Ki67 Proliferating),Tumor
1871,1872,Tumor 6 / DC,Tumor
1955,1956,Tumor 2 (Ki67 Proliferating),Tumor
1960,1961,Tumor 6 / DC,Tumor
1999,2000,Tumor 1,Tumor
1961,1962,Tumor 2 (Ki67 Proliferating),Tumor
1937,1938,Tumor 6 / DC,Tumor
2175,2176,Tumor 3,Tumor
1214,1215,Tumor 4,Tumor
891,892,Tumor 4,Tumor
381,382,Tumor 4,Tumor
433,434,Tumor 4,Tumor
1956,1957,Tumor 2 (Ki67 Proliferating),Tumor
1814,1815,Tumor 3,Tumor
1779,1780,Tumor 3,Tumor
1887,1888,Tumor 2 (Ki67 Proliferating),Tumor
1832,1833,Tumor 7,Tumor
1813,1814,Tumor 4,Tumor
1882,1883,Tumor 2 (Ki67 Proliferating),Tumor
1954,1955,Tumor 2 (Ki67 Proliferating),Tumor
1294,1295,Tumor 2 (Ki67 Proliferating),Tumor
1287,1288,Tumor 2 (Ki67 Proliferating),Tumor
1310,1311,Tumor 2 (Ki67 Proliferating),Tumor
1298,1299,Tumor 2 (Ki67 Proliferating),Tumor
1261,1262,Tumor 2 (Ki67 Proliferating),Tumor
1341,1342,Tumor 2 (Ki67 Proliferating),Tumor
1380,1381,Tumor 2 (Ki67 Proliferating),Tumor
1271,1272,Tumor 3,Tumor
1159,1160,Tumor 2 (Ki67 Proliferating),Tumor
1216,1217,Tumor 2 (Ki67 Proliferating),Tumor
1129,1130,Tumor 2 (Ki67 Proliferating),Tumor
2216,2217,Tumor 2 (Ki67 Proliferating),Tumor
2279,2280,Tumor 2 (Ki67 Proliferating),Tumor
2265,2266,Tumor 2 (Ki67 Proliferating),Tumor
2218,2219,Tumor 2 (Ki67 Proliferating),Tumor
2200,2201,Tumor 2 (Ki67 Proliferating),Tumor
2230,2231,Tumor 2 (Ki67 Proliferating),Tumor
2174,2175,Tumor 2 (Ki67 Proliferating),Tumor
2143,2144,Tumor 2 (Ki67 Proliferating),Tumor
2325,2326,Tumor 4,Tumor
2322,2323,Tumor 4,Tumor
2150,2151,Tumor 2 (Ki67 Proliferating),Tumor
2166,2167,Tumor 2 (Ki67 Proliferating),Tumor
309,310,Tumor 4,Tumor
599,600,Tumor 4,Tumor
387,388,Tumor 4,Tumor
207,208,Tumor 2 (Ki67 Proliferating),Tumor
248,249,Tumor 4,Tumor
136,137,Tumor 4,Tumor
93,94,Tumor 4,Tumor
98,99,Tumor 4,Tumor
1491,1492,Tumor 7,Tumor
1169,1170,Tumor 7,Tumor
1262,1263,Tumor 2 (Ki67 Proliferating),Tumor
1234,1235,Tumor 2 (Ki67 Proliferating),Tumor
1831,1832,Tumor 2 (Ki67 Proliferating),Tumor
1865,1866,Tumor 2 (Ki67 Proliferating),Tumor
1933,1934,Tumor 1,Tumor
1971,1972,Tumor 6 / DC,Tumor
1895,1896,Tumor 2 (Ki67 Proliferating),Tumor
1890,1891,Tumor 2 (Ki67 Proliferating),Tumor
1944,1945,Tumor 2 (Ki67 Proliferating),Tumor
1785,1786,Tumor 2 (Ki67 Proliferating),Tumor
1982,1983,Tumor 6 / DC,Tumor
1990,1991,Tumor 2 (Ki67 Proliferating),Tumor
2261,2262,Tumor 2 (Ki67 Proliferating),Tumor
2233,2234,Tumor 2 (Ki67 Proliferating),Tumor
2037,2038,Tumor 2 (Ki67 Proliferating),Tumor
2002,2003,Tumor 2 (Ki67 Proliferating),Tumor
2148,2149,Tumor 2 (Ki67 Proliferating),Tumor
1206,1207,Tumor 1,Tumor
1075,1076,Tumor 4,Tumor
1116,1117,Tumor 4,Tumor
416,417,Tumor 4,Tumor
499,500,Tumor 4,Tumor
487,488,Tumor 4,Tumor
394,395,Tumor 4,Tumor
420,421,Tumor 4,Tumor
412,413,Tumor 4,Tumor
2053,2054,Tumor 1,Tumor
2024,2025,Tumor 2 (Ki67 Proliferating),Tumor
1934,1935,Tumor 7,Tumor
1963,1964,Tumor 2 (Ki67 Proliferating),Tumor
1946,1947,Tumor 2 (Ki67 Proliferating),Tumor
2005,2006,Tumor 2 (Ki67 Proliferating),Tumor
540,541,Tumor 4,Tumor
1616,1617,Tumor 2 (Ki67 Proliferating),Tumor
1574,1575,Tumor 4,Tumor
1485,1486,Tumor 2 (Ki67 Proliferating),Tumor
1571,1572,Tumor 2 (Ki67 Proliferating),Tumor
1516,1517,Tumor 2 (Ki67 Proliferating),Tumor
1385,1386,Tumor 2 (Ki67 Proliferating),Tumor
1379,1380,Tumor 2 (Ki67 Proliferating),Tumor
1436,1437,Tumor 2 (Ki67 Proliferating),Tumor
1367,1368,Tumor 2 (Ki67 Proliferating),Tumor
1304,1305,Tumor 2 (Ki67 Proliferating),Tumor
1366,1367,Tumor 2 (Ki67 Proliferating),Tumor
1444,1445,Tumor 2 (Ki67 Proliferating),Tumor
1458,1459,Tumor 2 (Ki67 Proliferating),Tumor
1411,1412,Tumor 2 (Ki67 Proliferating),Tumor
