,CELL_ID,CELL_TYPE,CELL_CLASS
740,741,Tumor 7,Tumor
786,787,Tumor 7,Tumor
1376,1377,Tumor 4,Tumor
1406,1407,Tumor 1,Tumor
764,765,Tumor 7,Tumor
733,734,Tumor 7,Tumor
788,789,Tumor 7,Tumor
837,838,Tumor 3,Tumor
1054,1055,Tumor 3,Tumor
1178,1179,Tumor 3,Tumor
1183,1184,Tumor 3,Tumor
1067,1068,Tumor 7,Tumor
261,262,Tumor 3,Tumor
785,786,Tumor 4,Tumor
756,757,Tumor 4,Tumor
199,200,Tumor 7,Tumor
1337,1338,Tumor 2 (Ki67 Proliferating),Tumor
1328,1329,Tumor 2 (Ki67 Proliferating),Tumor
1125,1126,Tumor 1,Tumor
1090,1091,Tumor 3,Tumor
1031,1032,Tumor 2 (Ki67 Proliferating),Tumor
1398,1399,Tumor 4,Tumor
1502,1503,Tumor 6 / DC,Tumor
1468,1469,Tumor 1,Tumor
1503,1504,Tumor 4,Tumor
1478,1479,Tumor 1,Tumor
1488,1489,Tumor 3,Tumor
15,16,Tumor 3,Tumor
152,153,Tumor 7,Tumor
817,818,Tumor 7,Tumor
802,803,Tumor 1,Tumor
809,810,Tumor 7,Tumor
840,841,Tumor 7,Tumor
498,499,Tumor 3,Tumor
1129,1130,Tumor 1,Tumor
1149,1150,Tumor 1,Tumor
1098,1099,Tumor 1,Tumor
1057,1058,Tumor 2 (Ki67 Proliferating),Tumor
1303,1304,Tumor 6 / DC,Tumor
641,642,Tumor 7,Tumor
628,629,Tumor 1,Tumor
607,608,Tumor 7,Tumor
570,571,Tumor 7,Tumor
748,749,Tumor 7,Tumor
771,772,Tumor 7,Tumor
644,645,Tumor 4,Tumor
739,740,Tumor 2 (Ki67 Proliferating),Tumor
793,794,Tumor 4,Tumor
826,827,Tumor 4,Tumor
572,573,Tumor 7,Tumor
586,587,Tumor 2 (Ki67 Proliferating),Tumor
558,559,Tumor 7,Tumor
340,341,Tumor 7,Tumor
632,633,Tumor 4,Tumor
323,324,Tumor 1,Tumor
481,482,Tumor 2 (Ki67 Proliferating),Tumor
492,493,Tumor 2 (Ki67 Proliferating),Tumor
463,464,Tumor 1,Tumor
378,379,Tumor 1,Tumor
393,394,Tumor 2 (Ki67 Proliferating),Tumor
333,334,Tumor 7,Tumor
426,427,Tumor 4,Tumor
439,440,Tumor 3,Tumor
419,420,Tumor 7,Tumor
1508,1509,Tumor 4,Tumor
1281,1282,Tumor 1,Tumor
1291,1292,Tumor 1,Tumor
1299,1300,Tumor 7,Tumor
1348,1349,Tumor 7,Tumor
1330,1331,Tumor 4,Tumor
1402,1403,Tumor 1,Tumor
1365,1366,Tumor 4,Tumor
1308,1309,Tumor 7,Tumor
1166,1167,Tumor 1,Tumor
1124,1125,Tumor 7,Tumor
818,819,Tumor 4,Tumor
1028,1029,Tumor 4,Tumor
1069,1070,Tumor 7,Tumor
1080,1081,Tumor 7,Tumor
843,844,Tumor 4,Tumor
829,830,Tumor 2 (Ki67 Proliferating),Tumor
827,828,Tumor 2 (Ki67 Proliferating),Tumor
979,980,Tumor 4,Tumor
1017,1018,Tumor 6 / DC,Tumor
1498,1499,Tumor 4,Tumor
1506,1507,Tumor 4,Tumor
1000,1001,Tumor 2 (Ki67 Proliferating),Tumor
848,849,Tumor 7,Tumor
781,782,Tumor 4,Tumor
662,663,Tumor 7,Tumor
831,832,Tumor 3,Tumor
1114,1115,Tumor 4,Tumor
1050,1051,Tumor 4,Tumor
1051,1052,Tumor 7,Tumor
978,979,Tumor 2 (Ki67 Proliferating),Tumor
1019,1020,Tumor 7,Tumor
1495,1496,Tumor 7,Tumor
844,845,Tumor 3,Tumor
866,867,Tumor 3,Tumor
1486,1487,Tumor 3,Tumor
1474,1475,Tumor 7,Tumor
215,216,Tumor 4,Tumor
3,4,Tumor 1,Tumor
6,7,Tumor 3,Tumor
20,21,Tumor 4,Tumor
14,15,Tumor 3,Tumor
1,2,Tumor 6 / DC,Tumor
63,64,Tumor 7,Tumor
64,65,Tumor 3,Tumor
24,25,Tumor 7,Tumor
46,47,Tumor 7,Tumor
27,28,Tumor 7,Tumor
13,14,Tumor 3,Tumor
134,135,Tumor 7,Tumor
194,195,Tumor 7,Tumor
171,172,Tumor 7,Tumor
209,210,Tumor 7,Tumor
305,306,Tumor 7,Tumor
285,286,Tumor 3,Tumor
29,30,Tumor 3,Tumor
11,12,Tumor 3,Tumor
967,968,Tumor 4,Tumor
855,856,Tumor 7,Tumor
832,833,Tumor 6 / DC,Tumor
525,526,Tumor 4,Tumor
712,713,Tumor 7,Tumor
690,691,Tumor 7,Tumor
713,714,Tumor 7,Tumor
587,588,Tumor 3,Tumor
183,184,Tumor 4,Tumor
186,187,Tumor 2 (Ki67 Proliferating),Tumor
195,196,Tumor 1,Tumor
211,212,Tumor 7,Tumor
342,343,Tumor 1,Tumor
329,330,Tumor 3,Tumor
300,301,Tumor 2 (Ki67 Proliferating),Tumor
159,160,Tumor 1,Tumor
161,162,Tumor 4,Tumor
723,724,Tumor 7,Tumor
679,680,Tumor 7,Tumor
682,683,Tumor 7,Tumor
680,681,Tumor 7,Tumor
660,661,Tumor 7,Tumor
642,643,Tumor 7,Tumor
705,706,Tumor 7,Tumor
730,731,Tumor 7,Tumor
624,625,Tumor 7,Tumor
469,470,Tumor 7,Tumor
717,718,Tumor 3,Tumor
648,649,Tumor 7,Tumor
510,511,Tumor 4,Tumor
588,589,Tumor 7,Tumor
581,582,Tumor 7,Tumor
413,414,Tumor 6 / DC,Tumor
408,409,Tumor 2 (Ki67 Proliferating),Tumor
442,443,Tumor 7,Tumor
334,335,Tumor 3,Tumor
371,372,Tumor 3,Tumor
620,621,Tumor 7,Tumor
471,472,Tumor 1,Tumor
