,CELL_ID,CELL_TYPE,CELL_CLASS
11,12,Tumor 3,Tumor
18,19,Tumor 1,Tumor
43,44,Tumor 1,Tumor
88,89,Tumor 7,Tumor
2249,2250,Tumor 2 (Ki67 Proliferating),Tumor
1360,1361,Tumor 7,Tumor
1025,1026,Tumor 4,Tumor
1035,1036,Tumor 1,Tumor
788,789,Tumor 6 / DC,Tumor
13,14,Tumor 1,Tumor
68,69,Tumor 4,Tumor
21,22,Tumor 1,Tumor
37,38,Tumor 7,Tumor
212,213,Tumor 2 (Ki67 Proliferating),Tumor
95,96,Tumor 7,Tumor
575,576,Tumor 6 / DC,Tumor
488,489,Tumor 7,Tumor
449,450,Tumor 4,Tumor
163,164,Tumor 1,Tumor
173,174,Tumor 1,Tumor
234,235,Tumor 7,Tumor
188,189,Tumor 1,Tumor
251,252,Tumor 7,Tumor
181,182,Tumor 7,Tumor
246,247,Tumor 6 / DC,Tumor
475,476,Tumor 3,Tumor
263,264,Tumor 6 / DC,Tumor
1511,1512,Tumor 2 (Ki67 Proliferating),Tumor
1731,1732,Tumor 3,Tumor
1401,1402,Tumor 7,Tumor
1405,1406,Tumor 7,Tumor
1464,1465,Tumor 3,Tumor
1404,1405,Tumor 7,Tumor
1386,1387,Tumor 1,Tumor
1358,1359,Tumor 3,Tumor
1424,1425,Tumor 2 (Ki67 Proliferating),Tumor
2111,2112,Tumor 1,Tumor
289,290,Tumor 4,Tumor
751,752,Tumor 7,Tumor
844,845,Tumor 4,Tumor
648,649,Tumor 7,Tumor
26,27,Tumor 1,Tumor
25,26,Tumor 1,Tumor
29,30,Tumor 1,Tumor
49,50,Tumor 7,Tumor
343,344,Tumor 7,Tumor
304,305,Tumor 2 (Ki67 Proliferating),Tumor
277,278,Tumor 7,Tumor
223,224,Tumor 6 / DC,Tumor
273,274,Tumor 7,Tumor
224,225,Tumor 6 / DC,Tumor
308,309,Tumor 7,Tumor
58,59,Tumor 3,Tumor
189,190,Tumor 6 / DC,Tumor
240,241,Tumor 7,Tumor
284,285,Tumor 6 / DC,Tumor
97,98,Tumor 7,Tumor
112,113,Tumor 1,Tumor
86,87,Tumor 7,Tumor
90,91,Tumor 7,Tumor
371,372,Tumor 2 (Ki67 Proliferating),Tumor
364,365,Tumor 2 (Ki67 Proliferating),Tumor
310,311,Tumor 3,Tumor
495,496,Tumor 3,Tumor
681,682,Tumor 2 (Ki67 Proliferating),Tumor
612,613,Tumor 2 (Ki67 Proliferating),Tumor
636,637,Tumor 2 (Ki67 Proliferating),Tumor
