,CELL_ID,CELL_TYPE,CELL_CLASS
1535,1536,Tumor 2 (Ki67 Proliferating),Tumor
1565,1566,Tumor 2 (Ki67 Proliferating),Tumor
1599,1600,Tumor 4,Tumor
282,283,Tumor 4,Tumor
317,318,Tumor 4,Tumor
216,217,Tumor 4,Tumor
208,209,Tumor 6 / DC,Tumor
1,2,Tumor 3,Tumor
1564,1565,Tumor 7,Tumor
355,356,Tumor 2 (Ki67 Proliferating),Tumor
273,274,Tumor 4,Tumor
251,252,Tumor 2 (Ki67 Proliferating),Tumor
1555,1556,Tumor 2 (Ki67 Proliferating),Tumor
196,197,Tumor 1,Tumor
218,219,Tumor 3,Tumor
170,171,Tumor 2 (Ki67 Proliferating),Tumor
230,231,Tumor 4,Tumor
256,257,Tumor 5,Tumor
181,182,Tumor 3,Tumor
226,227,Tumor 2 (Ki67 Proliferating),Tumor
709,710,Tumor 4,Tumor
665,666,Tumor 1,Tumor
72,73,Tumor 2 (Ki67 Proliferating),Tumor
94,95,Tumor 4,Tumor
95,96,Tumor 4,Tumor
53,54,Tumor 2 (Ki67 Proliferating),Tumor
69,70,Tumor 3,Tumor
38,39,Tumor 2 (Ki67 Proliferating),Tumor
19,20,Tumor 4,Tumor
48,49,Tumor 4,Tumor
323,324,Tumor 1,Tumor
280,281,Tumor 2 (Ki67 Proliferating),Tumor
1493,1494,Tumor 1,Tumor
1527,1528,Tumor 7,Tumor
761,762,Tumor 4,Tumor
677,678,Tumor 2 (Ki67 Proliferating),Tumor
734,735,Tumor 4,Tumor
537,538,Tumor 4,Tumor
562,563,Tumor 4,Tumor
663,664,Tumor 4,Tumor
175,176,Tumor 3,Tumor
201,202,Tumor 2 (Ki67 Proliferating),Tumor
559,560,Tumor 2 (Ki67 Proliferating),Tumor
627,628,Tumor 4,Tumor
618,619,Tumor 4,Tumor
592,593,Tumor 2 (Ki67 Proliferating),Tumor
441,442,Tumor 2 (Ki67 Proliferating),Tumor
471,472,Tumor 4,Tumor
389,390,Tumor 4,Tumor
374,375,Tumor 4,Tumor
553,554,Tumor 4,Tumor
292,293,Tumor 2 (Ki67 Proliferating),Tumor
293,294,Tumor 6 / DC,Tumor
777,778,Tumor 4,Tumor
827,828,Tumor 4,Tumor
790,791,Tumor 4,Tumor
708,709,Tumor 2 (Ki67 Proliferating),Tumor
752,753,Tumor 4,Tumor
718,719,Tumor 5,Tumor
736,737,Tumor 4,Tumor
747,748,Tumor 2 (Ki67 Proliferating),Tumor
1591,1592,Tumor 3,Tumor
1582,1583,Tumor 4,Tumor
1506,1507,Tumor 5,Tumor
1494,1495,Tumor 4,Tumor
1039,1040,Tumor 2 (Ki67 Proliferating),Tumor
970,971,Tumor 7,Tumor
57,58,Tumor 7,Tumor
28,29,Tumor 1,Tumor
101,102,Tumor 1,Tumor
63,64,Tumor 4,Tumor
14,15,Tumor 2 (Ki67 Proliferating),Tumor
2,3,Tumor 2 (Ki67 Proliferating),Tumor
106,107,Tumor 5,Tumor
123,124,Tumor 4,Tumor
93,94,Tumor 4,Tumor
56,57,Tumor 4,Tumor
210,211,Tumor 7,Tumor
373,374,Tumor 7,Tumor
182,183,Tumor 2 (Ki67 Proliferating),Tumor
192,193,Tumor 3,Tumor
925,926,Tumor 1,Tumor
947,948,Tumor 3,Tumor
23,24,Tumor 3,Tumor
51,52,Tumor 7,Tumor
102,103,Tumor 2 (Ki67 Proliferating),Tumor
133,134,Tumor 2 (Ki67 Proliferating),Tumor
125,126,Tumor 2 (Ki67 Proliferating),Tumor
578,579,Tumor 7,Tumor
118,119,Tumor 4,Tumor
168,169,Tumor 4,Tumor
146,147,Tumor 1,Tumor
140,141,Tumor 7,Tumor
267,268,Tumor 4,Tumor
246,247,Tumor 4,Tumor
195,196,Tumor 7,Tumor
370,371,Tumor 2 (Ki67 Proliferating),Tumor
369,370,Tumor 2 (Ki67 Proliferating),Tumor
306,307,Tumor 3,Tumor
337,338,Tumor 2 (Ki67 Proliferating),Tumor
341,342,Tumor 3,Tumor
1425,1426,Tumor 6 / DC,Tumor
1260,1261,Tumor 7,Tumor
759,760,Tumor 4,Tumor
898,899,Tumor 2 (Ki67 Proliferating),Tumor
891,892,Tumor 3,Tumor
727,728,Tumor 4,Tumor
989,990,Tumor 4,Tumor
871,872,Tumor 5,Tumor
877,878,Tumor 2 (Ki67 Proliferating),Tumor
889,890,Tumor 2 (Ki67 Proliferating),Tumor
813,814,Tumor 4,Tumor
868,869,Tumor 2 (Ki67 Proliferating),Tumor
1558,1559,Tumor 4,Tumor
459,460,Tumor 4,Tumor
514,515,Tumor 4,Tumor
684,685,Tumor 2 (Ki67 Proliferating),Tumor
723,724,Tumor 4,Tumor
728,729,Tumor 4,Tumor
604,605,Tumor 4,Tumor
626,627,Tumor 4,Tumor
221,222,Tumor 4,Tumor
252,253,Tumor 4,Tumor
160,161,Tumor 4,Tumor
185,186,Tumor 4,Tumor
454,455,Tumor 2 (Ki67 Proliferating),Tumor
651,652,Tumor 3,Tumor
667,668,Tumor 2 (Ki67 Proliferating),Tumor
602,603,Tumor 2 (Ki67 Proliferating),Tumor
582,583,Tumor 2 (Ki67 Proliferating),Tumor
652,653,Tumor 4,Tumor
617,618,Tumor 7,Tumor
661,662,Tumor 7,Tumor
614,615,Tumor 3,Tumor
671,672,Tumor 4,Tumor
