,CELL_ID,CELL_TYPE,CELL_CLASS
2687,2688,Tumor 4,Tumor
2688,2689,Tumor 4,Tumor
2661,2662,Tumor 2 (Ki67 Proliferating),Tumor
559,560,Tumor 1,Tumor
2256,2257,Tumor 1,Tumor
2342,2343,Tumor 1,Tumor
2325,2326,Tumor 1,Tumor
2626,2627,Tumor 3,Tumor
37,38,Tumor 3,Tumor
1598,1599,Tumor 1,Tumor
2298,2299,Tumor 7,Tumor
2015,2016,Tumor 1,Tumor
1922,1923,Tumor 1,Tumor
1964,1965,Tumor 1,Tumor
2241,2242,Tumor 2 (Ki67 Proliferating),Tumor
574,575,Tumor 1,Tumor
2016,2017,Tumor 1,Tumor
2267,2268,Tumor 1,Tumor
2657,2658,Tumor 6 / DC,Tumor
2636,2637,Tumor 2 (Ki67 Proliferating),Tumor
2669,2670,Tumor 2 (Ki67 Proliferating),Tumor
2685,2686,Tumor 3,Tumor
2109,2110,Tumor 2 (Ki67 Proliferating),Tumor
2089,2090,Tumor 5,Tumor
2092,2093,Tumor 3,Tumor
2058,2059,Tumor 3,Tumor
1628,1629,Tumor 6 / DC,Tumor
1814,1815,Tumor 2 (Ki67 Proliferating),Tumor
2258,2259,Tumor 2 (Ki67 Proliferating),Tumor
2195,2196,Tumor 4,Tumor
1853,1854,Tumor 3,Tumor
605,606,Tumor 2 (Ki67 Proliferating),Tumor
58,59,Tumor 2 (Ki67 Proliferating),Tumor
106,107,Tumor 3,Tumor
81,82,Tumor 3,Tumor
977,978,Tumor 2 (Ki67 Proliferating),Tumor
1154,1155,Tumor 4,Tumor
1158,1159,Tumor 1,Tumor
1177,1178,Tumor 4,Tumor
2319,2320,Tumor 7,Tumor
2306,2307,Tumor 1,Tumor
1956,1957,Tumor 7,Tumor
2307,2308,Tumor 1,Tumor
2343,2344,Tumor 1,Tumor
2477,2478,Tumor 2 (Ki67 Proliferating),Tumor
2596,2597,Tumor 3,Tumor
2412,2413,Tumor 3,Tumor
1901,1902,Tumor 1,Tumor
1880,1881,Tumor 7,Tumor
843,844,Tumor 2 (Ki67 Proliferating),Tumor
652,653,Tumor 2 (Ki67 Proliferating),Tumor
42,43,Tumor 3,Tumor
314,315,Tumor 1,Tumor
708,709,Tumor 7,Tumor
838,839,Tumor 7,Tumor
670,671,Tumor 7,Tumor
564,565,Tumor 1,Tumor
512,513,Tumor 1,Tumor
2142,2143,Tumor 1,Tumor
2217,2218,Tumor 1,Tumor
2206,2207,Tumor 1,Tumor
2144,2145,Tumor 1,Tumor
2056,2057,Tumor 1,Tumor
2005,2006,Tumor 1,Tumor
1940,1941,Tumor 7,Tumor
1863,1864,Tumor 2 (Ki67 Proliferating),Tumor
2644,2645,Tumor 2 (Ki67 Proliferating),Tumor
2654,2655,Tumor 3,Tumor
2684,2685,Tumor 3,Tumor
2285,2286,Tumor 4,Tumor
2354,2355,Tumor 2 (Ki67 Proliferating),Tumor
2249,2250,Tumor 2 (Ki67 Proliferating),Tumor
1229,1230,Tumor 4,Tumor
759,760,Tumor 2 (Ki67 Proliferating),Tumor
701,702,Tumor 2 (Ki67 Proliferating),Tumor
1356,1357,Tumor 2 (Ki67 Proliferating),Tumor
1256,1257,Tumor 2 (Ki67 Proliferating),Tumor
1275,1276,Tumor 6 / DC,Tumor
1188,1189,Tumor 3,Tumor
1180,1181,Tumor 2 (Ki67 Proliferating),Tumor
1178,1179,Tumor 4,Tumor
1075,1076,Tumor 2 (Ki67 Proliferating),Tumor
1254,1255,Tumor 3,Tumor
733,734,Tumor 6 / DC,Tumor
824,825,Tumor 3,Tumor
582,583,Tumor 2 (Ki67 Proliferating),Tumor
557,558,Tumor 3,Tumor
607,608,Tumor 2 (Ki67 Proliferating),Tumor
649,650,Tumor 2 (Ki67 Proliferating),Tumor
650,651,Tumor 7,Tumor
1481,1482,Tumor 7,Tumor
1541,1542,Tumor 7,Tumor
1570,1571,Tumor 7,Tumor
1572,1573,Tumor 1,Tumor
2072,2073,Tumor 6 / DC,Tumor
1798,1799,Tumor 4,Tumor
2556,2557,Tumor 4,Tumor
1666,1667,Tumor 6 / DC,Tumor
1623,1624,Tumor 6 / DC,Tumor
1867,1868,Tumor 3,Tumor
1784,1785,Tumor 7,Tumor
2026,2027,Tumor 6 / DC,Tumor
1969,1970,Tumor 3,Tumor
2116,2117,Tumor 3,Tumor
2146,2147,Tumor 2 (Ki67 Proliferating),Tumor
2035,2036,Tumor 2 (Ki67 Proliferating),Tumor
2155,2156,Tumor 2 (Ki67 Proliferating),Tumor
2119,2120,Tumor 3,Tumor
2145,2146,Tumor 4,Tumor
2188,2189,Tumor 2 (Ki67 Proliferating),Tumor
1960,1961,Tumor 4,Tumor
1887,1888,Tumor 2 (Ki67 Proliferating),Tumor
1891,1892,Tumor 3,Tumor
1787,1788,Tumor 4,Tumor
1985,1986,Tumor 2 (Ki67 Proliferating),Tumor
1447,1448,Tumor 2 (Ki67 Proliferating),Tumor
1743,1744,Tumor 3,Tumor
1772,1773,Tumor 4,Tumor
1825,1826,Tumor 2 (Ki67 Proliferating),Tumor
1872,1873,Tumor 4,Tumor
1868,1869,Tumor 2 (Ki67 Proliferating),Tumor
1703,1704,Tumor 2 (Ki67 Proliferating),Tumor
2071,2072,Tumor 2 (Ki67 Proliferating),Tumor
1945,1946,Tumor 2 (Ki67 Proliferating),Tumor
1936,1937,Tumor 4,Tumor
1894,1895,Tumor 2 (Ki67 Proliferating),Tumor
1967,1968,Tumor 4,Tumor
1902,1903,Tumor 4,Tumor
1912,1913,Tumor 3,Tumor
1935,1936,Tumor 2 (Ki67 Proliferating),Tumor
1958,1959,Tumor 2 (Ki67 Proliferating),Tumor
2632,2633,Tumor 4,Tumor
2618,2619,Tumor 2 (Ki67 Proliferating),Tumor
2598,2599,Tumor 2 (Ki67 Proliferating),Tumor
2590,2591,Tumor 2 (Ki67 Proliferating),Tumor
2694,2695,Tumor 4,Tumor
2557,2558,Tumor 7,Tumor
2546,2547,Tumor 2 (Ki67 Proliferating),Tumor
2369,2370,Tumor 2 (Ki67 Proliferating),Tumor
2317,2318,Tumor 2 (Ki67 Proliferating),Tumor
1889,1890,Tumor 2 (Ki67 Proliferating),Tumor
1771,1772,Tumor 4,Tumor
29,30,Tumor 2 (Ki67 Proliferating),Tumor
158,159,Tumor 1,Tumor
419,420,Tumor 3,Tumor
120,121,Tumor 1,Tumor
831,832,Tumor 2 (Ki67 Proliferating),Tumor
291,292,Tumor 4,Tumor
609,610,Tumor 2 (Ki67 Proliferating),Tumor
1816,1817,Tumor 1,Tumor
1246,1247,Tumor 2 (Ki67 Proliferating),Tumor
1321,1322,Tumor 4,Tumor
1026,1027,Tumor 2 (Ki67 Proliferating),Tumor
1016,1017,Tumor 4,Tumor
1187,1188,Tumor 3,Tumor
1198,1199,Tumor 3,Tumor
1590,1591,Tumor 3,Tumor
1599,1600,Tumor 2 (Ki67 Proliferating),Tumor
1310,1311,Tumor 3,Tumor
1028,1029,Tumor 3,Tumor
1091,1092,Tumor 7,Tumor
1170,1171,Tumor 4,Tumor
1171,1172,Tumor 3,Tumor
1263,1264,Tumor 3,Tumor
1280,1281,Tumor 7,Tumor
901,902,Tumor 7,Tumor
2390,2391,Tumor 1,Tumor
2367,2368,Tumor 1,Tumor
2229,2230,Tumor 1,Tumor
2273,2274,Tumor 7,Tumor
1869,1870,Tumor 7,Tumor
2073,2074,Tumor 2 (Ki67 Proliferating),Tumor
2384,2385,Tumor 7,Tumor
2523,2524,Tumor 7,Tumor
879,880,Tumor 1,Tumor
1497,1498,Tumor 1,Tumor
1639,1640,Tumor 7,Tumor
1680,1681,Tumor 7,Tumor
741,742,Tumor 3,Tumor
822,823,Tumor 2 (Ki67 Proliferating),Tumor
833,834,Tumor 2 (Ki67 Proliferating),Tumor
792,793,Tumor 2 (Ki67 Proliferating),Tumor
626,627,Tumor 4,Tumor
595,596,Tumor 2 (Ki67 Proliferating),Tumor
651,652,Tumor 4,Tumor
556,557,Tumor 2 (Ki67 Proliferating),Tumor
526,527,Tumor 2 (Ki67 Proliferating),Tumor
568,569,Tumor 2 (Ki67 Proliferating),Tumor
499,500,Tumor 2 (Ki67 Proliferating),Tumor
74,75,Tumor 4,Tumor
70,71,Tumor 3,Tumor
64,65,Tumor 2 (Ki67 Proliferating),Tumor
53,54,Tumor 2 (Ki67 Proliferating),Tumor
183,184,Tumor 3,Tumor
460,461,Tumor 7,Tumor
382,383,Tumor 2 (Ki67 Proliferating),Tumor
301,302,Tumor 4,Tumor
357,358,Tumor 2 (Ki67 Proliferating),Tumor
334,335,Tumor 2 (Ki67 Proliferating),Tumor
324,325,Tumor 3,Tumor
426,427,Tumor 6 / DC,Tumor
467,468,Tumor 3,Tumor
410,411,Tumor 6 / DC,Tumor
371,372,Tumor 3,Tumor
581,582,Tumor 3,Tumor
533,534,Tumor 2 (Ki67 Proliferating),Tumor
436,437,Tumor 3,Tumor
469,470,Tumor 2 (Ki67 Proliferating),Tumor
209,210,Tumor 1,Tumor
125,126,Tumor 7,Tumor
100,101,Tumor 7,Tumor
149,150,Tumor 1,Tumor
76,77,Tumor 3,Tumor
354,355,Tumor 1,Tumor
311,312,Tumor 1,Tumor
340,341,Tumor 1,Tumor
362,363,Tumor 1,Tumor
734,735,Tumor 7,Tumor
742,743,Tumor 7,Tumor
705,706,Tumor 7,Tumor
638,639,Tumor 7,Tumor
639,640,Tumor 7,Tumor
532,533,Tumor 1,Tumor
493,494,Tumor 1,Tumor
482,483,Tumor 1,Tumor
320,321,Tumor 1,Tumor
290,291,Tumor 1,Tumor
672,673,Tumor 1,Tumor
621,622,Tumor 7,Tumor
2134,2135,Tumor 1,Tumor
2040,2041,Tumor 1,Tumor
2187,2188,Tumor 1,Tumor
2033,2034,Tumor 7,Tumor
2045,2046,Tumor 1,Tumor
2245,2246,Tumor 1,Tumor
2299,2300,Tumor 1,Tumor
1965,1966,Tumor 1,Tumor
1698,1699,Tumor 7,Tumor
1643,1644,Tumor 1,Tumor
1625,1626,Tumor 1,Tumor
1712,1713,Tumor 1,Tumor
2046,2047,Tumor 7,Tumor
2080,2081,Tumor 1,Tumor
2182,2183,Tumor 1,Tumor
2124,2125,Tumor 1,Tumor
2301,2302,Tumor 1,Tumor
2315,2316,Tumor 1,Tumor
2252,2253,Tumor 1,Tumor
2152,2153,Tumor 4,Tumor
2099,2100,Tumor 1,Tumor
2552,2553,Tumor 2 (Ki67 Proliferating),Tumor
2518,2519,Tumor 2 (Ki67 Proliferating),Tumor
2543,2544,Tumor 4,Tumor
2480,2481,Tumor 2 (Ki67 Proliferating),Tumor
2568,2569,Tumor 2 (Ki67 Proliferating),Tumor
2635,2636,Tumor 2 (Ki67 Proliferating),Tumor
2584,2585,Tumor 2 (Ki67 Proliferating),Tumor
2550,2551,Tumor 2 (Ki67 Proliferating),Tumor
