,CELL_ID,CELL_TYPE,CELL_CLASS
755,756,Tumor 3,Tumor
699,700,Tumor 6 / DC,Tumor
175,176,Tumor 4,Tumor
196,197,Tumor 4,Tumor
165,166,Tumor 4,Tumor
120,121,Tumor 7,Tumor
108,109,Tumor 4,Tumor
892,893,Tumor 1,Tumor
646,647,Tumor 4,Tumor
44,45,Tumor 4,Tumor
1580,1581,Tumor 1,Tumor
1838,1839,Tumor 4,Tumor
1797,1798,Tumor 4,Tumor
1634,1635,Tumor 1,Tumor
635,636,Tumor 6 / DC,Tumor
610,611,Tumor 6 / DC,Tumor
673,674,Tumor 1,Tumor
961,962,Tumor 1,Tumor
1716,1717,Tumor 4,Tumor
1626,1627,Tumor 4,Tumor
2085,2086,Tumor 4,Tumor
1856,1857,Tumor 4,Tumor
1753,1754,Tumor 4,Tumor
180,181,Tumor 4,Tumor
89,90,Tumor 4,Tumor
93,94,Tumor 4,Tumor
144,145,Tumor 4,Tumor
103,104,Tumor 4,Tumor
152,153,Tumor 4,Tumor
121,122,Tumor 4,Tumor
173,174,Tumor 4,Tumor
61,62,Tumor 4,Tumor
36,37,Tumor 4,Tumor
810,811,Tumor 4,Tumor
1112,1113,Tumor 1,Tumor
611,612,Tumor 1,Tumor
966,967,Tumor 1,Tumor
902,903,Tumor 1,Tumor
917,918,Tumor 1,Tumor
835,836,Tumor 4,Tumor
874,875,Tumor 1,Tumor
778,779,Tumor 1,Tumor
807,808,Tumor 4,Tumor
779,780,Tumor 1,Tumor
727,728,Tumor 1,Tumor
724,725,Tumor 1,Tumor
489,490,Tumor 4,Tumor
629,630,Tumor 4,Tumor
426,427,Tumor 4,Tumor
452,453,Tumor 4,Tumor
745,746,Tumor 4,Tumor
795,796,Tumor 3,Tumor
29,30,Tumor 4,Tumor
1139,1140,Tumor 1,Tumor
1215,1216,Tumor 1,Tumor
1080,1081,Tumor 1,Tumor
1594,1595,Tumor 7,Tumor
2063,2064,Tumor 4,Tumor
1978,1979,Tumor 4,Tumor
2078,2079,Tumor 4,Tumor
2062,2063,Tumor 4,Tumor
2069,2070,Tumor 4,Tumor
1977,1978,Tumor 4,Tumor
1532,1533,Tumor 1,Tumor
1452,1453,Tumor 1,Tumor
1445,1446,Tumor 7,Tumor
1423,1424,Tumor 7,Tumor
1347,1348,Tumor 7,Tumor
1182,1183,Tumor 4,Tumor
1133,1134,Tumor 1,Tumor
1220,1221,Tumor 4,Tumor
2076,2077,Tumor 4,Tumor
2082,2083,Tumor 4,Tumor
2026,2027,Tumor 4,Tumor
2059,2060,Tumor 4,Tumor
876,877,Tumor 4,Tumor
764,765,Tumor 1,Tumor
1063,1064,Tumor 1,Tumor
1023,1024,Tumor 1,Tumor
1073,1074,Tumor 1,Tumor
1512,1513,Tumor 4,Tumor
1414,1415,Tumor 4,Tumor
1462,1463,Tumor 4,Tumor
1328,1329,Tumor 4,Tumor
1348,1349,Tumor 4,Tumor
936,937,Tumor 1,Tumor
1156,1157,Tumor 4,Tumor
1786,1787,Tumor 4,Tumor
1680,1681,Tumor 4,Tumor
1599,1600,Tumor 4,Tumor
1725,1726,Tumor 4,Tumor
1694,1695,Tumor 4,Tumor
1454,1455,Tumor 4,Tumor
1343,1344,Tumor 4,Tumor
1265,1266,Tumor 4,Tumor
1552,1553,Tumor 4,Tumor
661,662,Tumor 6 / DC,Tumor
576,577,Tumor 6 / DC,Tumor
609,610,Tumor 6 / DC,Tumor
639,640,Tumor 4,Tumor
660,661,Tumor 1,Tumor
739,740,Tumor 4,Tumor
485,486,Tumor 4,Tumor
804,805,Tumor 4,Tumor
702,703,Tumor 4,Tumor
1830,1831,Tumor 4,Tumor
1868,1869,Tumor 4,Tumor
1874,1875,Tumor 4,Tumor
1891,1892,Tumor 4,Tumor
1864,1865,Tumor 4,Tumor
1780,1781,Tumor 4,Tumor
1748,1749,Tumor 3,Tumor
1931,1932,Tumor 4,Tumor
2017,2018,Tumor 5,Tumor
2046,2047,Tumor 4,Tumor
2023,2024,Tumor 4,Tumor
1677,1678,Tumor 1,Tumor
1727,1728,Tumor 1,Tumor
1733,1734,Tumor 7,Tumor
197,198,Tumor 3,Tumor
162,163,Tumor 4,Tumor
245,246,Tumor 4,Tumor
102,103,Tumor 4,Tumor
783,784,Tumor 4,Tumor
1008,1009,Tumor 4,Tumor
924,925,Tumor 4,Tumor
667,668,Tumor 1,Tumor
744,745,Tumor 3,Tumor
751,752,Tumor 7,Tumor
562,563,Tumor 1,Tumor
591,592,Tumor 1,Tumor
379,380,Tumor 4,Tumor
361,362,Tumor 4,Tumor
569,570,Tumor 1,Tumor
538,539,Tumor 4,Tumor
887,888,Tumor 5,Tumor
910,911,Tumor 4,Tumor
557,558,Tumor 4,Tumor
580,581,Tumor 4,Tumor
248,249,Tumor 4,Tumor
35,36,Tumor 4,Tumor
893,894,Tumor 4,Tumor
823,824,Tumor 4,Tumor
769,770,Tumor 4,Tumor
733,734,Tumor 4,Tumor
453,454,Tumor 4,Tumor
492,493,Tumor 4,Tumor
404,405,Tumor 4,Tumor
428,429,Tumor 4,Tumor
832,833,Tumor 4,Tumor
793,794,Tumor 4,Tumor
813,814,Tumor 3,Tumor
844,845,Tumor 4,Tumor
685,686,Tumor 3,Tumor
710,711,Tumor 4,Tumor
697,698,Tumor 3,Tumor
37,38,Tumor 4,Tumor
42,43,Tumor 4,Tumor
33,34,Tumor 4,Tumor
57,58,Tumor 4,Tumor
47,48,Tumor 4,Tumor
213,214,Tumor 4,Tumor
157,158,Tumor 4,Tumor
1150,1151,Tumor 1,Tumor
1002,1003,Tumor 7,Tumor
991,992,Tumor 1,Tumor
2072,2073,Tumor 4,Tumor
2079,2080,Tumor 4,Tumor
2081,2082,Tumor 4,Tumor
2012,2013,Tumor 4,Tumor
1992,1993,Tumor 4,Tumor
1907,1908,Tumor 1,Tumor
1860,1861,Tumor 1,Tumor
1714,1715,Tumor 1,Tumor
1689,1690,Tumor 1,Tumor
2048,2049,Tumor 4,Tumor
2061,2062,Tumor 4,Tumor
1630,1631,Tumor 4,Tumor
1708,1709,Tumor 1,Tumor
1616,1617,Tumor 4,Tumor
1642,1643,Tumor 4,Tumor
1660,1661,Tumor 1,Tumor
1687,1688,Tumor 1,Tumor
1690,1691,Tumor 4,Tumor
2043,2044,Tumor 4,Tumor
1979,1980,Tumor 4,Tumor
1964,1965,Tumor 3,Tumor
2002,2003,Tumor 4,Tumor
2021,2022,Tumor 4,Tumor
1509,1510,Tumor 4,Tumor
1426,1427,Tumor 7,Tumor
1316,1317,Tumor 4,Tumor
1297,1298,Tumor 7,Tumor
1183,1184,Tumor 4,Tumor
1266,1267,Tumor 1,Tumor
1565,1566,Tumor 4,Tumor
1491,1492,Tumor 4,Tumor
1984,1985,Tumor 4,Tumor
2025,2026,Tumor 6 / DC,Tumor
2020,2021,Tumor 6 / DC,Tumor
1927,1928,Tumor 4,Tumor
2006,2007,Tumor 4,Tumor
1968,1969,Tumor 4,Tumor
1962,1963,Tumor 4,Tumor
1926,1927,Tumor 6 / DC,Tumor
1614,1615,Tumor 4,Tumor
1916,1917,Tumor 4,Tumor
2075,2076,Tumor 4,Tumor
2052,2053,Tumor 3,Tumor
819,820,Tumor 4,Tumor
1519,1520,Tumor 4,Tumor
1551,1552,Tumor 4,Tumor
897,898,Tumor 6 / DC,Tumor
895,896,Tumor 4,Tumor
873,874,Tumor 4,Tumor
972,973,Tumor 4,Tumor
1049,1050,Tumor 4,Tumor
1024,1025,Tumor 1,Tumor
1125,1126,Tumor 4,Tumor
1109,1110,Tumor 4,Tumor
1256,1257,Tumor 1,Tumor
1181,1182,Tumor 4,Tumor
683,684,Tumor 4,Tumor
749,750,Tumor 4,Tumor
1108,1109,Tumor 4,Tumor
1207,1208,Tumor 4,Tumor
1254,1255,Tumor 4,Tumor
1466,1467,Tumor 4,Tumor
1559,1560,Tumor 4,Tumor
1872,1873,Tumor 4,Tumor
1881,1882,Tumor 4,Tumor
1875,1876,Tumor 4,Tumor
1560,1561,Tumor 4,Tumor
1525,1526,Tumor 4,Tumor
1563,1564,Tumor 4,Tumor
1202,1203,Tumor 4,Tumor
1213,1214,Tumor 4,Tumor
1759,1760,Tumor 4,Tumor
1746,1747,Tumor 4,Tumor
1632,1633,Tumor 4,Tumor
1652,1653,Tumor 4,Tumor
226,227,Tumor 4,Tumor
206,207,Tumor 4,Tumor
411,412,Tumor 4,Tumor
421,422,Tumor 4,Tumor
400,401,Tumor 1,Tumor
398,399,Tumor 7,Tumor
327,328,Tumor 4,Tumor
299,300,Tumor 4,Tumor
257,258,Tumor 4,Tumor
278,279,Tumor 4,Tumor
757,758,Tumor 3,Tumor
977,978,Tumor 1,Tumor
921,922,Tumor 1,Tumor
2053,2054,Tumor 4,Tumor
1770,1771,Tumor 4,Tumor
1631,1632,Tumor 4,Tumor
1794,1795,Tumor 4,Tumor
1855,1856,Tumor 4,Tumor
2031,2032,Tumor 4,Tumor
2077,2078,Tumor 4,Tumor
2013,2014,Tumor 4,Tumor
208,209,Tumor 4,Tumor
201,202,Tumor 4,Tumor
212,213,Tumor 4,Tumor
285,286,Tumor 4,Tumor
269,270,Tumor 4,Tumor
186,187,Tumor 1,Tumor
185,186,Tumor 4,Tumor
291,292,Tumor 4,Tumor
170,171,Tumor 3,Tumor
261,262,Tumor 4,Tumor
59,60,Tumor 4,Tumor
49,50,Tumor 4,Tumor
904,905,Tumor 4,Tumor
925,926,Tumor 4,Tumor
894,895,Tumor 4,Tumor
950,951,Tumor 4,Tumor
937,938,Tumor 4,Tumor
983,984,Tumor 4,Tumor
1026,1027,Tumor 4,Tumor
1116,1117,Tumor 4,Tumor
274,275,Tumor 4,Tumor
321,322,Tumor 4,Tumor
316,317,Tumor 7,Tumor
641,642,Tumor 2 (Ki67 Proliferating),Tumor
620,621,Tumor 1,Tumor
642,643,Tumor 4,Tumor
550,551,Tumor 3,Tumor
648,649,Tumor 1,Tumor
552,553,Tumor 4,Tumor
499,500,Tumor 4,Tumor
544,545,Tumor 4,Tumor
632,633,Tumor 1,Tumor
474,475,Tumor 1,Tumor
971,972,Tumor 2 (Ki67 Proliferating),Tumor
1003,1004,Tumor 2 (Ki67 Proliferating),Tumor
1066,1067,Tumor 1,Tumor
1006,1007,Tumor 4,Tumor
265,266,Tumor 4,Tumor
247,248,Tumor 4,Tumor
87,88,Tumor 4,Tumor
339,340,Tumor 4,Tumor
389,390,Tumor 4,Tumor
217,218,Tumor 4,Tumor
359,360,Tumor 4,Tumor
373,374,Tumor 1,Tumor
598,599,Tumor 4,Tumor
588,589,Tumor 3,Tumor
587,588,Tumor 7,Tumor
649,650,Tumor 4,Tumor
709,710,Tumor 4,Tumor
645,646,Tumor 3,Tumor
571,572,Tumor 3,Tumor
22,23,Tumor 4,Tumor
17,18,Tumor 3,Tumor
32,33,Tumor 4,Tumor
252,253,Tumor 4,Tumor
259,260,Tumor 4,Tumor
31,32,Tumor 4,Tumor
127,128,Tumor 4,Tumor
164,165,Tumor 4,Tumor
177,178,Tumor 5,Tumor
78,79,Tumor 3,Tumor
105,106,Tumor 4,Tumor
111,112,Tumor 3,Tumor
112,113,Tumor 4,Tumor
71,72,Tumor 4,Tumor
913,914,Tumor 4,Tumor
882,883,Tumor 4,Tumor
865,866,Tumor 4,Tumor
760,761,Tumor 4,Tumor
785,786,Tumor 4,Tumor
613,614,Tumor 4,Tumor
592,593,Tumor 4,Tumor
691,692,Tumor 4,Tumor
687,688,Tumor 4,Tumor
21,22,Tumor 4,Tumor
6,7,Tumor 4,Tumor
14,15,Tumor 4,Tumor
60,61,Tumor 3,Tumor
326,327,Tumor 4,Tumor
295,296,Tumor 4,Tumor
263,264,Tumor 4,Tumor
280,281,Tumor 4,Tumor
1094,1095,Tumor 1,Tumor
1043,1044,Tumor 1,Tumor
1022,1023,Tumor 4,Tumor
1173,1174,Tumor 1,Tumor
1203,1204,Tumor 7,Tumor
1240,1241,Tumor 7,Tumor
980,981,Tumor 1,Tumor
1846,1847,Tumor 4,Tumor
1960,1961,Tumor 4,Tumor
1852,1853,Tumor 4,Tumor
1946,1947,Tumor 5,Tumor
1958,1959,Tumor 3,Tumor
1938,1939,Tumor 6 / DC,Tumor
1988,1989,Tumor 4,Tumor
2003,2004,Tumor 4,Tumor
2037,2038,Tumor 4,Tumor
2083,2084,Tumor 4,Tumor
1966,1967,Tumor 4,Tumor
1995,1996,Tumor 4,Tumor
2019,2020,Tumor 4,Tumor
1939,1940,Tumor 4,Tumor
1661,1662,Tumor 4,Tumor
1791,1792,Tumor 7,Tumor
1336,1337,Tumor 7,Tumor
1275,1276,Tumor 7,Tumor
1231,1232,Tumor 7,Tumor
1234,1235,Tumor 7,Tumor
1241,1242,Tumor 7,Tumor
1350,1351,Tumor 7,Tumor
1388,1389,Tumor 7,Tumor
1338,1339,Tumor 7,Tumor
1390,1391,Tumor 7,Tumor
1344,1345,Tumor 3,Tumor
1272,1273,Tumor 7,Tumor
1398,1399,Tumor 4,Tumor
1304,1305,Tumor 7,Tumor
2028,2029,Tumor 4,Tumor
2066,2067,Tumor 4,Tumor
1989,1990,Tumor 4,Tumor
2022,2023,Tumor 4,Tumor
2084,2085,Tumor 4,Tumor
2080,2081,Tumor 4,Tumor
1598,1599,Tumor 4,Tumor
1597,1598,Tumor 3,Tumor
1515,1516,Tumor 4,Tumor
1524,1525,Tumor 4,Tumor
1657,1658,Tumor 4,Tumor
1641,1642,Tumor 4,Tumor
1644,1645,Tumor 4,Tumor
1602,1603,Tumor 4,Tumor
1912,1913,Tumor 4,Tumor
1911,1912,Tumor 4,Tumor
1871,1872,Tumor 4,Tumor
1873,1874,Tumor 4,Tumor
